,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
572,ZNF423,KLF3,Q2M1K9,P57682,0.5119081735610961,0.8979935646057121,0.089687936007976,0.29973137378692605
573,ARID4B,KLF3,Q4LE39,P57682,0.5119081735610961,0.8979935646057121,0.8699061274528501,0.8166902661323541
574,LIN52,KLF3,Q52LA3,P57682,0.5119081735610961,0.8979935646057121,0.38520264625549305,0.500648617744445
575,EPC2,KLF3,Q52LR7,P57682,0.5119081735610961,0.8979935646057121,0.42059040069580006,0.6165257096290581
576,BCORL1,KLF3,Q5H9F3,P57682,0.5119081735610961,0.8979935646057121,0.22441411018371502,0.340272128582
577,BRMS1L,KLF3,Q5PSV4,P57682,0.5119081735610961,0.8979935646057121,0.054249446839094,0.38904219865798906
578,TAF3,KLF3,Q5VWG9,P57682,0.5119081735610961,0.8979935646057121,0.7846044301986691,0.7685834169387811
579,ZMYM4,KLF3,Q5VZL5,P57682,0.5119081735610961,0.8979935646057121,0.632875621318817,0.882994651794433
580,TSHZ3,KLF3,Q63HK5,P57682,0.5119081735610961,0.8979935646057121,0.9172309041023251,0.7546250820159911
581,ARID2,KLF3,Q68CP9,P57682,0.5119081735610961,0.8979935646057121,0.886040866374969,0.5421098470687861
582,NIPBL,KLF3,Q6KC79,P57682,0.5119081735610961,0.8979935646057121,0.9402278065681451,0.9048627018928521
583,LIN54,KLF3,Q6MZP7,P57682,0.5119081735610961,0.8979935646057121,0.31206041574478105,0.33803939819335904
584,ZNF746,KLF3,Q6NUN9,P57682,0.5119081735610961,0.8979935646057121,0.588314294815063,0.216713339090347
585,TAF2,KLF3,Q6P1X5,P57682,0.5119081735610961,0.8979935646057121,0.049820963293313,0.089582867920398
586,NFRKB,KLF3,Q6P4R8,P57682,0.5119081735610961,0.8979935646057121,0.41714200377464206,0.297662645578384
587,MIDEAS,KLF3,Q6PJG2,P57682,0.5119081735610961,0.8979935646057121,0.9349083900451661,0.8523517847061151
588,ATF7IP,KLF3,Q6VMQ6,P57682,0.5119081735610961,0.8979935646057121,0.860214591026306,0.7673675417900081
589,BCOR,KLF3,Q6W2J9,P57682,0.5119081735610961,0.8979935646057121,0.853329479694366,0.614456474781036
590,SRCAP,KLF3,Q6ZRS2,P57682,0.5119081735610961,0.8979935646057121,0.38961187005043,0.324371099472045
591,UBN2,KLF3,Q6ZU65,P57682,0.5119081735610961,0.8979935646057121,0.616424441337585,0.684342086315155
592,PAXIP1,KLF3,Q6ZW49,P57682,0.5119081735610961,0.8979935646057121,0.643753767013549,0.7459143996238701
593,ASXL2,KLF3,Q76L83,P57682,0.5119081735610961,0.8979935646057121,0.8904349207878111,0.763330459594726
594,KANSL1,KLF3,Q7Z3B3,P57682,0.5119081735610961,0.8979935646057121,0.8776834607124321,0.765987873077392
595,POGZ,KLF3,Q7Z3K3,P57682,0.5119081735610961,0.8979935646057121,0.7502111196517941,0.7358680963516231
596,EMSY,KLF3,Q7Z589,P57682,0.5119081735610961,0.8979935646057121,0.8583018183708191,0.7716549634933471
597,PCGF5,KLF3,Q86SE9,P57682,0.5119081735610961,0.8979935646057121,0.070946343243122,0.119246318936347
598,ZFHX4,KLF3,Q86UP3,P57682,0.5119081735610961,0.8979935646057121,0.7563455104827881,0.586164414882659
599,IRF2BP1,KLF3,Q8IU81,P57682,0.5119081735610961,0.8979935646057121,0.807863533496856,0.704808950424194
600,FOXP4,KLF3,Q8IVH2,P57682,0.5119081735610961,0.8979935646057121,0.8586987257003781,0.825622200965881
601,MGA,KLF3,Q8IWI9,P57682,0.5119081735610961,0.8979935646057121,0.89863908290863,0.6139672994613641
602,HOMEZ,KLF3,Q8IX15,P57682,0.5119081735610961,0.8979935646057121,0.137794286012649,0.069750726222991
603,YAF2,KLF3,Q8IY57,P57682,0.5119081735610961,0.8979935646057121,0.7910550236701961,0.9381947517395021
604,ZZZ3,KLF3,Q8IYH5,P57682,0.5119081735610961,0.8979935646057121,0.26103526353836004,0.46124157309532104
605,KMT2C,KLF3,Q8NEZ4,P57682,0.5119081735610961,0.8979935646057121,0.8075259923934931,0.7091149687767021
606,ARID1B,KLF3,Q8NFD5,P57682,0.5119081735610961,0.8979935646057121,0.9302569627761841,0.7795838117599481
607,KDM2B,KLF3,Q8NHM5,P57682,0.5119081735610961,0.8979935646057121,0.645229220390319,0.870698809623718
608,CHD6,KLF3,Q8TD26,P57682,0.5119081735610961,0.8979935646057121,0.08464019745588301,0.7734346985816951
609,MORC4,KLF3,Q8TE76,P57682,0.5119081735610961,0.8979935646057121,0.05171655490994401,0.32281261682510304
610,GATAD1,KLF3,Q8WUU5,P57682,0.5119081735610961,0.8979935646057121,0.5573378205299371,0.56628942489624
611,BBX,KLF3,Q8WY36,P57682,0.5119081735610961,0.8979935646057121,0.6284071207046501,0.8168842196464531
612,ZNF516,KLF3,Q92618,P57682,0.5119081735610961,0.8979935646057121,0.189256697893142,0.46801382303237904
613,RREB1,KLF3,Q92766,P57682,0.5119081735610961,0.8979935646057121,0.8091465830802911,0.41972094774246205
614,DPF1,KLF3,Q92782,P57682,0.5119081735610961,0.8979935646057121,0.054040540009737,0.122460380196571
615,KAT2A,KLF3,Q92830,P57682,0.5119081735610961,0.8979935646057121,0.317253559827804,0.11975347995758001
616,KAT2B,KLF3,Q92831,P57682,0.5119081735610961,0.8979935646057121,0.15181677043437902,0.5737894773483271
617,KAT5,KLF3,Q92993,P57682,0.5119081735610961,0.8979935646057121,0.19866599142551403,0.776988446712493
618,L3MBTL2,KLF3,Q969R5,P57682,0.5119081735610961,0.8979935646057121,0.40257811546325606,0.6534991264343261
619,PHF21A,KLF3,Q96BD5,P57682,0.5119081735610961,0.8979935646057121,0.720266282558441,0.691616415977478
620,ZBTB9,KLF3,Q96C00,P57682,0.5119081735610961,0.8979935646057121,0.128770172595977,0.22672085464000702
621,SGF29,KLF3,Q96ES7,P57682,0.5119081735610961,0.8979935646057121,0.202917456626892,0.567387878894805
622,ZNF462,KLF3,Q96JM2,P57682,0.5119081735610961,0.8979935646057121,0.611397445201873,0.7868652939796441
623,ZNF521,KLF3,Q96K83,P57682,0.5119081735610961,0.8979935646057121,0.049332611262798004,0.08520096540451001
624,EHMT2,KLF3,Q96KQ7,P57682,0.5119081735610961,0.8979935646057121,0.632556796073913,0.694043636322021
625,EP400,KLF3,Q96L91,P57682,0.5119081735610961,0.8979935646057121,0.9262725710868831,0.8487218618392941
626,PHF12,KLF3,Q96QT6,P57682,0.5119081735610961,0.8979935646057121,0.452909469604492,0.712287425994873
627,ARID3A,KLF3,Q99856,P57682,0.5119081735610961,0.8979935646057121,0.8628880381584161,0.8800581693649291
628,PCGF1,KLF3,Q9BSM1,P57682,0.5119081735610961,0.8979935646057121,0.046048291027545006,0.392971843481063
629,PCGF6,KLF3,Q9BYE7,P57682,0.5119081735610961,0.8979935646057121,0.24426695704460102,0.6908073425292961
630,BRD8,KLF3,Q9H0E9,P57682,0.5119081735610961,0.8979935646057121,0.050343304872512006,0.5935155153274531
631,DNTTIP1,KLF3,Q9H147,P57682,0.5119081735610961,0.8979935646057121,0.055550336837768007,0.48788499832153304
632,ING2,KLF3,Q9H160,P57682,0.5119081735610961,0.8979935646057121,0.09308601915836301,0.137640506029129
633,EPC1,KLF3,Q9H2F5,P57682,0.5119081735610961,0.8979935646057121,0.569348692893981,0.697648406028747
634,FOXP1,KLF3,Q9H334,P57682,0.5119081735610961,0.8979935646057121,0.658347487449646,0.649912774562835
635,ZNF644,KLF3,Q9H582,P57682,0.5119081735610961,0.8979935646057121,0.053212106227874006,0.6640492677688591
636,KAT14,KLF3,Q9H8E8,P57682,0.5119081735610961,0.8979935646057121,0.066257372498512,0.5126466751098631
637,BRD9,KLF3,Q9H8M2,P57682,0.5119081735610961,0.8979935646057121,0.051790665835142004,0.40281605720520003
638,ACTR8,KLF3,Q9H981,P57682,0.5119081735610961,0.8979935646057121,0.04987857118248901,0.358847707509994
639,EHMT1,KLF3,Q9H9B1,P57682,0.5119081735610961,0.8979935646057121,0.056311398744583005,0.5437101721763611
640,ACTR5,KLF3,Q9H9F9,P57682,0.5119081735610961,0.8979935646057121,0.103291094303131,0.077783674001693
641,KANSL2,KLF3,Q9H9L4,P57682,0.5119081735610961,0.8979935646057121,0.32407778501510603,0.624915719032287
642,MEAF6,KLF3,Q9HAF1,P57682,0.5119081735610961,0.8979935646057121,0.8454682230949401,0.8336278200149531
643,FBRS,KLF3,Q9HAH7,P57682,0.5119081735610961,0.8979935646057121,0.703687310218811,0.48786839842796303
644,UBN1,KLF3,Q9NPG3,P57682,0.5119081735610961,0.8979935646057121,0.9250631332397461,0.628114640712738
645,BRD7,KLF3,Q9NPI1,P57682,0.5119081735610961,0.8979935646057121,0.739704370498657,0.9084916114807121
646,TCF7L2,KLF3,Q9NQB0,P57682,0.5119081735610961,0.8979935646057121,0.45225372910499506,0.509133160114288
647,SALL1,KLF3,Q9NSC2,P57682,0.5119081735610961,0.8979935646057121,0.23619778454303703,0.514240384101867
648,ING3,KLF3,Q9NXR8,P57682,0.5119081735610961,0.8979935646057121,0.8385430574417111,0.573454678058624
649,BICRA,KLF3,Q9NZM4,P57682,0.5119081735610961,0.8979935646057121,0.6001508235931391,0.171152979135513
650,KANSL3,KLF3,Q9P2N6,P57682,0.5119081735610961,0.8979935646057121,0.39586636424064603,0.240417197346687
651,RERE,KLF3,Q9P2R6,P57682,0.5119081735610961,0.8979935646057121,0.7957938313484191,0.936011910438537
652,MBD2,KLF3,Q9UBB5,P57682,0.5119081735610961,0.8979935646057121,0.5664933919906611,0.59124481678009
653,ZMYM2,KLF3,Q9UBW7,P57682,0.5119081735610961,0.8979935646057121,0.692886531352996,0.711531102657318
654,TRPS1,KLF3,Q9UHF7,P57682,0.5119081735610961,0.8979935646057121,0.798263907432556,0.513080954551696
655,SIX4,KLF3,Q9UIU6,P57682,0.5119081735610961,0.8979935646057121,0.23879483342170701,0.158115446567535
656,GMEB2,KLF3,Q9UKD1,P57682,0.5119081735610961,0.8979935646057121,0.051594793796539,0.070340521633625
657,ZHX1,KLF3,Q9UKY1,P57682,0.5119081735610961,0.8979935646057121,0.46208325028419406,0.47070637345314004
658,ZNF608,KLF3,Q9ULD9,P57682,0.5119081735610961,0.8979935646057121,0.649338901042938,0.42147284746170005
659,INO80,KLF3,Q9ULG1,P57682,0.5119081735610961,0.8979935646057121,0.12855353951454102,0.340622723102569
660,PRR12,KLF3,Q9ULL5,P57682,0.5119081735610961,0.8979935646057121,0.9016374349594111,0.7530444860458371
661,AKAP8L,KLF3,Q9ULX6,P57682,0.5119081735610961,0.8979935646057121,0.88402384519577,0.93467503786087
662,KMT2B,KLF3,Q9UMN6,P57682,0.5119081735610961,0.8979935646057121,0.6845542192459101,0.594275832176208
663,SATB2,KLF3,Q9UPW6,P57682,0.5119081735610961,0.8979935646057121,0.380608201026916,0.27717199921607905
664,ZNF148,KLF3,Q9UQR1,P57682,0.5119081735610961,0.8979935646057121,0.6595993638038631,0.926079928874969
665,ZNF281,KLF3,Q9Y2X9,P57682,0.5119081735610961,0.8979935646057121,0.9144949913024901,0.806995213031768
666,TRRAP,KLF3,Q9Y4A5,P57682,0.5119081735610961,0.8979935646057121,0.063425436615943,0.111193820834159
667,RAD54L2,KLF3,Q9Y4B4,P57682,0.5119081735610961,0.8979935646057121,0.166186794638633,0.30538418889045704
668,NCOR2,KLF3,Q9Y618,P57682,0.5119081735610961,0.8979935646057121,0.915248751640319,0.8444350361824031
669,CABIN1,KLF3,Q9Y6J0,P57682,0.5119081735610961,0.8979935646057121,0.195406585931777,0.44657236337661704
670,ZHX2,KLF3,Q9Y6X8,P57682,0.5119081735610961,0.8979935646057121,0.36284905672073303,0.630863845348358
