,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
778,ZNF462,OTX2,Q96JM2,P32243,0.369057357311248,0.065365053713321,0.611397445201873,0.7868652939796441
779,ZNF521,OTX2,Q96K83,P32243,0.369057357311248,0.065365053713321,0.049332611262798004,0.08520096540451001
780,EHMT2,OTX2,Q96KQ7,P32243,0.369057357311248,0.065365053713321,0.632556796073913,0.694043636322021
781,ARID3A,OTX2,Q99856,P32243,0.369057357311248,0.065365053713321,0.8628880381584161,0.8800581693649291
782,BCL11A,OTX2,Q9H165,P32243,0.369057357311248,0.065365053713321,0.8737601041793821,0.7756053209304811
783,FOXP1,OTX2,Q9H334,P32243,0.369057357311248,0.065365053713321,0.658347487449646,0.649912774562835
784,ZNF644,OTX2,Q9H582,P32243,0.369057357311248,0.065365053713321,0.053212106227874006,0.6640492677688591
785,EHMT1,OTX2,Q9H9B1,P32243,0.369057357311248,0.065365053713321,0.056311398744583005,0.5437101721763611
786,BRD7,OTX2,Q9NPI1,P32243,0.369057357311248,0.065365053713321,0.739704370498657,0.9084916114807121
787,TCF7L2,OTX2,Q9NQB0,P32243,0.369057357311248,0.065365053713321,0.45225372910499506,0.509133160114288
788,SALL1,OTX2,Q9NSC2,P32243,0.369057357311248,0.065365053713321,0.23619778454303703,0.514240384101867
789,HMG20B,OTX2,Q9P0W2,P32243,0.369057357311248,0.065365053713321,0.058128505945205,0.47976297140121404
790,RERE,OTX2,Q9P2R6,P32243,0.369057357311248,0.065365053713321,0.7957938313484191,0.936011910438537
791,TRPS1,OTX2,Q9UHF7,P32243,0.369057357311248,0.065365053713321,0.798263907432556,0.513080954551696
792,ZNF608,OTX2,Q9ULD9,P32243,0.369057357311248,0.065365053713321,0.649338901042938,0.42147284746170005
793,PRR12,OTX2,Q9ULL5,P32243,0.369057357311248,0.065365053713321,0.9016374349594111,0.7530444860458371
794,TRIM33,OTX2,Q9UPN9,P32243,0.369057357311248,0.065365053713321,0.9299069643020631,0.851068198680877
795,NCOR2,OTX2,Q9Y618,P32243,0.369057357311248,0.065365053713321,0.915248751640319,0.8444350361824031
796,NCOA3,OTX2,Q9Y6Q9,P32243,0.369057357311248,0.065365053713321,0.941364169120788,0.8644773364067071
