Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
13,29,0.2931,119.0,438.6,0.1933,0.959223,"O95983 Q9ULU4 Q96KM6 Q9UHF7 Q9H165 Q92769 Q8WWY6 O94776 Q14839 Q9BTC8 Q13330 Q8TDI0 Q8WXI9 Q12873 Q86YP4 Q93045 O14519 Q8NHZ7 Q9C0K0 Q9NSC2 Q16576 Q9P2Y4 Q09028 Q86UZ6 Q9UJQ4 Q8WUU4 Q8WUU5 Q9UBB5 Q9BXA9"
14,3,0.3868,1.160,7.609,0.07857,0.985452,"O60762 P20645 Q9UNI6"
15,91,0.2452,1004,4851,0.1663,0.966097,"Q13586 P50402 Q8N144 Q96RD7 Q9H2F3 O00124 Q9P2W7 Q9NYP7 Q9H8H3 P42166 Q9H6L5 O95210 Q99442 P49069 Q9BUN8 O14681 Q8NBQ5 P04844 Q9NR77 P20700 Q9P246 O75410 Q14739 Q9H089 Q5JTV8 Q16799 Q96S66 Q15042 Q13370 P49257 O15173 Q92575 Q8TCJ2 Q12846 Q96RQ1 Q969X5 P51572 P11712 Q00765 P04843 P43307 P0DI83 Q9NQC3 O14983 O60503 O00264 Q07065 Q15738 Q5HYI8 Q86XL3 Q9UBM7 Q96CS3 Q96A33 Q8TCT9 Q99943 P08240 Q9H3P7 Q86UL3 Q99653 P16435 Q9Y2H6 Q8WXF7 Q9BSJ8 Q8NFQ8 Q53EU6 O43402 Q9UGP8 Q9H2M9 Q9HCU5 Q92543 Q5VV42 Q8IWB9 Q9HCE9 Q9H1E5 Q96HY6 Q96SK2 Q6ZMZ3 Q86UE4 Q9Y679 O60858 O95197 P20020 P17706 O95573 Q9NXE4 P00167 Q9H2J7 P84157 Q96EX1 P27544 Q8NCS4"
16,230,0.2297,6050,6419,0.4679,0.00000,"Q6ZN55 Q9NWT1 P62829 O43159 Q659C4 Q9BRU9 P61313 O15479 P60866 P27635 P18077 Q8WYQ5 Q6NSZ9 Q9ULW3 Q9NZM5 Q66K89 P46781 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q07020 P40429 Q02539 P50914 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 P62424 P62917 P42766 Q13247 P78362 Q9HCE1 Q8WXF0 P11940 Q9UFB7 P62913 Q9HAN9 O15213 Q9NX58 P62241 P63220 Q9NQV6 Q1ED39 O15042 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q13823 O15015 Q14692 Q15050 O76021 Q9Y3B9 Q5SSJ5 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q99676 O60765 Q9UEG4 P46087 O96028 O15381 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 Q8IUF8 Q9BWF3 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P0C0S8 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 P62906 Q9UNX3 Q9UJV8 Q12906 P08708 P46776 P46778 Q02543 Q15397 Q92522 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9GZR7 Q8WTT2 Q8IY37 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q13435 P62854 Q2TB10 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q969Q0 P62851 Q15573 P61254 P62081 P46782 P05387 O95793 P30050 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 O43422 Q9NUL3 Q9NUD5 Q6PKG0 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 Q8N5P1 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 Q9UII4 P57071 Q9H7B2 Q00577 Q9NQ55 Q96CS4 Q96G21 Q9BXY0 P18124 P08865 Q14512 Q15646 P62280 P16989 Q9BQ75 P61353 P62891 Q6DKI1 Q92901 Q96GM8 O00566 P63173 P25398 P83731 Q8IZA3 Q2Q1W2 P62633 Q9H9Y2 Q9UKD2 Q5SVQ8 Q9NY61 P62269 P62861 Q96L21 P62273 Q9H4Z2"
17,5,0.3242,3.242,53.17,0.04882,0.989214,"Q8WWZ8 O75690 Q9UGL9 A0JP26 P08686"
18,15,0.3119,32.75,618.5,0.04807,0.999392,"Q9UN86 Q13283 P22087 P60866 Q8NC51 Q8ND56 Q96EV2 P78344 Q9Y520 Q14152 Q14157 Q9UKY7 Q6Y7W6 Q14694 Q14444"
19,11,0.3032,16.67,554.5,0.02811,0.999189,"Q13283 P60866 Q8NC51 Q9UKX7 Q14686 Q9C0B0 Q9Y520 Q14152 Q14157 Q9UKY7 Q14444"
20,12,0.3148,20.78,140.5,0.1121,0.999447,"Q8IZ69 O15084 O75170 Q9UPN7 O60729 O00743 Q5H9R7 Q92502 Q8NB46 Q8N8A2 Q14694 Q8NHG8"
21,56,0.4069,626.6,768.1,0.4159,7.49573e-05,"O00233 P28062 P28070 Q99933 P62333 Q96LY2 Q9UL46 P28074 P20618 P62195 Q969U7 O00232 Q53HC0 Q92530 P62191 P28065 P25787 P60900 O43242 P49721 Q13200 P51665 P17980 P25789 Q96AQ1 Q99460 P55036 P49720 O75832 Q9Y5K5 Q9UNM6 P35998 Q16186 P43686 Q8NE28 Q16401 O00487 Q15008 O14818 Q9Y244 Q99436 P54578 P25788 Q8TAA3 P28066 P28072 O00231 P48556 Q8NI22 Q14997 O95456 P40306 O95163 Q9BRP4 Q0PNE2 Q7RTR0"
22,42,0.3009,259.0,461.7,0.3219,0.211661,"O95178 O96000 O75380 O95182 P17568 Q16795 O43678 Q9NX14 O95298 P19404 P56181 P51970 Q6UWR7 Q9P032 O95169 Q9UI09 P28331 O00217 Q9Y6M9 O75489 O43920 O43674 O95168 O75306 P03905 O43181 O43676 O95139 O75251 P49821 Q9P0J0 P56556 Q8NCL4 P51589 O15239 O75438 P03886 P03915 Q9UPC5 Q8IUX1 P01920 P03891"
23,5,0.3455,3.455,27.89,0.08357,0.981643,"Q9Y2I8 Q96FV0 Q6VY07 Q969E1 Q86VP3"
24,5,0.3039,3.039,232.2,0.01240,0.996692,"Q9NY72 Q9P0L0 Q8NBI6 Q6ZXV5 Q14165"
25,8,0.3106,8.697,371.1,0.02197,0.998062,"Q08379 Q9Y294 Q8NCN4 Q14686 Q9ULL5 O15090 Q9NPG3 Q9NZM4"
26,5,0.3651,3.651,73.81,0.04174,0.996692,"Q9UHX1 P05455 P07101 O60844 P10155"
27,134,0.1957,1744,2249,0.4093,1.80031e-08,"Q7Z3S9 Q96NT3 O14817 P28799 Q9HB63 Q9H2X0 Q92824 Q9UKJ5 Q9NUL5 O60336 Q8WWZ8 Q9NZF1 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9UHI7 Q9BYR3 Q5T752 B2RUY7 Q14995 Q5T753 Q5TA79 P59990 Q9BYQ0 P60410 Q6L8H2 Q9BYR2 Q5T749 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 P59991 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 A0A087WUL8 Q7Z417 Q5T7P2 Q5TA78 Q2TAL6 Q5T7P3 P60331 Q9BYP8 Q07627 Q9BYS1 Q6L8G8 Q6UY14 O76081 P49795 Q8IUC1 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 P60371 Q7Z6R9 O43184 O14633 P49901 Q5T751 Q9BYR6 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 P60014 Q5T754 Q92504 Q02930 Q9UGL9 Q9BYR8 P25490 P32242 Q12837 Q9Y223 Q9BYE3 Q8NE01 Q5TA76 Q5T5B0 O76003 Q9NWN3 Q5T871 Q6L8H4 Q5T5A8 Q5HYJ3 Q86YT5 Q96LJ7 Q8IXW0 Q8WUK0 Q9Y2K5 Q3LHN2 Q9UBR2 Q969G9 Q8NHX4 Q8IYI8 A8MV65 Q6UXG3 O60259 P16144 Q92608 Q8WV24 Q8WTX9 P07510 Q13214 Q9UBP5 Q7RTU3 A0JP26 Q8IUC0 Q15040 Q9NQX5 P06850 Q8TC90 Q15077 P43220 Q8IUH8 P08686 P52797 Q86UN2 A6ND48"
28,13,0.3026,23.61,757.5,0.02925,0.999756,"P15311 P50552 Q15942 Q5T0Z8 P78559 P25054 O15056 P07737 Q93052 Q12802 Q70E73 Q13017 Q9NRY4"
29,10,0.3355,15.10,127.1,0.09310,0.984395,"Q9H4L4 P0C5Y9 Q9NXF1 Q9Y4W2 Q5SY16 Q96BT1 Q9BV38 Q8NCU7 Q8IZL8 Q9NRA0"
30,16,0.3021,36.26,369.4,0.08284,0.999991,"Q05519 Q14498 O75400 Q9P1Y6 A7MD48 Q6NYC1 O75494 Q9P127 Q5VTL8 Q9UHX1 O00422 Q9UQ35 P49756 Q8WXA9 P18583 Q66PJ3"
31,18,0.4026,61.60,140.8,0.2584,0.443392,"P49848 P21675 Q9HBM6 Q15545 Q15542 Q9BR10 Q15543 O00268 Q16594 Q12962 Q6P1X5 Q16514 Q15544 Q5VWG9 Q7Z7C8 Q92750 Q5H9L4 Q9Y3D8"
32,8,0.3027,8.475,213.1,0.03567,0.984338,"P29034 Q6QNY1 P78537 Q9NUP1 Q8TDH9 Q8TDM0 Q6QNY0 Q9Y2T4"
33,7,0.3082,6.472,82.28,0.06298,0.999299,"P12883 P11055 Q04726 Q15475 Q9Y623 O95677 Q8NHG8"
34,3,0.3364,1.009,11.48,0.05459,0.904785,"Q9UPZ6 Q9Y5Y7 Q86WI0"
35,5,0.3016,3.016,143.3,0.01929,0.851865,"P11021 Q11130 Q08648 Q9UBV2 Q9UJ42"
36,5,0.3118,3.118,145.1,0.01971,0.993907,"Q8TBB1 Q99081 Q5T481 Q7Z353 O60682"
37,4,0.3079,1.847,22.99,0.05625,0.992931,"O15217 Q16385 Q96MH6 P08263"
38,4,0.3652,2.191,9.432,0.1117,0.903035,"P43146 Q6PRD7 O60486 P20941"
39,12,0.3082,20.34,503.9,0.03710,0.999951,"Q8TAU3 Q9BYR2 Q9UC07 P60409 Q08117 Q99687 O43741 O43559 Q9H5F2 Q92753 P15976 Q5JXC2"
40,7,0.3279,6.885,43.42,0.1071,0.846657,"P02008 P09105 Q8TAC1 O00585 P02100 P02042 P69891"
41,12,0.2813,18.57,91.57,0.1384,0.990313,"P69905 P68871 Q9NXJ5 Q5VWW1 P30711 Q8TDB8 Q7Z7A4 O43157 P02100 Q96MD7 Q9H1J1 Q9HCI7"
42,9,0.3064,11.03,174.7,0.05416,0.999713,"O14523 Q12772 O60906 Q12770 Q8WWF5 Q9NRJ7 Q9Y5E2 P25101 P42898"
43,4,0.3106,1.864,14.77,0.07565,0.984809,"P35914 P05166 Q9HCC0 Q05932"
44,10,0.3217,14.48,277.1,0.04647,0.984395,"Q9UPY8 Q5T7B8 Q8WXT5 O43303 O60308 Q66K74 Q8IW35 Q8IYA6 Q08AD1 O15078"
45,20,0.3102,58.93,648.3,0.07887,0.999745,"P07437 Q9GZT9 Q9BVA1 P68366 Q71U36 Q6PEY2 Q13509 P25445 Q86WC4 Q13885 P68371 P04350 Q8WWB7 Q9BQE3 Q86Y30 Q5TFG8 Q07954 Q9NTK5 Q13938 Q8WWF8"
46,46,0.3012,311.8,1567,0.1582,1.00000,"Q05519 Q9Y383 Q96DU9 Q14498 O75400 Q15287 Q6ZUT1 Q9NQ29 Q8N5F7 Q9P1Y6 Q9NYF8 P30414 Q8TAD8 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 P78362 Q9UKJ3 Q9H307 Q6NYC1 P49761 O15234 P62995 Q9BRL6 O75494 P49760 P08621 P26368 Q96MU7 Q13427 Q5VTL8 O00422 Q9UQ35 Q7Z6E9 O75152 Q9UBC1 Q9H4G0 Q12926 P18583 Q9Y2J2 Q9NWB6 O43491"
47,7,0.3033,6.370,89.16,0.05816,0.999299,"Q5JTD0 Q9P1Z2 P07196 P02533 Q9H7C4 Q9BV73 Q9C075"
48,6,0.3184,4.775,116.7,0.03577,0.998474,"O00767 Q9NPL8 Q9NX47 Q96JF0 O75920 Q7Z5P4"
49,5,0.3073,3.073,114.5,0.02408,0.798302,"Q04721 O75123 Q86Y25 P0CJ79 Q86XN6"
50,4,0.3010,1.806,28.20,0.04752,0.984809,"P17540 Q02086 Q96RD6 Q16656"
51,6,0.3438,5.157,69.41,0.05958,0.998474,"P11182 Q5TEU4 Q9BVS5 Q8TAA5 Q5BKU9 Q9HA77"
52,5,0.3458,3.458,41.85,0.06253,0.851865,"P61086 Q15631 Q9NZS9 Q96D59 Q9BZY9"
53,16,0.3017,36.20,371.3,0.08238,0.999998,"Q05519 Q14498 O75400 Q9P1Y6 A7MD48 Q6NYC1 Q9UHX1 O00422 Q9UQ35 Q9Y5B6 Q96IZ7 Q96DI7 P49756 Q8WXA9 P18583 Q66PJ3"
54,5,0.3790,3.790,32.42,0.08202,0.952654,"Q6ICB0 Q5M9N0 P0CG48 Q8IYU4 Q9H305"
55,92,0.2323,972.6,2264,0.2844,0.429143,"P13987 Q14254 P08648 P46940 P62140 P61158 Q9BR76 Q9ULV4 O15145 O43795 Q4KMQ1 Q9Y608 A1L390 Q6WCQ1 P09493 P67936 P07951 Q5M775 O14639 Q86V48 Q5TB80 O75128 Q9Y4I1 Q5T5U3 Q9NQW6 O95425 Q96SB3 Q76I76 Q9UPQ0 O43707 P63261 P61160 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 P24941 Q53TN4 P06396 P59998 Q8WXE9 O15143 O15144 O43293 O95782 P14384 P47756 P52907 P68032 P63267 P98082 Q01082 Q0ZGT2 Q12792 Q13045 Q13813 Q27J81 Q6P4F7 Q8N3V7 Q8N556 Q92828 Q9BPX5 Q9NQX4 Q9NSY1 P35580 P27482 O75369 O94875 Q14247 Q15149 Q12965 O15511 Q9Y2D5 O14974 P07355 A6NMY6 Q92747 Q155Q3 O75781 P60903 Q9HC78 Q9P1U1 Q96C19 Q32MZ4 P78524 Q96FS4"
56,37,0.3014,200.7,1198,0.1363,0.999984,"Q9UPN4 O95684 Q49A88 Q66GS9 O95835 Q15468 Q9P2M7 O95613 Q9NQC7 O43303 Q5VT06 Q8IW35 Q9UPS8 Q9Y4F5 O94986 Q9UPQ9 Q9P209 Q15154 Q9C099 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q8N4C6 Q9Y4E1 Q1MSJ5 Q9Y2D8 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q0VF96"
57,4,0.3585,2.151,32.75,0.05014,0.992931,"Q9BWV1 Q96BP3 P25098 Q15067"
58,5,0.3170,3.170,96.54,0.02889,0.200983,"Q5JX71 Q9NRC9 Q9H3T2 Q7Z7B8 Q96I45"
59,10,0.3048,13.72,170.0,0.06735,0.996358,"Q96F15 Q01453 P21854 P54849 Q9HBV2 Q96CE8 Q9BZL3 Q8N112 Q9UBT3 Q9GZW8"
60,4,0.3474,2.084,28.46,0.05408,0.992931,"Q5VTU8 P56381 Q99835 Q05D32"
61,4,0.3239,1.943,37.03,0.04137,0.992931,"Q8IVL6 P48023 P04196 P02746"
62,16,0.3010,36.12,486.3,0.06516,0.999993,"A5D8V6 O14964 O00167 Q14847 Q8N6F8 A1KXE4 A1E959 O60806 Q8IWL8 Q92734 Q7Z5V6 Q9ULX6 Q6IA69 Q9UBV8 Q71SY5 P33240"
63,5,0.3496,3.496,44.01,0.06080,0.265435,"P22003 P68871 Q9NP56 Q01954 Q9HBW0"
64,36,0.2886,181.8,656.7,0.1997,0.994452,"P62306 Q15427 Q15428 Q15696 Q15393 O75643 P62318 P62316 P62304 P62314 P14678 O43719 O75940 P62308 Q9UDW3 P09012 Q16560 P08579 P63162 P09661 O43660 Q15459 Q12874 Q8TEQ6 Q7RTV0 Q9H875 Q13435 O14579 O75533 Q6IEG0 Q9BWJ5 Q9Y3B4 Q96F63 Q96LT9 Q8IYT2 Q8N8D1"
65,5,0.3015,3.015,136.9,0.02011,0.969949,"P21127 B2RXH8 O60870 Q9H6T0 Q9UGR2"
66,7,0.3128,6.570,162.6,0.03586,0.979543,"Q9Y4C2 Q13490 Q12933 Q86SG7 O75173 Q5VW38 Q3SXY7"
67,4,0.3345,2.007,122.6,0.01514,0.984809,"P02792 Q9UJK0 Q9BTV7 P51956"
68,6,0.3110,4.665,195.3,0.02201,0.998474,"Q63ZY3 Q9UGI0 O15481 Q8IVW4 P49842 Q99459"
69,6,0.3007,4.511,173.9,0.02369,0.935897,"Q86VW0 Q9Y6H6 Q9UJ41 Q6NSJ2 O43187 Q9NYF0"
70,7,0.3004,6.308,183.0,0.03103,0.999299,"A2A3N6 Q8NDL9 Q9UQ07 Q2PPJ7 Q9NXC2 O95248 O15534"
71,5,0.3229,3.229,33.82,0.06862,0.989214,"Q5VVC0 Q6UWP8 Q9NP90 O00322 Q2M3X9"
72,4,0.3626,2.176,18.40,0.07615,0.984809,"O95990 Q8WVL7 Q9UIM3 Q15388"
73,7,0.3499,7.349,87.54,0.06749,0.998353,"O60828 Q9Y5B6 Q15029 Q96IZ7 Q96DB2 Q96DI7 Q9Y6A4"
74,5,0.3086,3.086,102.0,0.02682,0.582734,"Q13257 Q9ULL5 Q9BZE2 O60890 Q8IYB7"
75,5,0.3131,3.131,158.2,0.01828,0.952654,"P27824 P11216 Q8WXQ8 O95803 P52849"
76,9,0.3148,11.33,263.7,0.03867,0.999853,"P09651 Q8N684 Q9H7E2 O43809 Q92945 O94913 Q96I24 Q16630 O14530"
77,17,0.3062,41.65,371.3,0.09320,0.999987,"Q10567 Q15811 Q96D71 Q59EK9 Q8N5S1 Q96CW1 O95782 P42566 P98082 Q9NSY1 O94973 Q9UBC2 Q9NZM3 P53680 Q0JRZ9 Q9NVZ3 Q9BQI5"
78,39,0.3549,262.9,719.9,0.2479,0.947269,"Q9Y2R5 P82914 Q66K89 Q13595 P17021 P82932 Q9Y399 Q9H7H0 Q9P031 Q8IVS2 Q9Y676 Q9Y3D9 P52736 Q9Y2R9 P82673 Q96EL2 Q8IYB8 P82933 Q9Y3D5 P82930 P82675 Q9Y291 P51398 P82912 O60783 Q92552 P82664 P82663 Q96EY7 Q9BYN8 Q92665 P82650 Q8NC60 Q9Y2Q9 P82921 Q9NWT8 Q6PF06 Q9Y3D3 Q5F1R6"
79,36,0.2861,180.2,784.2,0.1739,0.573710,"P50991 Q13117 Q9HCS5 P32119 P78371 P50990 Q99832 Q92526 P40227 P17987 P48643 P49368 O14530 Q04725 Q5T6F0 P57775 O00628 Q92466 Q8TDG2 Q8N3Y1 Q5VU57 Q9BQA1 Q9Y5Z7 Q9H2J4 Q86TI4 O43684 Q9BQ87 Q9Y3L5 Q8N0Y7 Q9NYR8 Q8IYD2 Q5XUX1 Q8IXV7 Q9NQW1 Q9GZS0 A6NCF5"
80,6,0.3113,4.670,190.3,0.02257,0.998474,"O15047 Q9GZT9 P19387 Q13557 Q9UPN6 Q06330"
81,8,0.3012,8.434,132.4,0.05377,0.994959,"Q9HB07 O43759 O60664 Q6Q788 Q86X24 Q6ZPD8 Q8TB40 Q9ULP0"
82,5,0.3275,3.275,37.12,0.06499,0.969949,"Q96SI1 Q719H9 Q9Y597 Q17RG1 Q008S8"
83,13,0.3105,24.22,374.0,0.05709,0.999961,"Q8WUE5 P14136 P41219 Q16352 P48681 P17661 O15061 Q9C026 P08670 Q0D2I5 Q9H7C4 Q9NQH7 Q5TF58"
84,15,0.3016,31.67,138.4,0.1583,0.994300,"Q9H1M4 Q9NZ32 Q6ZU15 Q15349 O95715 Q96MC5 Q3KP66 Q5TBK1 P20851 Q9BTE1 Q9UJW0 O00399 P42025 Q9UHF5 Q9GZP0"
85,4,0.3248,1.949,20.05,0.06495,0.943824,"A6H8Y1 Q5PRF9 Q96B86 H3BU77"
86,5,0.3153,3.153,124.7,0.02288,0.928164,"Q13501 O15056 O75113 Q5TC82 Q9C0B9"
87,6,0.3224,4.836,164.1,0.02672,0.997463,"Q9BXJ8 Q9UBK5 Q06136 Q9C0H2 Q86VV8 Q6SZW1"
88,22,0.3039,70.21,225.1,0.2069,0.886638,"P51668 P61086 Q86XT4 Q96BH1 Q99496 Q96GF1 O15344 Q96D59 Q99942 Q9BZY9 P62837 Q969T4 Q9Y2X8 Q96LR5 Q9BVG3 P61077 Q96EP1 Q9HAC8 Q8N5U6 Q9BV68 Q9Y4L5 Q96FW1"
89,14,0.3058,27.82,301.4,0.07789,0.994615,"Q96MU7 P79522 P09012 Q96PU8 P98179 P61978 P38159 Q15415 P07101 Q9Y5E9 O75525 P0DJD3 Q8NFZ0 A6NEQ0"
90,10,0.3064,13.79,221.5,0.05401,0.991371,"Q07157 O60292 Q9P2F8 O43166 P35222 Q9C0H9 O60299 Q9P266 Q0VF96 O00512"
91,4,0.3067,1.840,41.82,0.03562,0.150261,"P11912 Q7Z3Q1 P08100 Q5VWC8"
92,4,0.3061,1.837,25.39,0.05214,0.992931,"Q99685 Q8N2U9 Q5T0L3 Q2T9K0"
93,12,0.3773,24.90,131.9,0.1377,0.986885,"Q9UHB7 O60563 P50750 P55199 Q03111 Q9H6A0 O00472 Q9HB65 Q96CJ1 P51825 O60583 P51826"
94,16,0.3023,36.28,309.0,0.09616,0.999995,"Q8NC42 Q96JM4 P37173 Q9BT67 P21802 Q9UNE0 Q99650 Q8TCQ1 P15260 P23458 A8MVW5 P11362 O14763 P17181 Q13332 P27037"
95,18,0.3133,47.93,272.0,0.1347,0.999339,"P06028 Q9ULX7 P35070 Q14232 P49770 P21579 P25325 Q92915 Q15762 Q13144 Q92478 Q99571 P32249 Q9HC56 Q9NR50 Q9UI10 Q96NY8 Q9H1Y3"
96,4,0.3266,1.960,68.58,0.02496,0.984809,"Q96EQ0 Q8N114 Q04118 Q9NSA1"
97,6,0.3252,4.878,53.50,0.06932,0.984681,"Q9BRQ6 Q9UPV9 Q8WW12 Q96LW7 Q6UXV4 Q5H9S7"
98,5,0.3149,3.149,146.5,0.01972,0.996692,"Q15185 Q92698 Q96AD5 P07900 P53041"
99,68,0.2885,657.2,2717,0.1872,0.994381,"Q10567 P46940 P62140 P63010 Q9ULV4 Q13492 O43795 P09496 Q00610 Q86V48 O14976 Q9NYZ3 Q9Y4I1 Q9NQW6 P49757 Q76I76 Q15811 Q9H4A3 O15027 Q2M2I8 Q96D71 Q59EK9 Q8N5S1 P61160 Q96CW1 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 Q9UM54 P59998 Q8WXE9 O15144 O95782 P09497 P42566 P53675 P98082 Q6P4F7 Q8N3V7 Q8N556 Q9BPX5 Q9NQX4 Q9NSY1 P35580 P27482 O75369 O94973 Q14677 Q9UBC2 P53992 Q9NZM3 Q96FJ0 Q12965 P53680 O00443 Q9Y2D5 Q0JRZ9 Q9NVZ3 Q9BQI5 Q8TEH3 O14974 Q96QS3"
100,6,0.3067,4.601,159.5,0.02613,0.998474,"P02549 Q15742 Q9H0I2 O43463 Q5T686 Q9BY27"
101,6,0.3325,4.988,139.4,0.03189,0.998474,"P28715 Q9BRK4 P19447 P51948 P32780 P51813"
102,7,0.3183,6.685,161.8,0.03663,0.963181,"P49366 P63241 A6H8Y1 Q8NHV4 Q9GZV4 O75473 Q53QZ3"
