Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
52,21,0.3009,63.19,412.3,0.1221,1.00000,"Q8NC42 Q96JM4 P37173 Q9BT67 P21802 Q9UNE0 Q8TCQ1 P15260 P23458 A8MVW5 P11362 Q9NPF0 Q96G30 O14763 Q969Z4 P55082 P17181 Q13332 Q9HC73 P27037 Q04771"
53,4,0.3711,2.226,47.66,0.03847,0.992931,"P60412 Q5HYJ3 Q8NHX4 Q13875"
54,4,0.3297,1.978,34.57,0.04440,0.992931,"Q9C0I3 Q9NXR1 Q7LC44 Q8WYP3"
55,11,0.3003,16.52,322.0,0.04582,0.994780,"Q13643 O75031 A8MYP8 Q9NVL8 Q9BQ89 P62328 Q9NQ75 Q8IYX7 A2VCK2 Q6MZQ0 Q5BN46"
56,9,0.3050,10.98,137.8,0.06583,0.989158,"Q9Y5Q8 Q12789 Q9UKN8 Q9Y5Q9 Q8WUA4 Q96A23 Q02577 O95741 Q8IZX4"
57,5,0.3353,3.353,211.5,0.01491,0.996692,"O95816 P18858 Q14676 P09884 Q14686"
58,9,0.3087,11.11,145.0,0.06382,0.997641,"Q96D05 O14894 P40197 Q9NQC3 Q8N8J7 O75915 O75298 Q8N434 P13598"
59,4,0.3349,2.010,48.06,0.03461,0.984809,"Q9H8X9 Q12770 P52429 Q9NYG2"
60,67,0.3001,663.4,4081,0.1360,0.998931,"Q13586 P50402 Q96GC9 Q9Y6I9 Q96RD7 Q9H2F3 O00124 Q8N5G2 Q9P2W7 Q9H8H3 P42166 Q9H6L5 O95210 Q99442 Q9BUN8 O14681 Q8NBQ5 P04844 Q9NR77 Q96AG4 O75410 Q14739 Q8TEV9 Q5JRA6 Q96S66 Q15042 Q13370 P49257 Q27J81 Q96RQ1 Q969X5 P51572 P11712 Q00765 P04843 P43307 O14983 O00264 Q7L5N7 Q07065 Q5HYI8 Q9UBM7 Q96CS3 Q96A33 P08240 Q9H3P7 Q86UL3 Q8WXF7 Q9BSJ8 Q8NFQ8 Q53EU6 Q9UGP8 Q9H2M9 Q9HCU5 Q92543 Q5VV42 Q9HAD4 Q8IWB9 Q96HY6 Q96SK2 Q8WUX9 Q9Y679 Q9NXE4 P00167 P84157 Q96JJ7 Q96EX1"
61,5,0.3328,3.328,158.1,0.01942,0.993907,"Q9UK22 O95502 P47972 P48357 P32004"
62,8,0.3020,8.457,205.8,0.03672,0.999679,"Q13422 P59942 Q96CA5 P61968 P56545 Q16719 Q13485 A6NFD8"
63,13,0.3056,23.84,119.3,0.1409,0.963663,"Q9BXJ1 Q02809 Q8IYK4 Q8NBJ5 O60568 P02462 P07355 A6NMY6 P60903 O00469 P08572 Q96P44 Q96K30"
64,4,0.3066,1.840,32.66,0.04329,0.992931,"Q4VC44 Q00613 Q9UP38 Q8IV03"
65,5,0.3031,3.031,161.7,0.01734,0.993907,"Q14990 Q99750 Q9NQ87 Q6VB84 Q6PF04"
66,17,0.2923,39.75,196.2,0.1473,0.966038,"P11137 Q12802 P13861 Q9P0M2 O43687 Q76N32 P31323 P22694 P10644 Q8N6U8 P17612 P24588 Q86UN6 Q15506 P22612 Q96C74 Q9Y2B9"
67,5,0.3030,3.030,170.5,0.01651,0.993907,"Q5BVD1 O76024 O75911 Q9HBH5 Q9C0B6"
68,5,0.3329,3.329,20.69,0.09786,0.952654,"Q09470 Q16322 P17658 Q96L58 P22001"
69,4,0.3300,1.980,34.77,0.04424,0.557383,"Q99757 P24844 O95571 Q5I0X7"
70,5,0.3024,3.024,146.2,0.01900,0.981643,"Q9UPU9 Q5PRF9 P31946 Q6ZV73 P35568"
71,8,0.3367,9.428,88.36,0.08286,0.988026,"Q9UL25 P61026 P31150 P50395 Q6IQ22 P61006 Q92930 P51153"
72,4,0.3650,2.190,33.18,0.05049,0.992931,"Q8N6F8 Q9NQ94 Q6PKX4 P26998"
73,13,0.3125,24.38,337.1,0.06292,0.999864,"Q96KQ7 Q9H5I1 Q96JM2 O95785 Q9H9B1 Q9H582 Q8IX18 Q9UEU5 O43586 Q8N344 P49788 Q9Y468 Q9Y6F7"
74,13,0.3093,24.13,135.8,0.1298,0.997959,"P11177 P42229 P09622 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 Q8N3R3"
75,51,0.2430,309.8,1365,0.1744,0.993363,"Q9UPN4 O95684 Q49A88 Q66GS9 Q15468 Q86SQ7 O95613 O43303 Q8TDM6 O14777 O60308 Q5VT06 Q9HC77 Q8IW35 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q8WXW3 Q86T90 Q9P209 Q15154 Q9C099 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q9BUW7 Q6ZU80 Q4AC94 Q9ULE4 Q68CZ1 Q9Y4F4"
76,8,0.3092,8.656,214.4,0.03622,0.996297,"Q9NUH8 O95070 Q92982 Q9NPL8 Q8N966 Q8TED1 Q5SWH9 O75920"
77,10,0.3062,13.78,294.4,0.04198,0.999496,"Q9NYW8 Q14767 Q04721 Q14592 O75467 O75290 Q6AW86 A6NFI3 Q6NUN9 O00253"
78,6,0.3170,4.755,219.6,0.02011,0.712413,"Q14192 O75398 Q96BF6 Q9H2X6 Q9UJ55 O94916"
79,10,0.3011,13.55,325.9,0.03770,0.998586,"P50552 Q7Z5L2 Q9Y6A5 Q9UI08 Q8N8S7 Q9H1P6 Q8WUP2 Q8IZP0 Q9P206 P45985"
80,6,0.3053,4.579,146.0,0.02816,0.967224,"P20700 Q96S55 P31271 Q8IWS0 P27694 P35244"
81,9,0.3052,10.99,280.4,0.03551,0.999853,"O00560 Q02535 P61968 A1E959 Q14919 O15049 O43679 Q719H9 P15884"
82,45,0.2904,287.5,996.8,0.2092,0.999755,"Q9BW85 P41223 P62306 Q9Y5U2 Q15428 O60508 O94906 Q15393 Q6P2Q9 O75643 P62318 P62316 P62304 P62314 Q9HCS7 Q9BZJ0 O60306 Q9BRX9 Q13573 Q8WUD4 Q9UNP9 Q9ULR0 O95926 O43290 Q9BRR8 Q96AT1 Q96NB3 P62308 O43172 Q56P03 Q9Y312 Q15029 P08579 P63162 P09661 O43660 Q9UMS4 Q15459 Q12874 Q9NW64 Q96DI7 Q99459 Q9H5Z1 O95400 Q9BQ65"
83,8,0.3119,8.733,235.5,0.03356,0.752582,"Q9UHD9 Q9UMX0 A6ZKI3 P07498 P22466 Q9BYH1 P05814 Q16538"
84,6,0.3148,4.722,204.1,0.02138,0.989880,"P53999 A3KN83 O00159 Q01130 P10155 P52943"
85,15,0.3043,31.95,487.8,0.05811,0.999971,"P0DP23 P0DP25 P0DP24 Q96FZ2 Q9NVV4 Q8IWC1 Q7LBC6 Q96DF8 Q96AY2 Q7Z628 P27482 P29590 Q9NQE9 Q96NY9 Q7Z624"
86,15,0.3070,32.24,457.9,0.06198,0.999986,"Q14203 Q15691 Q9C0I3 O00139 Q3KQU3 Q9NQ86 Q08AD1 Q9ULD2 O75330 Q96T17 Q9Y4F5 Q7Z460 Q5T5Y3 Q8IWC1 P30622"
87,5,0.3621,3.621,146.4,0.02263,0.989214,"Q04206 P0DMV9 Q8NFD2 P34931 Q17RM4"
88,4,0.4278,2.567,21.81,0.07929,0.992931,"Q9H2S6 P20138 Q9UM44 P12314"
89,10,0.3045,13.70,210.7,0.05606,0.999933,"P07306 Q9NVV5 P01350 Q9NWW5 P07204 Q9BQA9 P43628 Q96PS8 Q13113 P02652"
90,4,0.3209,1.925,130.0,0.01376,0.984809,"Q9UJX6 Q9BVV6 P78312 P09936"
91,5,0.3613,3.613,145.3,0.02274,0.989214,"Q04206 P0DMV8 Q8NFD2 P34931 Q17RM4"
92,120,0.1796,1283,1838,0.3816,4.99686e-06,"Q7Z3S9 O14817 P28799 Q9H2X0 Q92824 Q9UKJ5 Q9NUL5 O60336 Q8WWZ8 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9BYR3 Q5T752 B2RUY7 Q14995 Q5T753 Q5TA79 P59990 Q9BYQ0 P60410 Q6L8H2 Q9BYR2 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 A0A087WUL8 Q5T7P2 Q5TA78 Q2TAL6 Q5T7P3 P60331 Q9BYP8 Q07627 Q9BYS1 Q6L8G8 Q6UY14 O76081 P49795 Q8IUC1 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 P60371 O43184 O14633 P49901 Q5T751 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 P60014 Q5T754 Q92504 Q02930 Q9UGL9 P32242 Q12837 Q9Y223 Q9BYE3 Q5TA76 Q5T5B0 O76003 Q9NWN3 Q5T871 Q6L8H4 Q5T5A8 Q5HYJ3 O95886 Q86YT5 Q96LJ7 Q8IXW0 Q8WUK0 Q969G9 Q8NHX4 Q05952 Q6P5X5 Q8IYI8 Q92608 Q8WV24 P14222 P07510 Q86XF7 P82987 Q8N8L2 Q8N393 Q96N58 Q6UXX9 Q8TC90 Q8IUH8 P08686 Q13875 P52797 Q86UN2 Q499Z4 Q04900 P52824 Q6IB77 P21918 Q6N022"
93,14,0.3020,27.48,120.6,0.1561,0.938128,"Q9BXJ1 P08253 Q02809 Q8IYK4 Q8NBJ5 O60568 P02458 P02462 P07355 A6NMY6 O00469 P08572 Q96P44 Q96K30"
94,11,0.3002,16.51,370.4,0.04038,0.999804,"O14964 Q7Z3K3 O75886 Q15038 A1E959 Q96CS7 Q99732 Q96DC9 Q8N6M9 Q71SY5 Q8NDH6"
95,5,0.3524,3.524,42.55,0.06284,0.582734,"P68871 Q5VWW1 Q9NP56 Q01954 P14920"
96,5,0.3234,3.234,173.9,0.01728,0.928164,"Q15942 Q9NZ09 Q9BVV6 Q2M1Z3 O75113"
97,4,0.7210,4.326,60.40,0.05948,0.992931,"Q16629 P62995 P49759 Q13242"
98,5,0.3241,3.241,139.2,0.02126,0.894962,"B2RXH8 Q5TAX3 O60870 Q9H6T0 Q9UGR2"
99,61,0.2764,505.8,2509,0.1612,0.999831,"Q10567 P46940 P62140 P63010 Q9ULV4 Q13492 P55735 P09496 Q00610 O14976 Q9NYZ3 Q9Y4I1 Q9NQW6 P49757 Q76I76 Q15811 O15027 Q2M2I8 Q96D71 Q59EK9 Q8N5S1 Q96CW1 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 Q9UM54 P59998 Q8WXE9 O95782 P09497 P42566 P53675 P98082 Q8N3V7 Q8N556 Q9BPX5 Q9NQX4 Q9NSY1 P35580 P27482 O75369 O94973 Q14677 Q9UBC2 P53992 Q96FJ0 P53680 O00443 Q9H2Y7 Q0JRZ9 Q9NVZ3 Q9BQI5 Q8TEH3 O95630 Q96QS3"
100,7,0.3126,6.565,301.1,0.02041,0.999299,"Q12933 Q9BVG8 Q96IZ5 Q3B820 P55201 Q9UIF8 Q9Y3E1"
101,4,0.3088,1.853,104.3,0.01623,0.984809,"P02792 P62380 Q9BQI6 P51956"
102,7,0.3243,6.809,230.3,0.02712,0.989275,"P19438 Q86VW0 Q9Y6H6 Q9UJ41 Q99741 Q8TED0 Q9NYF0"
103,6,0.3035,4.553,168.8,0.02456,0.998474,"O95071 A2A3N6 Q5JTW2 Q96CM3 A8K8P3 Q9BXR5"
104,10,0.3128,14.08,118.0,0.09255,0.992990,"P35270 P14174 Q9Y3C8 Q14061 P22061 P61960 P40121 P50238 A8MPS7 P06127"
105,6,0.3120,4.680,146.7,0.02865,0.998474,"A6NEM1 P62328 O95990 Q8TAS1 Q8N143 Q9BU61"
106,5,0.3052,3.052,154.0,0.01827,0.996692,"Q9Y294 Q15652 Q14686 Q14814 Q8N5Y2"
107,5,0.3037,3.037,105.8,0.02556,0.582734,"Q13257 Q9ULL5 Q9BZE2 O60890 Q8TBZ6"
108,191,0.2617,4749,6552,0.4065,0.00000,"O43159 Q659C4 Q9BRU9 P61313 P60866 P27635 P18077 Q6NSZ9 Q9ULW3 Q9NZM5 P46781 P42696 P61513 Q9Y3U8 P62277 Q96MF4 Q9NR30 O75607 Q07020 P40429 Q02539 P50914 Q9UL40 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 P62424 P10075 P62917 P42766 Q13247 Q9HCE1 P62913 O15213 Q9NX58 P62241 Q9NQV6 Q1ED39 O15042 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q13823 Q14692 Q15050 O76021 Q5SSJ5 Q8N9T8 Q49A26 Q99676 O60765 P46087 O96028 P49711 Q8TDN6 Q00839 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 P0C0S8 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 P62906 Q9UNX3 P0C5Z0 P08708 P46776 P46778 Q02543 Q15397 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9BSC4 Q9NVP1 Q9BZE4 O95625 Q9GZR7 Q8WTT2 Q8IY37 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q3KP31 Q8IY81 Q14152 Q86V59 Q99575 Q13435 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q969Q0 P62851 O75533 P61254 P62081 P46782 P05387 O95793 P30050 P22492 Q9H116 P17026 P10412 P62750 Q13243 Q9NUL3 Q9NUD5 Q6PKG0 P78563 P16403 Q9BRT6 Q8TBF4 O95478 Q8N5P1 P05386 Q6PK04 P46783 Q9H6F5 O75683 P62841 Q13601 P62910 P57071 Q9H7B2 Q00577 Q9NQ55 Q96G21 Q9BXY0 Q96CB9 P18124 P08865 Q14512 Q15646 P62280 P16989 Q7L3S4 Q9BQ75 P61353 Q9UHF5 Q6DKI1 Q96GM8 P63173 P25398 P83731 Q8IZA3 Q2Q1W2 P62633 Q9H9Y2 Q9NY61 P62269 Q9H4Z2"
