Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
22,140,0.1747,1700,2295,0.3977,2.95345e-07,"Q7Z3S9 O14817 Q9NQS3 P28799 Q9HB63 Q9H2X0 Q92824 Q9UKJ5 Q9Y3S2 O95980 Q9NUL5 O60336 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9BYR3 Q5T752 B2RUY7 Q14995 Q52LG2 Q5T753 Q5TA79 P59990 Q9BYQ0 P60410 Q6L8H2 Q9BYR2 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 P59991 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 A0A087WUL8 Q5T7P2 Q5TA78 Q2TAL6 Q5T7P3 P60331 Q9BYP8 Q07627 Q9BYS1 Q6L8G8 Q6UY14 O76081 P49795 Q8IUC1 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 O43184 O14633 P49901 Q5T751 Q9BYR6 Q3SY46 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 P60014 Q5T754 Q92504 Q9NRQ2 Q02930 Q9UGL9 Q9BYR8 P25490 P32242 Q12837 Q969U6 Q9Y223 Q9BYE3 Q5TA76 Q5T5B0 O76003 Q9NWN3 Q5T871 Q5T5A8 Q5HYJ3 O95886 Q86YT5 Q96LJ7 Q8IXW0 Q8WUK0 Q9Y2K5 Q3LHN2 Q969G9 Q8NHX4 Q6P5X5 Q8IYI8 A8MV65 Q2WGJ6 P09211 Q0VDD7 P16144 Q92608 Q8WV24 Q8WTX9 Q9UBP5 Q7RTU3 A0JP26 O60269 P15976 Q8WTU2 Q86XF7 Q15040 Q9NQX5 Q8IY34 P06850 Q99895 Q8NDP4 O95992 Q6UXX9 P60372 Q8TC90 P18075 Q9BXU8 P22301 Q15077 P08686 Q9UBD3 P49771"
23,82,0.3009,999.2,7110,0.1208,0.964118,"O95159 Q5VT25 O15400 P62330 Q96A22 Q03135 P78310 O75955 P17302 Q8N144 P11279 P13473 Q9UQV4 Q6IAA8 P06239 P07948 P29966 Q16625 Q96RD7 P62491 P61019 Q15286 P51151 P62745 O43752 O00559 Q9H2H9 Q9UJF2 O95661 P15311 Q8TAA9 Q9ULK5 Q8TEW0 O96013 Q7KZI7 P27448 Q03001 Q9Y6R0 O95819 O14654 Q96AC1 Q4KMP7 P49757 Q14126 Q9H792 O60716 Q9P2D6 Q00536 Q86W92 Q9NYI0 Q8IXS6 P49257 Q9HCM4 Q9NNW5 P80723 Q13480 Q12846 Q86YQ8 Q9Y2G0 Q14156 Q9H3P7 Q9UEY8 P55011 Q9Y6M7 Q9H2J7 Q02487 Q12923 Q12955 P08195 Q01650 Q8WUY9 Q9NZ56 P49006 Q12959 Q15334 Q96TA1 P43121 Q9C0B5 Q9HB21 Q6P995 Q4KWH8 Q6ZVF9"
24,11,0.3020,16.61,607.5,0.02570,0.999969,"O00267 P09874 O43719 Q8N7H5 O95391 Q92541 P09884 P26358 O75717 Q4VC44 Q8WVC0"
25,12,0.2880,19.01,105.6,0.1279,0.903035,"P25208 Q9NPF4 Q14657 Q9BUN5 O75817 Q96S44 Q8NFH3 P56211 A2RU49 Q9BXV9 Q9Y3C4 Q32M45"
26,4,0.3566,2.140,60.99,0.03008,0.969699,"Q96S42 Q9H7E2 Q7KZF4 Q8NBS9"
27,12,0.3010,19.87,422.6,0.04259,0.999704,"Q9NPA0 Q8N4V1 Q15006 Q9Y5Y2 P04843 O43402 Q5J8M3 Q8N766 Q8N104 Q9P0I2 Q5UCC4 O43868"
28,9,0.3421,12.32,79.65,0.1120,0.996903,"P29803 P11177 P14174 P42229 Q15119 Q15120 O00330 P10515 Q9BS92"
29,33,0.3023,159.6,410.1,0.2511,0.591281,"Q969G3 Q92785 Q9UHA2 Q8TAQ2 Q68CP9 O14497 Q6GQQ9 Q86U86 Q9NPI1 O94805 Q8WUZ0 Q12824 O00308 Q8NFD5 Q6STE5 Q92925 O75177 Q92922 P51532 Q9NZM4 P51531 Q92784 Q9H8M2 Q4VC05 Q9BQE9 Q01201 Q92782 O96019 Q15532 Q9BXU2 Q8TE49 P0CG39 Q15620"
30,40,0.2719,212.1,828.1,0.1893,0.999843,"P62826 Q8NFH5 P63279 P55735 P18754 P61769 Q9BW19 P49790 Q14974 P49792 P57740 Q15398 Q5SRE5 Q69YH5 P0DJD0 P52948 P78406 P12270 Q9NRG9 Q9BTX1 Q9BVL2 Q9H4D0 O75694 Q99567 Q92621 Q9BW27 Q8N1F7 Q12769 Q8WUM0 Q96SK2 A8CG34 O14715 E9PJ23 Q8NFH3 P35658 P46060 Q8TEM1 Q96EE3 Q8NFH4 Q9UNZ5"
31,11,0.3073,16.90,111.3,0.1125,0.837682,"Q9NPJ4 P46109 Q9NPI6 Q96F86 Q8IU60 P11309 Q12796 Q6P2E9 Q8TAP8 Q8IZD4 Q8IWA6"
32,8,0.3034,8.494,357.2,0.02225,0.999530,"Q9NRD5 O00463 Q9HBH7 Q9BT49 Q8IZU1 Q96JP5 Q8NDH6 Q709F0"
33,5,0.3038,3.038,93.17,0.02861,0.996692,"P29558 P10412 Q9H9L3 Q86TU7 Q8N9X5"
34,9,0.3107,11.19,579.0,0.01839,0.999853,"Q9Y6I9 Q9P2W7 P98172 Q8N4C8 Q7Z3U7 O60763 Q8N441 Q9Y4F1 P34741"
35,9,0.3114,11.21,64.93,0.1191,0.993291,"Q96KJ9 P15954 Q9UHF3 P14927 P12074 P09669 Q9H0R4 O14548 P00414"
36,11,0.3054,16.80,80.86,0.1404,0.998436,"O43747 P56377 O75843 Q96N06 Q96PC3 Q9Y6Q5 Q6ULP2 Q9P2D3 Q9UMZ2 Q63HQ0 Q6S5H5"
37,11,0.3036,16.70,333.0,0.04492,0.999750,"Q14153 Q92934 P27348 P63104 P31947 P62258 Q7Z460 P00558 Q7Z309 Q6ICG6 Q8NCJ5"
38,5,0.3219,3.219,66.23,0.04051,0.969949,"O95967 Q96JK4 P10745 Q96E40 P07358"
39,5,0.3002,3.002,85.68,0.03042,0.996692,"Q9P2M7 Q6WCQ1 Q9BY11 Q9NXD2 Q86TU7"
40,242,0.2444,7128,7785,0.4629,0.00000,"P62829 O43159 Q9BRU9 P61313 Q68D10 O15479 Q9GZL7 P60866 P27635 P18077 Q8WYQ5 Q6NSZ9 Q9ULW3 Q9NZM5 O00541 P46781 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q07020 P40429 Q02539 P50914 Q9UL40 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 P62424 O43818 P62917 P42766 Q13247 P78362 P11940 Q9UFB7 Q8TDD1 P62913 Q9HAN9 O15213 O00567 Q9NX58 P62241 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q13206 Q12788 Q9UNX4 Q13823 Q14692 Q15050 O76021 Q9Y2X3 Q5SSJ5 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q8NI36 Q6PCB5 Q99676 O60765 P46087 O96028 Q9BVJ6 O15381 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 O60287 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q12906 Q9UHB9 P08708 P46776 P46778 Q02543 Q15397 Q92522 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9GZR7 Q8WTT2 Q9BQ67 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q96LZ2 Q3KP31 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q9BRJ6 Q7Z2T5 Q99575 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q15269 Q969Q0 P62851 Q15573 P61254 P62081 P46782 P05387 O95793 P30050 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 Q9NUL3 Q9NUD5 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 Q9Y3C1 Q8N5P1 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 Q9UHA3 Q9H6R4 Q9UII4 P57071 Q9H7B2 Q00577 Q8N8A6 Q9NQ55 Q96G21 Q9BXY0 Q9NVX2 P18124 P08865 Q5VYS8 Q14512 Q15646 Q5T280 P62280 Q7L3S4 P55075 P61353 P62891 Q6DKI1 Q92901 Q96GM8 O00566 P63173 P25398 P83731 Q8IZA3 P62633 Q99865 Q9H9Y2 P47914 Q9UKD2 Q9NY61 Q9UQ80 P62269 P62861 Q96L21 P62273 P23467 Q9H4Z2"
41,7,0.3003,6.307,202.8,0.02827,0.998917,"P25800 Q8IYX8 Q99996 O95391 O75717 P18847 Q8IV32"
42,6,0.3438,5.157,126.1,0.03600,0.977336,"Q9BUP3 Q9P0S3 O75208 Q08426 Q86X19 Q53FP2"
43,3,0.5256,1.577,17.44,0.06304,0.985452,"Q9UPZ6 Q71RG4 Q86WI0"
44,68,0.3001,683.7,4458,0.1295,0.999295,"Q13586 P50402 Q9Y6I9 Q8N144 Q96RD7 Q92545 Q9H2F3 Q9P2W7 Q9NYP7 Q9H8H3 P42166 O95210 Q99442 Q9BUN8 Q8NBQ5 Q9BZF1 P04844 Q9NR77 Q96AG4 P20700 Q9Y2U8 Q14739 Q9H089 Q16799 Q96JQ2 Q5JRA6 Q96S66 Q15042 P49257 Q92575 Q12846 Q969X5 P51572 Q00765 P04843 P43307 Q9NQC3 O14983 O00264 Q07065 Q8TCT9 P08240 Q9H3P7 Q86UL3 P16435 Q9Y2H6 Q8WXF7 P61011 Q9BSJ8 Q8NFQ8 Q53EU6 Q9UGP8 Q9H2M9 Q9HCU5 Q92543 Q5VV42 Q9HAD4 Q8IWB9 Q3KR37 Q96HY6 Q96SK2 Q86UE4 Q9Y679 O95197 O95573 Q9NXE4 P00167 P84157"
45,8,0.3063,8.577,444.8,0.01827,0.999320,"O15347 P02545 P20700 Q86XP3 Q96S55 Q9H1E3 P05556 Q6P6C2"
46,6,0.3317,4.975,88.02,0.04738,0.967224,"Q96C01 Q8WVD3 Q01433 Q5VTE6 Q99801 Q12887"
47,5,0.3045,3.045,88.97,0.02985,0.996692,"Q9H1M0 P25205 Q99567 O00472 Q6ZNJ1"
48,4,0.3564,2.138,19.27,0.07271,0.984809,"Q8N4N3 P05204 O00479 Q13442"
49,6,0.3536,5.305,108.2,0.04226,0.998474,"Q14498 Q9P1Y6 P28838 P22415 O00422 P18583"
50,12,0.3131,20.67,380.9,0.04856,0.999970,"Q07157 O95835 Q8NHQ8 Q5HYK7 O60292 Q9P2F8 Q99550 O43166 P35222 P78312 O60299 Q9P266"
51,4,0.3374,2.024,31.89,0.04829,0.992931,"Q9NQS7 Q96GD4 Q9BQ24 Q02388"
52,46,0.2620,271.2,710.0,0.2527,0.476648,"O95178 O95167 O96000 O75380 O95182 P17568 Q8N0U4 Q16795 O43678 Q9NX14 O95298 P19404 P56181 P08559 P51970 Q9P032 Q16718 O95169 Q9UI09 P21912 P28331 O00217 Q9Y6M9 O75489 O43920 O43674 O95168 O75306 P03905 O43181 O43676 O95139 O75251 P49821 Q9P0J0 P56556 P19526 P51589 O15239 O75438 P03886 P03915 Q9UPC5 Q8IUX1 P03891 P49189"
53,22,0.3010,69.53,323.4,0.1591,0.999991,"Q9HAH7 Q8IY57 Q86SE9 P61962 Q9BYE7 Q8N488 P78364 Q3KNV8 Q8WXX7 Q99496 Q06587 Q8IXK0 O75461 Q8IWI9 Q9BPX1 Q8N344 Q14186 P35227 O95931 Q8NDX5 P35226 Q9BSM1"
54,15,0.3017,31.68,227.0,0.1097,0.999547,"Q9BT25 Q96CS2 Q99871 Q7Z4H7 Q68CZ6 A1L190 O94927 Q9H6D7 Q8N5U6 Q9C075 Q9NVX0 Q6XPS3 Q7Z7A1 O96011 Q6ZN16"
55,9,0.3082,11.09,260.5,0.03831,0.994778,"Q13643 O75031 Q9NVL8 P62328 Q9C0I3 O15231 Q9NQ75 A2VCK2 Q6MZQ0"
56,27,0.3046,106.9,587.8,0.1428,0.999994,"O00180 P36542 P08574 Q9Y6C9 P06576 P18859 P48047 P21796 O75947 P00403 Q9UII2 P24539 Q9NZJ7 O75964 P30049 O96008 P45880 Q9Y277 P39656 P51571 P25705 P56385 O15258 P25106 O43181 Q8NC44 Q9NX36"
57,5,0.3069,3.069,26.51,0.07755,0.989214,"P25686 Q99742 Q8NHS0 Q9NVW2 O75190"
58,5,0.3089,3.089,156.8,0.01818,0.981643,"P11021 Q96P53 P07357 Q13519 P01019"
59,5,0.3109,3.109,42.70,0.05571,0.993907,"Q16206 Q8TC92 Q8N5L8 O75817 Q96BQ3"
60,6,0.3014,4.521,139.7,0.02894,0.989880,"Q15323 Q8IXW0 P15018 Q7Z7H3 Q86VD7 A6NJB7"
61,5,0.3080,3.080,20.51,0.09167,0.952654,"Q8WUJ1 O95502 P47972 Q8N1N0 Q96A99"
62,7,0.3203,6.726,43.27,0.1051,0.874923,"P02008 P09105 O00585 P02100 P23280 P02042 P69891"
63,6,0.3011,4.517,208.7,0.02006,0.995880,"Q14990 Q99750 O95817 Q9C0B0 Q13133 P48443"
64,10,0.3053,13.74,228.5,0.05241,0.947945,"P19397 Q8N661 Q9NPR9 Q5BJH2 Q6TCH4 Q6N075 Q02161 O14523 P15941 P56747"
65,11,0.3037,16.71,338.0,0.04435,0.998987,"Q9UPY8 Q01851 O00139 Q3KQU3 Q08AD1 O75330 O15021 Q96T17 Q5T5Y3 Q8IWC1 P30622"
66,23,0.2751,69.61,881.6,0.06980,0.978369,"Q9UPU9 Q14153 Q5PRF9 P61981 Q04917 Q92934 P31946 P27348 P63104 P31947 P62258 O15056 Q7Z460 Q7Z309 P15056 Q2TAL5 Q6P597 Q6ICG6 O60825 P19484 P30307 Q9H8N7 P35568"
67,9,0.3070,11.05,377.3,0.02720,0.999713,"Q14498 Q6NYC1 Q92620 Q8TF01 Q8IX18 Q8NEF9 Q8NHP1 P78332 Q9NUN7"
68,8,0.3410,9.548,57.49,0.1150,0.994959,"P48735 O43837 P50213 Q99798 P21695 P51553 Q9NR23 O75874"
69,9,0.3060,11.02,114.4,0.07684,0.999794,"P28715 P19447 O95067 P14635 Q8TDP1 P50613 P51946 P51948 P18074"
70,5,0.3016,3.016,33.54,0.06478,0.952654,"Q05086 Q8IXI1 P0CG48 Q6ZRR5 P60604"
71,7,0.3456,7.257,35.91,0.1269,0.979543,"Q6ZMS7 Q8TD17 Q9UDV6 Q6NUN9 Q9UDV7 Q75MW2 O15259"
72,33,0.3134,165.5,434.7,0.2484,0.0490258,"Q14192 Q9UKZ1 Q8N443 Q9C0C2 A5YKK6 P47756 P52907 Q9NZN8 O75175 O75398 Q9BXU3 A0PJW8 Q8IY67 P60321 O75293 Q9H9A5 Q96PS1 P09237 Q9UIV1 P50616 Q92600 Q96LI5 Q9ULM6 Q5W0B1 Q9UFF9 Q14201 A6NDY0 Q8WY41 O94993 Q9NQ31 Q9UJ55 O94916 Q14106"
73,6,0.3139,4.709,44.98,0.07633,0.984681,"Q9UI08 Q8N8S7 Q8WUP2 Q8N568 Q8N5W9 P35080"
74,5,0.3123,3.123,39.16,0.05972,0.996692,"P12277 P12532 Q96DX5 P06732 O75027"
75,8,0.3010,8.428,216.5,0.03498,0.999679,"O00560 P15923 Q02535 A1E959 Q14919 Q719H9 P15884 A6NI15"
76,54,0.3007,430.3,2093,0.1635,1.00000,"Q05519 Q9Y383 Q01081 Q8IYB3 Q96DU9 Q14498 O75400 Q15287 Q6ZUT1 Q9NQ29 Q9NYF8 P30414 Q8N2M8 Q08170 Q8TAD8 Q13247 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 O95218 Q86VM9 Q9Y3X0 Q9UKV3 Q53F19 P78362 Q9UKJ3 Q9H307 Q6NYC1 Q9ULR5 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 Q96MU7 Q2KHN1 Q13427 Q9UHX1 O00422 Q9UQ35 Q7Z6E9 O75152 Q9UBC1 Q9H4G0 P49756 Q8WXA9 Q9NWB6 Q13242"
77,5,0.3080,3.080,126.8,0.02201,0.928164,"Q9UHD9 A6ZKI3 P05814 O60936 Q99650"
78,4,0.3247,1.948,49.62,0.03271,0.992931,"Q9NVS9 Q01130 Q13242 Q99551"
79,5,0.3661,3.661,42.08,0.06568,0.952654,"P23497 P09429 P26583 Q8TF65 B2RPK0"
80,14,0.3075,27.98,488.8,0.05136,0.999892,"Q9UPY8 Q15691 Q9C0I3 O00139 Q3KQU3 Q9P270 Q08AD1 Q9ULD2 O75330 O15021 Q96T17 Q5T5Y3 Q8IWC1 P30622"
81,5,0.3334,3.334,82.05,0.03496,0.996692,"Q9UPU9 Q15025 Q7Z4W3 Q99954 Q9UM82"
82,6,0.3151,4.726,176.7,0.02444,0.998474,"P0DMV9 Q53RE8 P41236 Q9H2G2 Q9GZP4 O75112"
83,7,0.3066,6.438,87.17,0.05983,0.695557,"Q9H2S6 Q5JX71 Q9BSE2 Q86WK6 Q9NRC9 Q86WK9 Q7Z7B8"
84,7,0.3091,6.491,208.0,0.02841,0.998353,"Q6ZVT0 Q5JR59 Q13643 Q9NVL8 Q9ULD2 Q86VV4 Q70Z53"
85,17,0.3061,41.62,223.4,0.1392,0.966038,"O75821 O15372 P60842 O00303 O15371 Q5JSZ5 Q9Y262 Q7L2H7 P55010 P55884 Q99613 Q13347 Q49MI3 Q9NZM3 B5ME19 Q9UBQ5 P41567"
86,6,0.3160,4.739,177.2,0.02443,0.998474,"P0DMV8 Q53RE8 P41236 Q9H2G2 Q9GZP4 O75112"
87,5,0.3230,3.230,72.93,0.03748,0.996692,"O00167 Q9NZQ3 A1E959 P56470 Q71SY5"
88,3,0.5000,1.500,7.634,0.09912,0.668740,"Q9H2P9 Q569H4 P48506"
89,12,0.3003,19.82,252.7,0.06683,0.999977,"Q16629 P62995 P98179 P38159 Q15415 Q12926 Q8IVS2 Q9Y5E9 Q8IYB8 Q13242 P0DJD3 P10155"
90,6,0.3065,4.597,179.4,0.02345,0.967224,"B2RXH8 Q5TAX3 P29375 O60870 Q9H6T0 Q9UGR2"
91,23,0.4677,118.3,204.8,0.3205,0.0294225,"Q9UKZ1 Q8N443 Q9C0C2 A5YKK6 Q9NZN8 O75175 Q9BXU3 P60321 O75293 Q9H9A5 Q96PS1 P09237 Q9UIV1 P50616 Q92600 Q96LI5 Q9ULM6 Q5W0B1 Q9UFF9 Q14201 A6NDY0 Q8WY41 Q14106"
92,5,0.3294,3.294,122.9,0.02418,0.894962,"A2RUB6 Q15154 Q86VQ0 Q8NB25 Q9ULE4"
93,5,0.3461,3.461,172.2,0.01865,0.851865,"P02792 Q9P0J6 Q8IXI2 Q67FW5 P51956"
94,25,0.3014,90.43,1281,0.06362,1.00000,"Q8TAP4 Q9UJV3 Q9NX04 Q9NYB9 Q68D86 P25800 Q3SY00 Q9H257 Q63ZY3 Q9BYV2 Q9UKT9 O95678 Q9BVG8 A6NC98 P61968 P25791 Q16082 A8K0Z3 Q9UHP6 Q01546 Q9Y250 P19012 P08779 Q8WXK1 Q4VC12"
95,7,0.3146,6.607,49.98,0.09361,0.695360,"O15547 Q4VXA5 Q9UDY4 O75953 Q3MJ13 Q86W28 P51854"
96,4,0.3170,1.902,31.10,0.04639,0.992931,"Q86VI3 Q8NEB7 Q3MIP1 O75161"
97,6,0.3218,4.827,167.1,0.02624,0.998474,"A6NEM1 P62328 O95990 Q8TAS1 Q9NPB3 Q9BU61"
98,4,0.3434,2.060,21.19,0.06592,0.992931,"Q58A45 Q504Q3 Q9H361 Q01415"
99,4,0.3353,2.012,66.46,0.02631,0.442275,"Q13257 Q9ULL5 Q9BZE2 O60890"
100,8,0.3023,8.464,164.1,0.04488,0.996297,"Q9BQS2 Q5T7M9 Q9UHP7 Q13724 P06126 O95672 Q9Y2C3 Q6UWL2"
101,5,0.3650,3.650,74.05,0.04163,0.969949,"O00425 Q9Y6M1 Q96I51 Q9NZI8 O75414"
102,8,0.3043,8.519,251.4,0.03087,0.997308,"Q9ULJ8 O95425 Q9UHB6 Q8WXH2 Q9NYK6 Q155Q3 Q9NXD2 Q8N7M0"
103,29,0.3017,122.5,717.5,0.1364,0.995900,"P50991 Q92636 Q13117 P32119 P78371 P62873 O00743 P50990 Q99832 Q92526 P40227 P17987 P48643 P49368 O14530 P57775 Q9GZS3 O00628 Q15120 P60510 P78318 Q8TDG2 A6NHL2 Q6PCD5 Q9H2J4 Q9UJT0 Q8IYD2 Q5XUX1 Q9NRH3"
104,6,0.3022,4.533,206.3,0.02035,0.998474,"P19387 P24928 A8MXV4 Q9UPN6 P41091 Q9H4Z3"
105,4,0.3297,1.978,57.75,0.02921,0.992931,"O43759 Q9BTX3 Q6ZMJ2 Q9ULP0"
106,6,0.3010,4.516,218.8,0.01919,0.997463,"P25815 P06703 Q96IK1 Q5JSJ4 P31260 Q149N8"
107,9,0.3030,10.91,284.8,0.03477,0.999794,"Q8IUC2 Q0VD86 Q9BTL3 Q01085 Q9NP55 Q96MA1 Q7L2R6 Q8TEW6 Q99743"
108,7,0.3051,6.408,189.3,0.03056,0.998353,"P41219 O76041 O75113 Q9BX66 P08670 Q53GG5 Q9BYV8"
109,10,0.3168,14.25,449.0,0.02950,0.999909,"Q14203 Q9UPY8 Q8ND56 Q96GY0 O00139 Q99661 Q3KQU3 P27816 Q5SW79 Q5F1R6"
110,7,0.3161,6.639,210.0,0.02878,0.999299,"P20839 P12268 Q13309 P49915 P17812 Q96BM1 P55769"
111,5,0.3030,3.030,136.2,0.02031,0.894962,"Q13501 O15056 P09936 Q53GG5 Q9C0B9"
112,18,0.3102,47.46,374.4,0.1036,0.999973,"P23246 Q15424 Q14151 O14979 P35637 P55795 P22626 P51991 Q6FIF0 Q92804 Q9UH17 Q07666 Q8IXT5 Q9BUJ2 O15523 Q15233 P31942 Q13151"
113,5,0.3359,3.359,31.87,0.07427,0.996692,"Q9BQ15 Q9NVM9 Q5JSJ4 Q75QN2 Q96N11"
114,4,0.3197,1.918,35.64,0.04211,0.969699,"O14796 Q86Y26 Q86Y33 Q9Y6W8"
115,38,0.3912,275.0,833.9,0.2321,0.987414,"Q9Y2R5 P82914 Q66K89 Q13595 P17021 P82932 Q9Y399 Q9H7H0 Q9P031 Q8IVS2 Q9Y676 Q9Y3D9 P52736 Q9Y2R9 P82673 Q96EL2 P82933 Q9Y3D5 P82930 P82675 Q9Y291 P51398 P82912 O60783 Q92552 P82664 P82663 Q96EY7 Q9BYN8 Q92665 P82650 Q8NC60 Q9Y2Q9 P82921 Q9NWT8 Q6PF06 Q9Y3D3 Q5F1R6"
116,11,0.3180,17.49,157.8,0.08864,0.999804,"Q9HAP6 Q8N3R9 Q8IY63 P46937 Q9NUP9 Q8NI35 O75970 Q8IX03 Q9NZW5 Q96DR7 Q2KJY2"
117,6,0.3217,4.825,147.6,0.02934,0.977336,"O75808 P0CG47 Q9Y5Q0 Q9BV68 P01275 Q07699"
118,4,0.3477,2.086,40.47,0.04127,0.992931,"Q96IV6 Q9Y225 Q6ZVE7 P07357"
119,7,0.3076,6.460,152.2,0.03742,0.997531,"Q9NV29 P61266 Q15125 P23763 Q96CP7 Q96BZ9 Q9NRX6"
120,4,0.3624,2.175,69.26,0.02738,0.984809,"Q6UXF1 Q96EQ0 Q99650 P01229"
121,4,0.3485,2.091,111.1,0.01726,0.903035,"Q15185 Q86XI8 Q96JG8 O75417"
