Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
16,40,0.2735,213.3,712.1,0.2122,0.868861,"O95983 Q9ULU4 Q96KM6 Q9UHF7 Q96N64 Q9H165 Q13547 Q92769 Q8WWY6 O94776 Q14839 Q9BTC8 Q13330 Q8TDI0 Q8WXI9 Q12873 Q86YP4 Q93045 O14519 Q8NHZ7 Q9C0K0 Q9NSC2 Q16576 Q96QT6 Q9P2Y4 Q09028 Q8IW50 Q86UZ6 Q9UJQ4 Q8WUU4 O75182 Q8WUU5 Q9P281 Q96K83 Q2M1K9 Q9UBB5 P29375 Q9BXA9 Q9HCE3 Q149N8"
17,5,0.3444,3.444,342.9,0.009666,0.264810,"Q86X24 P50222 Q15147 Q8NFP0 Q5SQS8"
18,9,0.3360,12.10,161.3,0.06320,0.999853,"P52798 Q9UID3 Q9NV70 Q96EV8 Q9P1Q0 Q9Y248 Q96JG6 Q53HC9 Q5VIR6"
19,6,0.3112,4.669,76.90,0.04989,0.984681,"P46100 Q8WWQ0 Q13415 Q16778 Q9UNQ2 Q5S007"
20,17,0.3024,41.13,169.4,0.1682,0.785896,"O60941 Q13425 P22459 Q9NSN8 Q9UBT7 P11532 Q8N103 Q9NY99 Q9Y4J8 Q13424 Q13884 P29475 P46939 Q9BXG8 Q9HB19 A5D8W1 P35228"
21,116,0.2216,1478,1787,0.4227,9.49588e-08,"Q7Z3S9 O14817 P48645 P28799 Q9HB63 Q9H2X0 Q92824 Q9UKJ5 Q9Y3S2 Q9NUL5 O60336 Q8WWZ8 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9BYR3 Q5T752 B2RUY7 Q14995 Q5T753 Q5TA79 P59990 Q9BYQ0 P60410 Q6L8H2 Q9BYR2 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 P59991 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 A0A087WUL8 Q7Z417 Q5T7P2 Q5TA78 Q2TAL6 Q5T7P3 P60331 Q9BYP8 Q07627 Q9BYS1 Q6L8G8 Q6UY14 O76081 P49795 Q8IUC1 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 P60371 O43184 O14633 P49901 Q5T751 Q9BYR6 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 P60014 Q5T754 Q92504 O43597 Q9NRY7 Q02930 Q9UGL9 P32242 Q12837 Q9Y223 Q9BYE3 Q5TA76 Q5T5B0 Q9NWN3 Q5T871 Q5T5A8 Q5HYJ3 Q86YT5 Q96LJ7 P07438 Q9UBR2 Q969G9 Q8NHX4 Q8IYI8 Q92608 Q8WV24 O60269 P17482 Q9NQX5 Q8IY34 Q15053 O95992 Q6UXX9 Q8TC90 Q15077 P43220 P08686 P52797 Q6N022"
22,66,0.3001,643.7,5354,0.1050,0.999676,"O95159 Q5VT25 O15400 Q14254 P62330 Q96A22 Q03135 P78310 O75955 P17302 Q8N144 P11279 Q9UQV4 Q6IAA8 P06239 P07948 P29966 Q16625 P61019 Q15286 P62745 Q01974 Q9UJF2 O95661 P15311 P98172 Q8WXE0 Q8WU20 Q8TEW0 O75116 Q7KZI7 P27448 O00459 P27986 Q9Y2I1 O14654 Q96AC1 Q14126 Q9H792 Q9ULH0 Q15678 Q8IXS6 P49257 Q9NNW5 Q13480 Q92738 Q12846 Q13464 Q9UEY8 P35612 P55011 Q12923 Q8WUY9 Q96J84 Q9NZ56 P49006 Q5T2T1 Q9Y4F1 Q12959 Q9Y4J8 P52799 Q15334 Q9HB21 Q9HCM3 P09543 Q9BZI7"
23,5,0.3384,3.384,353.9,0.009213,0.989214,"P09874 Q8TD26 Q12948 Q8N594 O00716"
24,4,0.3635,2.181,50.14,0.03615,0.992931,"Q9NV06 Q16666 Q9UBK8 P60484"
25,10,0.3241,14.58,137.8,0.08462,0.997102,"O15550 P61964 Q9UBL3 Q14686 Q9P2R6 O14686 Q96IK1 Q15291 Q9UPS6 Q8NEZ4"
26,4,0.3970,2.382,17.35,0.08589,0.969699,"O75347 Q13542 P06730 O60516"
27,6,0.3076,4.615,68.72,0.05407,0.998474,"Q9NVM6 O94762 O60869 P41214 Q7Z478 O60870"
28,11,0.3145,17.30,470.3,0.03395,0.999804,"P51116 Q8NC51 P18206 Q8IVW4 Q06787 P51114 Q96QH2 Q9H5J0 A0AVT1 Q14157 Q12778"
29,38,0.3079,216.5,434.1,0.2979,0.452451,"O96000 O75380 O95182 P17568 Q16795 O43678 Q9NX14 O95298 P19404 P56181 P51970 Q9P032 O95169 Q9UI09 P28331 O00217 Q9Y6M9 O75489 O43920 O43674 O95168 O75306 P03905 O43181 O43676 O95139 O75251 P49821 Q9P0J0 P56556 P51589 O15239 O75438 P03886 P03915 Q9UPC5 Q8IUX1 P03891"
30,10,0.3272,14.73,84.18,0.1238,0.947945,"Q15561 Q99990 Q99594 Q15562 P28347 P54198 Q9GZV5 P52945 Q14135 Q8N1H7"
31,8,0.3168,8.871,340.1,0.02430,0.999679,"O95292 Q9P0L0 Q96TC7 Q53TN4 Q96LZ7 O95197 Q9H1P3 Q7Z6K3"
32,5,0.3168,3.168,267.2,0.01130,0.952654,"Q08379 Q15596 Q96QH2 P29474 Q9NZM4"
33,6,0.3044,4.565,298.1,0.01451,0.997463,"P02545 Q96DF8 Q9BQ61 Q9Y6X4 A1A519 Q8NE31"
34,11,0.3025,16.64,496.9,0.03107,0.998436,"Q3LI64 P61236 Q96HA8 Q9BYR8 Q5W111 Q9H4I2 O43711 P59826 Q6UXX5 O95231 Q03828"
35,15,0.3004,31.54,413.2,0.06643,0.999986,"P99999 Q8NDT2 Q7L4I2 Q8NAV1 Q9H501 Q9H0G5 Q9UPT8 Q9H089 Q56NI9 Q9UEU5 Q96BM0 Q9NZ42 Q9NUN7 P60006 O14957"
36,6,0.3242,4.863,54.82,0.06783,0.967224,"Q9H7X7 P51452 Q96B18 Q9NTJ3 O95347 Q9C000"
37,6,0.3001,4.502,300.1,0.01422,0.998474,"Q9NVM6 Q5SYC1 Q8WVE6 P27695 Q7Z589 Q12948"
38,289,0.2042,8498,7973,0.4985,0.00000,"Q6ZN55 Q9NWT1 Q53T94 P62829 O43159 Q9BRU9 P61313 Q68D10 Q75WM6 O15479 Q9GZL7 Q13610 P60866 P27635 P18077 Q8WYQ5 Q6NSZ9 Q9ULW3 Q9NZM5 O00541 Q66K89 Q13574 P46781 P42696 P19338 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q9NRW3 Q07020 P40429 Q02539 P50914 Q9UL40 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 Q7Z7K2 P62424 P62917 P42766 Q13247 P78362 Q9HCE1 P11940 Q9UFB7 Q8TDD1 P62913 Q9BSG1 Q9HAN9 O15213 O00567 P51608 Q9NX58 P62241 P79522 P63220 Q9P2D0 Q9NQV6 Q1ED39 O15042 Q9BQG0 Q9H0A0 Q99848 Q76FK4 Q96ME7 P05455 Q13206 Q12788 Q13823 Q14692 Q15050 O76021 Q9Y2X3 Q9Y3B9 Q5SSJ5 Q2NL82 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q6PCB5 Q99676 O60765 P46087 O96028 Q9BVJ6 O15381 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 Q96QR8 Q9BWF3 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P0C0S8 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 O60287 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q9P031 P23352 Q12906 Q6P158 O60258 Q9UHB9 P08708 P46776 P46778 Q02543 Q15397 Q92522 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9H0S4 Q9GZR7 Q8WTT2 Q8IY37 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q96LZ2 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q9BRJ6 Q7Z2T5 Q99575 Q13435 P62854 Q2TB10 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q96FK6 Q96C57 Q969Q0 P37108 P62851 Q15573 Q15572 Q14146 P62857 O75533 Q71F23 P61254 P62081 P46782 P05387 O95793 Q96HE9 P30050 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 Q9NUL3 Q9NUD5 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 Q9Y3C1 Q8N5P1 P05386 Q6PK04 P46783 Q9H6F5 Q9NW07 Q9H6S0 O75683 P62841 Q13601 P62910 Q9UHA3 Q9H6R4 Q9UII4 P57071 Q9H7B2 Q00577 Q8N8A6 Q9NQ55 Q96G21 Q9BXY0 Q96CT7 Q9NVX2 P18124 P08865 Q5VYS8 Q14512 Q9P0M6 Q15646 P11487 P62280 P16989 Q7L3S4 Q8NHW5 Q9BQ75 P61353 Q9H6R0 P20042 P62891 Q6DKI1 Q92901 Q96GM8 O00566 O75820 P63173 P25398 P83731 Q9Y5L5 Q8IZA3 Q2Q1W2 P62633 Q14694 Q9H9Y2 P47914 Q9UKD2 Q9NY61 P62269 P62861 Q6RFH5 Q96L21 P62273 P07305 Q9H4Z2 Q9BY67"
39,18,0.3030,46.35,608.9,0.06706,0.999814,"Q07157 O95835 Q8TEW0 Q8NHQ8 Q6XZF7 O60292 Q9P2F8 O43166 P35221 P35222 P78312 Q9C0H9 Q9Y2H5 O60299 Q9P219 Q9P266 Q96QZ7 Q0VF96"
40,9,0.3060,11.02,393.1,0.02610,0.999604,"Q15059 P25440 Q9GZS1 Q7Z5J4 Q9BZ95 O60885 O75151 Q495Y7 Q8NCB2"
41,8,0.3078,8.618,244.6,0.03202,0.997308,"P29034 Q9H8K7 Q01826 Q9BUN5 Q01851 P26447 Q9UPW6 Q96LD4"
42,17,0.2816,38.29,215.2,0.1332,0.994596,"Q9C0J8 A6NMK7 P51003 Q9H0L4 Q9UKF6 P33240 P83105 Q9BZB8 Q05048 Q92797 Q12996 Q6UN15 O95639 Q9P2I0 O15460 Q10570 Q9NRJ5"
43,4,0.3440,2.064,142.0,0.01357,0.843839,"Q02161 Q5SWH9 Q13520 Q9UBM1"
44,4,0.3467,2.080,107.7,0.01766,0.984809,"P11021 Q8NG41 Q0VAF6 Q8IXA5"
45,5,0.3391,3.391,46.93,0.05621,0.989214,"O00463 Q52MB2 Q13114 Q92844 Q9Y547"
46,4,0.3249,1.949,140.9,0.01292,0.984809,"Q9H313 Q8NE79 Q14654 Q9H3E2"
47,20,0.3003,57.05,175.3,0.2095,0.737507,"P25067 P02747 Q9BXJ1 P08253 Q02809 Q6ISS4 Q8IYK4 O60568 P02751 P02458 P02462 P20908 P39060 Q14031 O95302 Q07092 P08572 Q96P44 Q96K30 P14780"
48,6,0.3217,4.825,89.46,0.04540,0.998474,"Q5T619 Q9P2F9 O43474 Q6P1L6 P55771 Q9BRQ3"
49,5,0.3019,3.019,137.6,0.02005,0.981643,"P11142 Q96MN9 Q6ZMP0 Q9BZF2 Q8NFA2"
50,4,0.3625,2.175,113.3,0.01762,0.992931,"Q5BVD1 Q09328 O00585 Q9NS84"
51,7,0.3150,6.615,156.5,0.03734,0.874923,"Q13304 Q8IXS8 Q86TV6 Q96LR7 P42356 Q5JWR5 Q9BYI3"
52,5,0.3087,3.087,151.0,0.01881,0.928164,"Q9UPY8 Q15327 Q01851 Q8WXT5 O15021"
53,10,0.3330,14.99,67.79,0.1458,0.929767,"Q15561 Q99990 Q99594 Q15562 P28347 Q9GZV5 Q96LT6 Q9BZE7 Q14135 Q8N1H7"
54,10,0.3054,13.74,138.4,0.07983,0.955574,"Q9NSC5 Q6IQ16 Q86YM7 Q9NSB8 Q8WX93 O94915 Q9UNA4 Q9BW04 Q86TC9 Q9UPX8"
55,25,0.3003,90.10,769.8,0.09902,0.999998,"O75360 Q12951 Q14847 Q3LI70 Q8IZ26 Q5TA45 A1KXE4 O75593 Q5BKX5 Q6NVU6 P0CG21 P78337 Q96M29 Q99932 Q9ULV5 O43711 Q9UGK8 Q3V5L5 Q8N1L9 Q3SYF9 A5LHX3 O95231 Q6PEX3 Q9BXF9 Q9NQB0"
56,14,0.3115,28.35,180.2,0.1198,0.997642,"Q96KQ7 Q9H5I1 Q96JM2 O95785 Q9H9B1 Q9H582 Q8N344 Q86UZ6 O14924 Q96GT9 Q8WTP9 P49788 Q9Y468 Q9Y6F7"
57,21,0.3003,63.07,755.4,0.07330,0.998731,"Q96EY8 P11182 Q5JTZ9 O75390 P08559 Q12931 P46199 Q96RP9 P47985 Q9BVS5 O43837 P30084 Q9BX68 Q15070 Q32P41 Q5T1C6 Q5T440 Q5TC12 Q13423 P82909 Q9BRJ2"
58,59,0.2349,401.9,1812,0.1723,0.998516,"Q9UPN4 O95684 Q49A88 Q66GS9 P08727 Q15468 Q86SQ7 O95613 O43303 Q8TDM6 O14777 O60308 Q5VT06 Q5TB80 Q8IW35 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q8WXW3 O94986 Q99550 Q86T90 Q96NL6 Q9P209 Q15154 Q9C099 O14578 Q96SN8 P05783 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q5JTW2 Q2KHM9 Q8N4C6 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94 Q9ULE4 Q68CZ1 Q17R60 Q9Y4F4"
59,11,0.3028,16.65,282.8,0.05181,0.998436,"Q5J8X5 P30825 Q9BV81 P54315 Q9NUM3 Q9NWF4 Q9NP94 Q96JF0 Q96Q45 Q9BSE4 Q7Z5S9"
60,4,0.3638,2.183,20.53,0.07107,0.843839,"Q14767 Q8N2S1 Q8WV37 O43361"
61,5,0.3389,3.389,50.61,0.05296,0.337587,"Q2TAL8 Q02086 Q8TC94 H3BRN8 O14926"
62,5,0.3390,3.390,189.2,0.01674,0.996692,"P50552 Q7Z5L2 Q9C0B0 Q13017 Q6UUV9"
63,5,0.3212,3.212,36.17,0.06503,0.996692,"P49427 Q712K3 Q2NKJ3 Q96MN5 Q86WV5"
64,61,0.2950,539.9,2327,0.1806,1.00000,"P07910 Q05519 Q9Y383 Q8IYB3 Q96DU9 Q14498 O75400 Q15287 Q6ZUT1 Q9NQ29 Q9NYF8 Q13523 P30414 Q8N2M8 Q08170 Q8TAD8 Q16629 Q13247 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 Q53F19 P78362 Q9UKJ3 Q9H307 Q9ULR5 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 P49759 Q96MU7 Q2KHN1 O60306 Q13427 Q9UHX1 O60812 Q9UKM9 Q92615 O00422 Q9UQ35 Q7Z6E9 O75152 P84103 Q12926 Q1KMD3 P49756 Q8WXA9 Q9NWB6 Q9H000 Q13242"
65,8,0.3325,9.310,94.33,0.07782,0.990935,"Q96CS7 Q9BSL1 P0CG48 Q9BZV1 Q8N6M9 Q5VVQ6 Q9NWF9 Q96LJ8"
66,59,0.3018,516.3,2652,0.1571,0.999593,"Q10567 P46940 P62140 P63010 Q13492 P09496 Q00610 O14976 Q9NYZ3 Q9NQW6 P49757 Q76I76 Q15811 O15027 Q2M2I8 Q96D71 Q59EK9 Q96CW1 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 Q9UM54 Q8WXE9 O95782 P09497 P42566 P53675 P98082 Q8N3V7 Q8N556 Q92828 Q9NQX4 Q9NSY1 P35580 P27482 Q15311 O75369 O94973 Q14677 Q9UBC2 P53992 Q96FJ0 P53680 O00443 Q0JRZ9 Q9NVZ3 P49418 Q9BQI5 Q9Y5X1 Q8TEH3 O95630 Q96QS3 O75061"
67,5,0.3165,3.165,37.29,0.06272,0.734565,"Q9NX95 Q5TB80 Q96G01 Q6ZWB6 Q8IWU9"
68,5,0.3131,3.131,146.9,0.01957,0.952654,"O43314 P0DMV9 O14776 Q9NRY4 Q5VWI1"
69,6,0.3154,4.730,116.7,0.03545,0.594909,"Q9H2S6 Q5JX71 Q9BSE2 Q9H3T2 O75711 Q7Z7B8"
70,10,0.3067,13.80,144.4,0.07747,0.999877,"A2RU14 P57739 P54852 P56748 Q96HJ5 Q96CE8 Q9BZL3 Q6ZS10 O95859 Q6ZP80"
71,5,0.3029,3.029,157.4,0.01777,0.996692,"Q5JR59 Q6ZT89 Q8TEC5 Q76G19 Q86VV4"
72,5,0.3054,3.054,196.0,0.01461,0.996692,"Q8WUH6 Q9UJX6 Q9Y4F5 P53621 P78312"
73,5,0.3136,3.136,146.2,0.01968,0.952654,"O43314 P0DMV8 O14776 Q9NRY4 Q5VWI1"
74,11,0.3162,17.39,274.1,0.05548,0.994780,"P13667 Q8NBS9 Q8NBJ5 O43852 Q15084 Q96L12 Q8IXB1 Q13217 Q14165 Q8NBJ7 Q02818"
75,6,0.3360,5.040,49.96,0.07522,0.953652,"P43351 Q9UBE0 Q8TB03 Q02548 Q06710 Q02962"
76,14,0.2849,25.93,305.7,0.07209,0.992073,"A8MV65 P27348 Q15561 O75382 Q01196 P46937 Q99990 Q99594 Q15562 P28347 Q9GZV5 Q14135 Q6UUV9 O94885"
77,6,0.3154,4.731,200.2,0.02181,0.989880,"Q15942 Q7Z6J0 Q9UI08 Q96IJ6 Q9C0B0 Q9HAP2"
78,5,0.3300,3.300,145.1,0.02083,0.952654,"B2RXH8 Q5TAX3 Q9UKY1 Q9H6T0 Q9UGR2"
79,27,0.2542,89.23,358.7,0.1778,0.949860,"Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q8IWW6 Q8TF74 O94856 P16333 P55160 Q5SYE7 Q6NT52 Q400G9 Q56UQ5 O43150 A6NGB9 Q9BYB0 O75334"
80,13,0.3087,24.08,185.8,0.1021,0.908789,"P02792 Q96LX8 Q8N140 Q9BQI6 Q8IX21 Q96MG7 Q8IY18 Q96SB8 Q96JG8 Q8NG27 Q9NXX6 Q92630 Q8WV22"
81,5,0.3271,3.271,59.40,0.04501,0.989214,"Q6PF18 A8MTA8 Q9H2S5 Q6MZQ0 Q8WYR4"
82,24,0.3048,84.12,307.8,0.1912,0.865019,"Q9Y6H6 P49848 P21675 Q9HBM6 Q15545 Q15542 Q8NEM7 Q9BR10 Q15543 Q96BN2 O00268 Q16594 Q12962 Q6P1X5 Q16514 Q15544 Q5VWG9 Q7Z7C8 Q86TJ2 Q92750 Q14CW9 Q5H9L4 Q9Y2E4 Q9Y3D8"
83,4,0.3040,1.824,36.92,0.03902,0.984809,"Q9GZR1 Q9HCK1 Q96BT1 Q96GW7"
84,4,0.3198,1.919,14.88,0.07738,0.969699,"Q96PE3 Q96PQ0 Q9NPJ8 Q9H4D5"
85,6,0.3397,5.095,52.01,0.07373,0.993467,"E9PAV3 Q96K17 P20290 O15069 Q9H009 Q13765"
86,5,0.3375,3.375,123.5,0.02467,0.661948,"P17098 Q13257 Q9BZE2 O60890 Q8TBZ6"
87,7,0.3244,6.812,160.2,0.03764,0.999299,"P27824 Q95460 Q86T26 P26717 Q8NCH0 P52849 Q16842"
88,6,0.3153,4.730,222.5,0.01977,0.995880,"P09651 Q9H7E2 Q5VZF2 Q9NUK0 Q9NR56 P51398"
89,40,0.3505,273.4,848.4,0.2275,0.991153,"Q9Y2R5 P82914 Q66K89 Q14592 Q13595 P17021 P82932 Q9Y399 Q9H7H0 Q9P031 Q8IVS2 Q9Y676 Q9Y3D9 P52736 Q9Y2R9 P82673 Q96EL2 P82933 Q9Y3D5 P82930 P82675 Q9Y291 P51398 P82912 O60783 Q92552 P82664 P82663 Q96EY7 Q9BYN8 Q92665 P82650 Q8NC60 Q9Y2Q9 P82921 Q9NWT8 P01127 Q6PF06 Q9Y3D3 Q5F1R6"
90,20,0.3042,57.80,393.0,0.1178,0.936785,"P78371 P50990 Q99832 Q92526 P40227 P17987 P48643 Q5T6F0 P57775 Q15120 A6NHL2 Q5VU57 Q9Y5Z7 Q9H2J4 Q9BTV6 Q8IYD2 Q8IXV7 Q96S15 Q13216 A6NCF5"
91,8,0.3643,10.20,60.90,0.1171,0.966959,"Q52LJ0 Q9BVC5 Q15102 Q92499 Q9Y224 Q9Y3I0 P68402 P07998"
92,4,0.3144,1.886,11.05,0.09009,0.154712,"Q8TAC2 A2RUQ5 Q8WZ04 Q96E66"
93,6,0.3726,5.589,33.04,0.1104,0.764415,"Q9Y5J3 Q96HZ4 Q04724 P19622 O43435 Q14469"
94,5,0.3035,3.035,65.92,0.03844,0.996692,"Q96T49 Q9P270 Q9ULI4 P25098 Q86TU7"
95,17,0.3016,41.02,638.8,0.05746,0.999976,"Q14203 Q9UPY8 Q15691 Q49MG5 O00139 Q8WWK9 Q9UPP5 Q9NQ86 Q8IYA6 Q86XJ1 Q08AD1 Q9ULD2 Q9H7E2 Q9Y4F5 Q7Z460 Q5T5Y3 Q9P1Y5"
96,5,0.3001,3.001,60.87,0.04062,0.952654,"Q96HC4 Q08499 Q01844 Q07343 Q6ZVK8"
97,5,0.3133,3.133,142.1,0.02018,0.993907,"P63104 Q08495 Q86X27 Q6UUV9 Q6ZNJ1"
98,5,0.3116,3.116,138.9,0.02050,0.952654,"Q13501 Q5TC82 Q8WYQ9 O95166 Q9C0B9"
99,14,0.2847,25.91,117.1,0.1515,0.993863,"Q15398 Q9HC35 Q9BVA1 Q9BTW9 P25445 Q13885 P68371 P04350 P36404 O00423 Q13938 P20231 Q8WWF8 Q6ZMW3"
100,4,0.3136,1.881,63.67,0.02558,0.843839,"O60861 Q16543 Q8IZU3 P16591"
101,6,0.3048,4.571,146.0,0.02812,0.655540,"Q9UBK5 Q8WX92 A6NDU8 Q96ND0 Q9HAW0 Q86VV8"
102,5,0.3235,3.235,43.36,0.05716,0.996692,"P19474 Q674X7 O75382 Q8IZW8 Q13017"
103,5,0.3123,3.123,88.02,0.03088,0.894962,"P11912 Q7RTS6 Q96HP8 Q5I7T1 Q5VWC8"
104,31,0.2858,132.9,374.5,0.2334,0.920413,"Q9H0C5 Q9BX70 Q6JEL2 Q53RE8 P61201 Q13098 Q9H9Q2 Q9BT78 Q92905 Q8WXC6 Q8WV16 Q13620 Q13617 Q92466 Q13618 Q9BW61 Q8N1E6 Q9UBW8 P61081 Q7L5N1 Q96L50 Q99627 Q9UNS2 Q9UKA1 Q9BSF8 O43583 O95704 Q7L5Y6 Q13216 Q9BYZ6 Q3SXM0"
105,6,0.3116,4.674,57.20,0.06327,0.989880,"L0R6Q1 Q96G79 Q9BSR8 Q9UKG4 Q9BSE4 Q96EP9"
106,8,0.3398,9.514,160.2,0.05124,0.999679,"Q86VP1 Q15025 Q99732 Q6ZMK1 Q96KP6 Q9NYQ3 P21580 Q9BXW4"
107,5,0.3039,3.039,124.3,0.02213,0.993907,"P47901 P36894 Q92604 P14778 Q9NZM1"
108,4,0.3606,2.164,48.03,0.03718,0.992931,"Q9NV29 Q9Y342 Q86WV6 Q9NRX6"
109,6,0.3087,4.631,188.3,0.02260,0.967224,"Q7Z3Y8 Q9P2K3 Q99909 Q4LEZ3 Q8NDH6 Q8TD35"
110,7,0.3322,6.977,175.4,0.03553,0.989275,"Q9H9B4 Q14683 P55854 Q96A73 Q96HS1 Q9H078 Q8TET4"
