Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
12,16,0.2848,34.17,215.6,0.1213,0.994520,"O43633 Q9HD42 Q9Y3E7 P53990 Q9H3S7 Q8WV92 Q9UBP0 O75351 Q7LBR1 Q9NZZ3 Q9NPC8 O95630 Q9NP79 Q96K21 Q9UN37 Q7Z2Z1"
13,12,0.2965,19.57,68.71,0.1743,0.881708,"Q96LX8 Q8N140 Q9BQI6 Q8IX21 Q96MG7 Q8IY18 Q96SB8 Q8NDZ2 Q8NG27 Q9NXX6 Q96MF7 Q8WV22"
14,17,0.3010,40.93,363.2,0.09341,0.999583,"Q10567 Q15811 Q59EK9 Q96CW1 Q8WXE9 O95782 P42566 O94973 Q9UBC2 Q9NZM3 P53680 Q0JRZ9 Q9NVZ3 P49418 Q9BQI5 Q9Y5X1 Q6PD74"
15,264,0.2083,7232,7012,0.4896,0.00000,"Q9NWT1 Q53T94 P62829 O43159 Q9BRU9 P61313 Q68D10 O15479 Q9GZL7 P60866 P27635 P18077 Q8N3Z6 Q8WYQ5 Q6NSZ9 Q9ULW3 Q9NZM5 O00541 Q13574 P46781 Q13523 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q9NRW3 Q07020 P40429 Q02539 P50914 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 P62424 O43818 P10075 P62917 P42766 Q13247 P11940 Q9UFB7 Q8TDD1 P62913 Q9HAN9 O15213 O00567 P51608 Q9NX58 P62241 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q76FK4 Q96ME7 Q13206 Q12788 Q9UNX4 Q13823 Q14692 Q15050 O76021 Q9Y2X3 Q5SSJ5 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q8NI36 Q6PCB5 Q99676 O60765 P46087 O96028 Q9BVJ6 O15381 P49711 Q9Y3T9 Q5JTH9 Q8NEF9 Q8TDN6 Q00839 Q9BRD0 Q9BWF3 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q7Z2W4 Q9H7E9 O60287 P62906 Q96PQ6 Q9UNX3 Q9UJV8 P0C5Z0 Q9P031 Q8NHQ9 Q12906 Q6P158 O60258 Q9UHB9 P46776 P46778 Q02543 Q15397 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9NVU7 Q9GZR7 Q8WTT2 Q9BQ67 P18621 P62701 P42677 Q9H8H2 Q8NB50 A4D1E9 Q96LZ2 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q9BRJ6 Q99575 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q15269 Q96FK6 Q969Q0 P37108 P62851 Q15573 Q15572 Q14146 Q71F23 P61254 P62081 P46782 P05387 O95793 Q96HE9 P30050 P22492 Q9H116 P17026 P10412 Q9UGY1 Q6IQ21 P62750 Q13243 Q9NUL3 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 Q9Y3C1 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 Q9UHA3 Q9H6R4 Q9UII4 P57071 Q9H7B2 Q00577 Q8N8A6 Q9NQ55 Q96G21 Q9BXY0 P18124 Q00987 P08865 Q5VYS8 Q14512 Q15646 P11487 P62280 Q7L3S4 P55075 Q9BQ75 P61353 P20042 P62891 Q9UHF5 Q6DKI1 Q92901 O00566 O75820 P63173 P25398 P83731 Q9BU19 Q8IZA3 P62633 Q9H9Y2 P47914 Q12849 Q9UKD2 Q9NY61 P62269 P62861 P0CJ79 Q96L21 P62273 Q9UNQ2 Q9NQS1 P23467"
16,11,0.3007,16.54,302.7,0.04846,0.999487,"O95831 P21796 O75746 O75431 Q99623 Q16891 Q9BRQ6 Q9UJS0 Q6UXV4 P36551 P49753"
17,5,0.3472,3.472,91.00,0.03323,0.996692,"O75093 Q8TBB0 Q6UY14 P09211 Q06547"
18,20,0.3039,57.74,460.7,0.1034,0.999963,"O43633 Q9HD42 P53990 Q99816 Q9H3S7 Q9Y5K6 O75348 Q8WV92 Q9UBP0 O75351 Q9H444 Q9UQN3 P21281 Q7LBR1 Q9NZZ3 P38606 Q15904 Q9NP79 Q8NFJ5 Q96K21"
19,4,0.3600,2.160,15.90,0.08287,0.969699,"Q9Y3E1 Q9UKY1 O95409 Q9HC29"
20,41,0.3008,246.6,848.0,0.2096,0.953385,"P62306 Q8WWY3 Q7L2J0 O94906 O75643 P62318 P62316 P62304 P62314 P14678 Q9Y4Y9 Q86TB9 Q9BRS2 O43395 Q15020 P62308 O14744 Q8NB15 Q9UK45 O43172 Q9H6E5 Q9P0M2 P63162 Q12874 Q9NQ92 P54105 Q9H7X2 Q9Y333 P62310 O75554 O15116 P62312 Q9NWZ8 Q9Y4Z0 Q6IEG0 O95777 Q9BQA1 Q96DC7 Q96A00 Q8IYT2 Q969L4"
21,10,0.3106,13.98,112.9,0.09517,0.999147,"Q9NRW1 Q15907 P26374 P84077 P24386 P20340 O14966 Q9H0U4 Q92696 Q13636"
22,7,0.3092,6.493,374.6,0.01643,0.999299,"O95159 Q8WZ55 P53365 P53367 O15126 P49591 Q8IZD6"
23,19,0.3129,53.51,175.1,0.2007,0.758247,"Q6QNY1 O95295 Q5T0J7 Q9UL45 P78537 Q9NUP1 Q8TDH9 Q969J3 O43504 Q96FH0 Q8TDM0 Q96B45 Q0VGL1 Q6QNY0 Q8IV53 Q9UHA4 Q9Y2Q5 Q7L523 Q9NQL2"
24,8,0.3149,8.816,423.6,0.01966,0.999679,"Q9UKX7 O15397 Q00325 O95373 O15355 P37275 Q9UJZ1 Q9H074"
25,37,0.2792,186.0,523.4,0.2374,0.734679,"Q9Y4A5 Q15014 Q9UBU8 Q6ZRS2 Q9NPF5 Q15906 Q9GZN1 O95619 O43257 Q9H0E9 P41229 Q6PIV2 Q92993 Q9NV56 Q92688 Q9HAF1 Q9BTT0 Q96L91 P0C0S5 O94805 Q9Y230 Q8WYH8 Q96A08 Q8N257 P12524 Q9NXR8 Q6PJQ5 Q52LR7 O96019 Q05BQ5 P39687 Q8WYB5 Q9HBJ0 Q86VZ6 Q9H2F5 Q6ZTU2 Q13219"
26,19,0.2209,37.77,303.0,0.09970,0.919502,"Q10567 Q15811 Q59EK9 Q96CW1 Q8WXE9 O95782 P42566 O94973 Q9UBC2 Q9BV29 P53680 Q9NVZ3 Q16626 P49418 Q9BQI5 Q6PD74 A0A1B0GTR3 P0DPH9 O75912"
27,58,0.4341,717.6,1095,0.3721,0.000913578,"Q8TAE8 Q96EH3 Q75WM6 Q15434 P52815 P09001 Q6RI45 O43347 Q9BYD2 Q9Y6G3 Q13084 Q96DV4 Q9NYK5 Q9Y3B7 Q9NRX2 Q9NQ50 Q16540 Q9NX20 Q96EL3 Q4U2R6 Q9P0M9 Q9BQC6 Q8NCK3 Q8IXM3 Q8N983 Q9NZE8 O75394 Q8N5N7 Q8TCC3 Q7Z7H8 Q9H9J2 Q9HD33 Q9P015 Q5T653 Q9BYD1 Q9BYD3 Q9BYC9 Q9NVS2 Q9H0U6 Q9NP92 Q86TS9 P61927 Q9BYD6 Q9NWU5 Q96A35 Q9BQ48 Q9BYC8 Q9BZE1 Q7Z7F7 P49406 Q14197 Q9H2W6 Q96GC5 Q13405 Q7Z2W9 Q6P1L8 Q6P161 Q9H5L6"
28,7,0.3136,6.586,73.82,0.06976,0.989275,"Q5T200 Q8N7E2 Q6UWZ7 Q15007 O14604 Q69YN4 Q75N03"
29,4,0.3324,1.994,33.51,0.04584,0.992931,"Q92794 Q96T23 Q99525 P05114"
30,6,0.3019,4.528,229.5,0.01840,0.998474,"Q08379 Q8IYX8 Q9NVL8 Q86Y33 Q8NI35 Q9Y618"
31,3,0.4983,1.495,11.73,0.07778,0.808633,"Q9UPZ6 Q9Y5Y7 Q86WI0"
32,11,0.3050,16.78,648.3,0.02442,0.999804,"Q9UKX7 P02545 P20700 P18615 P29083 Q96S55 Q9H1E3 Q9BQ61 P54277 Q9UIF9 O60318"
33,4,0.3042,1.825,46.45,0.03243,0.903035,"A8MVW0 Q6P995 O75022 Q6GMV1"
34,4,0.3314,1.989,99.92,0.01809,0.843839,"Q96HA8 P59826 A6NGQ2 Q6L9T8"
35,15,0.3001,31.51,847.3,0.03468,0.999997,"P50552 P09496 P78559 O14976 Q9NS87 Q8IX90 P07737 Q68DQ2 Q9UPQ0 Q92540 Q2M2I8 P12268 Q8WX93 Q9UPW5 Q9UH65"
36,5,0.3160,3.160,85.26,0.03211,0.996692,"Q7Z4V5 O75475 P51858 Q96ST2 Q15283"
37,7,0.3416,7.174,215.2,0.03035,0.996355,"Q9UPN3 Q03001 Q9Y4W6 Q8NHP1 P35221 Q6DCA0 Q2WEN9"
38,6,0.3100,4.651,84.30,0.04607,0.998474,"P60842 Q9P2D0 Q8N5L8 Q68DK7 Q8NHW5 Q14694"
39,10,0.3245,14.60,60.90,0.1529,0.962169,"Q3SY84 P04264 P35908 P04259 P13647 Q7Z794 Q7Z3Z0 Q7Z3Y7 P07477 P13645"
40,12,0.3237,21.37,121.5,0.1280,0.990313,"P11177 P09622 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 Q8N3R3"
41,89,0.1903,745.0,1155,0.3585,0.00265977,"O14817 Q9H2X0 Q9UKJ5 O60336 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9BYR3 Q5T752 Q14995 P54619 Q5T753 Q5TA79 Q9BYQ0 Q6L8H2 Q9BYR2 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 Q5T7P2 Q5TA78 Q5T7P3 P60331 Q9BYP8 Q9BYS1 Q6L8G8 O76081 P49795 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 O14633 P49901 Q5T751 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 Q5T754 Q92504 Q9UGL9 P32242 Q12837 Q9BYE3 Q5TA76 Q5T5B0 O76003 Q9NWN3 Q5T871 Q6L8H4 Q5T5A8 Q5HYJ3 Q969G9 Q8NHX4 Q05952 Q8IYI8 Q8WV24 Q8WTX9 A0JP26 Q86XF7 Q15040 P06850 P82987 Q8N8L2 Q8N393 Q96N58 Q969P0 Q15077 P08686 Q13875"
42,15,0.2762,29.00,197.7,0.1130,0.999190,"P61964 Q9UMN6 Q9UBL3 Q9P0U4 O15047 Q8NFC6 P51610 Q14686 Q96IK1 P55345 Q9Y5Z7 Q15291 Q9UPS6 Q8NEZ4 P56597"
43,5,0.3560,3.560,43.48,0.06241,0.989214,"Q5JTD7 Q6UUV7 Q9HCM3 Q6ZQY3 Q9H209"
44,23,0.4588,116.1,184.7,0.3347,0.0324889,"Q9UKZ1 Q8N443 Q9C0C2 A5YKK6 Q9NZN8 O75175 Q9BXU3 P60321 O75293 Q9H9A5 Q96PS1 P09237 Q9UIV1 P50616 Q92600 Q96LI5 Q9ULM6 Q5W0B1 Q9UFF9 Q14201 A6NDY0 Q8WY41 Q14106"
45,6,0.3173,4.760,256.7,0.01741,0.995880,"O95816 P54652 Q15596 Q86UK7 Q8TDI0 Q5TAX3"
46,5,0.3141,3.141,216.2,0.01369,0.996692,"P06239 Q96GD4 P54577 Q9Y2H5 O15020"
47,12,0.2500,16.50,187.9,0.07223,0.997868,"Q09666 P16949 P04792 P33316 Q9HAV7 P29692 P24534 P38646 Q9NXW2 P55809 Q9H910 P52565"
48,5,0.3096,3.096,141.7,0.02000,0.662413,"Q8TBB1 Q13094 Q8IYT4 Q96M61 Q969R2"
49,4,0.3727,2.236,33.81,0.05076,0.843839,"P13500 P36021 P15692 Q8IYS0"
50,7,0.3114,6.540,190.3,0.03102,0.999299,"Q9UK22 Q8NHP8 P11717 Q02083 O00754 P48357 P54802"
51,4,0.4236,2.541,14.52,0.1014,0.903035,"Q76L83 Q6H8Q1 Q8NB78 Q6RUI8"
52,12,0.3034,20.03,449.5,0.04057,0.999977,"Q3SY00 Q63ZY3 Q86Y26 Q08117 Q96CA5 Q99687 Q15561 Q8WWB3 Q4VC12 Q86Y33 Q99990 Q6GPH4"
53,23,0.2186,55.31,164.0,0.2085,0.693328,"Q9BXJ1 P08253 Q02809 Q6ISS4 Q8IYK4 Q8NBJ5 O60568 P02458 P02462 P20908 P39060 Q14031 P02461 O00469 Q07092 P08572 Q96P44 Q96K30 Q9Y6Z7 Q99715 P14780 Q9BXJ4 Q9BXS0"
54,27,0.2270,79.69,224.0,0.2228,0.320214,"Q16671 Q8N165 P08238 Q9BXA6 Q96QS6 Q9Y243 O75676 Q9HBY8 Q8TDR2 Q9UBS0 P50750 P07900 Q58FF6 Q58FF7 Q58FG0 Q96BR1 Q13451 P50613 Q58FG1 Q86UX6 Q9UQB9 Q00532 Q9UL18 Q8IWD4 Q9BXM7 Q92772 Q5MAI5"
55,20,0.3020,57.38,283.6,0.1506,0.998720,"Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q8IWW6 P16333 Q5SYE7 Q6NT52 Q400G9 Q56UQ5"
56,6,0.3109,4.664,171.2,0.02483,0.997463,"Q5BVD1 Q9Y678 O95476 O95424 Q9UBF2 Q8IZY2"
57,5,0.3297,3.297,37.87,0.06443,0.989214,"Q9UMR7 Q9NY64 Q04609 A6NFN3 Q92896"
58,18,0.2367,36.22,193.9,0.1361,0.960451,"Q9H115 P51674 O00165 Q9UHK0 Q16854 P11137 P10636 P21579 Q9NVT9 Q14194 Q14195 Q92777 Q8N841 P17600 P20648 Q99880 O00408 P22676"
59,14,0.3061,27.86,450.4,0.05502,0.965233,"Q14153 Q8NHQ8 P31946 P27348 P63104 P31947 Q9Y4H2 Q96NE9 P46937 Q99759 Q9NVL1 Q9Y2U5 Q6ICG6 Q12778"
60,5,0.3130,3.130,93.69,0.02930,0.989214,"Q9Y5A9 P52597 Q12792 B1ATL7 Q9Y4X0"
61,10,0.3013,13.56,262.2,0.04583,0.998195,"Q15973 Q5TD97 O76011 P09211 Q15345 P21549 Q8NEG0 Q86Y33 Q8TBN0 Q5HY98"
62,3,0.3987,1.196,2.710,0.1207,0.668740,"Q9Y6A4 Q96NH3 Q96BN6"
63,9,0.3018,10.86,372.7,0.02705,0.999853,"Q14498 Q6NYC1 Q92620 Q13206 Q8TF01 Q8IX18 O60231 Q8NEF9 Q8NHP1"
64,4,0.3296,1.977,22.55,0.06080,0.992931,"Q68DU8 Q9UJL9 Q86TX2 P49753"
65,15,0.3244,34.06,236.4,0.1134,0.999475,"Q9BT25 Q96CS2 Q99871 Q7Z4H7 Q68CZ6 A1L190 O94927 Q9H6D7 Q8N5U6 Q9C075 Q9NVX0 Q6XPS3 Q5W0U4 Q7Z7A1 Q6ZN16"
66,4,0.3671,2.203,101.9,0.01965,0.943824,"Q9NUH8 Q96CP7 Q5SWH9 Q6P1K1"
67,11,0.3036,16.70,328.4,0.04549,0.998436,"Q14767 P10075 Q04721 Q6AW86 Q3KP31 P17019 A6NFI3 O75820 Q5JNZ5 Q63HK3 Q9H4Z2"
68,33,0.3155,166.6,418.1,0.2560,0.0452423,"Q14192 Q9UKZ1 Q8N443 Q9C0C2 A5YKK6 P47756 P52907 Q9NZN8 O75175 Q9BXU3 P08651 Q8IY67 Q9Y4X4 P60321 O75293 Q9H9A5 Q96PS1 P09237 Q9UIV1 P50616 Q92600 Q96LI5 Q9ULM6 Q5W0B1 Q9UFF9 Q14201 A6NDY0 Q8WY41 O94993 Q9NQ31 Q9NPZ5 O94916 Q14106"
69,7,0.3058,6.422,153.4,0.03696,0.997531,"Q9NXH9 O43615 P08123 Q5JTZ9 P02461 O75616 Q5TC12"
70,9,0.3032,10.91,279.4,0.03540,0.999713,"O00560 Q02535 P61968 A1E959 Q14919 O15049 O43679 Q719H9 P15884"
71,7,0.3043,6.389,145.3,0.03856,0.989275,"Q9UHD9 Q6P1W5 Q96CS7 Q8N6M9 P26998 P05814 Q99650"
72,12,0.3299,21.77,166.6,0.1025,0.986885,"O15145 P61160 P59998 O15143 O15144 Q9BPX5 O15511 Q92747 Q9P1U1 Q8WUH1 Q96C19 Q8NGT1"
73,66,0.2747,589.2,2092,0.2094,0.985951,"Q14254 Q09666 P46940 P62140 P61158 Q9NR12 Q9ULV4 O15145 O43795 Q4KMQ1 Q9ULJ8 A1L390 Q6WCQ1 P09493 Q86V48 Q5TB80 O75128 Q9Y4I1 Q9NQW6 O95425 Q96SB3 Q76I76 O43707 P63261 P61160 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 P59998 O15143 O15144 O43293 O95782 P14384 P47756 P52907 Q01082 Q0ZGT2 Q13813 Q6P4F7 Q8N3V7 Q8N556 Q92828 Q9BPX5 Q9NQX4 Q9NSY1 Q9P0K7 P35580 P27482 O75369 O94875 Q9NUI1 Q12965 Q9Y2D5 O14974 P07355 A6NMY6 P60903 Q9HC78"
74,40,0.2733,213.2,1144,0.1484,0.999940,"Q9UPN4 Q15691 O95684 Q49A88 Q66GS9 Q86SQ7 Q9C0I3 O43303 Q5VT06 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 Q86T90 Q9P209 Q15154 Q9C099 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q5JTW2 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94"
75,27,0.3032,106.4,585.5,0.1427,0.999900,"Q9UPN4 O95684 Q49A88 Q86SQ7 Q5VT06 Q9UPS8 Q9P209 Q9C099 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 Q969Q6 Q6EMB2 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94 Q96K30"
76,5,0.3297,3.297,42.16,0.05944,0.996692,"Q14153 P31947 Q9Y2U5 P41236 Q9H2G2"
77,5,0.3046,3.046,17.02,0.1013,0.928164,"Q9H2S6 Q9NPE6 Q6P531 Q8TDX6 Q8TC36"
78,8,0.3164,8.860,248.4,0.03242,0.998619,"Q6ZVT0 Q5JR59 Q13643 P18084 Q9NVL8 Q9ULD2 O95990 Q6PF04"
79,20,0.3993,75.87,229.4,0.2198,0.900583,"Q9P2B7 P30260 Q9UJX3 Q96DE5 Q9UJX4 Q9UJX5 Q9H1A4 Q8NHZ8 Q9UM11 Q9BS18 Q9H6Y5 O95922 Q6PH81 Q9UKT4 P51955 Q9UM13 P01210 P01042 Q6ZSR9 Q9UKI9"
80,5,0.3086,3.086,23.89,0.08347,0.996692,"Q9NSA3 Q5SSQ6 Q96BR1 P26232 O00142"
81,13,0.3069,23.94,419.7,0.05098,0.999705,"P13667 P46977 P49755 Q8NBS9 O94905 Q15363 O43852 Q96L12 O00469 Q14165 Q9NYU1 Q12907 Q02818"
82,7,0.3012,6.326,160.5,0.03498,0.998353,"O14964 Q99687 A1E959 Q96CS7 Q8N6M9 Q71SY5 Q8NDH6"
83,6,0.3341,5.011,164.6,0.02759,0.977336,"Q15942 Q8WZ60 Q9NP73 Q9HBD1 Q2M1Z3 Q00536"
84,10,0.3018,13.58,115.4,0.09118,0.991371,"Q16629 P62995 P49759 P98179 P38159 Q15415 Q13242 P0DJD3 P49810 A6NEQ0"
85,5,0.3234,3.234,141.5,0.02091,0.989214,"B2RXH8 Q86Y13 Q5TAX3 P29375 Q9H6T0"
86,7,0.3065,6.436,120.9,0.04553,0.951651,"Q5W5X9 Q96MY7 Q86T90 Q5T124 O95238 Q8NFM4 Q9NS37"
87,4,0.3413,2.048,11.96,0.09306,0.992931,"P52655 P62380 P52657 P06454"
88,4,0.3379,2.027,26.52,0.05547,0.984809,"Q99757 P24844 Q96PY5 P08133"
89,6,0.3040,4.559,133.7,0.03035,0.851023,"Q86VW0 Q9Y6H6 Q96EY5 O43187 Q969Q4 Q9NYF0"
90,5,0.3149,3.149,144.1,0.02002,0.996692,"A2A3N6 O43824 Q9UQ07 Q9NPD8 Q15078"
91,5,0.3086,3.086,110.9,0.02490,0.996692,"O15231 Q5VVQ6 P17174 Q02413 P12955"
92,13,0.2589,20.20,157.8,0.09903,0.999383,"Q96A37 Q86V42 Q9HAP6 Q8N3R9 Q8IY63 O14910 P46937 Q9NUP9 Q8NI35 O75970 Q8IX03 Q13368 Q96DR7"
93,12,0.3043,20.09,401.4,0.04509,0.999962,"Q5JTD0 A6NEM1 O95678 Q9GZV7 P61968 P17661 Q8TDC0 O95990 P19012 Q14525 Q8N143 Q86VV4"
94,7,0.3117,6.547,206.9,0.02878,0.999299,"Q96JN0 Q9Y294 Q9BW19 Q14686 Q92618 O75151 Q8N1G2"
95,5,0.3209,3.209,57.14,0.04561,0.500000,"Q13257 Q9ULL5 Q9BZE2 O60890 Q9Y3D0"
96,13,0.3038,23.70,169.0,0.1083,0.987978,"Q9NTJ5 Q9Y678 P78508 P53618 P53621 P60468 Q9UBF2 P48444 O14579 P35606 P61923 Q9P299 Q9UKI2"
97,10,0.3056,13.75,250.0,0.04847,0.999933,"P09651 Q96EP5 Q15366 Q15365 Q96I24 P63244 Q15717 Q9NR56 Q9NRN7 Q92879"
98,15,0.3011,31.62,235.7,0.1064,0.999298,"Q9BXL8 Q9BTL4 Q9BWN1 Q14140 Q66LE6 Q13362 P67775 P62714 Q9NUC0 A2A3K4 P30154 P63151 Q9NVR7 Q9Y2T4 O43638"
99,4,0.3727,2.236,24.73,0.06396,0.969699,"Q6X4W1 P51157 Q6P3S6 Q06330"
100,6,0.3392,5.088,77.45,0.05382,0.977336,"Q9HB07 O43759 P08247 O60664 Q86X24 Q9NQG6"
101,36,0.4453,280.5,266.3,0.4533,3.30950e-07,"P24863 O43513 A0JLT2 Q15648 Q9H944 Q15528 Q9NX70 Q9NPJ6 Q71SY5 Q13503 O75448 Q9H204 Q9BUE0 Q9NVC6 Q9BTT4 Q9ULK4 Q93074 P49336 O95988 Q96HR3 Q86YW9 O60244 Q96G25 O95402 Q6P2C8 O75586 Q9P086 Q9Y3C7 O15392 Q9UHV7 Q9BWU1 Q71F56 Q9Y2X0 Q96RN5 Q9NWA0 Q14994"
102,11,0.3002,16.51,474.6,0.03218,0.999487,"Q8TAP4 Q9HC98 Q96EH3 Q96SQ5 Q0VD86 Q9Y250 Q53HV7 Q96RU7 Q8TF47 Q2TBC4 Q9NZV6"
103,5,0.3121,3.121,88.41,0.03074,0.996692,"O43281 Q68G74 Q9NU19 Q8TF47 Q02413"
104,11,0.3052,16.78,287.4,0.05146,0.999487,"Q8WUE5 P14136 Q16352 P07197 P07196 P48681 P17661 O15061 P08670 Q9NQH7 Q96G01"
105,6,0.3066,4.599,223.2,0.01918,0.998474,"Q14203 Q8NC51 Q6PGN9 P11137 Q9H7E2 Q8IWR0"
106,7,0.3334,7.002,59.71,0.08675,0.937399,"Q9NPJ4 Q9NPI6 Q96F86 Q8IU60 P11309 Q8TAP8 Q8IZD4"
107,5,0.3187,3.187,126.3,0.02285,0.928164,"Q15287 Q96LP2 Q6AZW8 Q9HAU5 O43670"
108,5,0.3091,3.091,53.26,0.04658,0.981643,"Q5T4S7 Q9H7X2 Q9P0J7 Q9BZP6 P38405"
109,4,0.3639,2.184,81.65,0.02378,0.969699,"Q9UBK5 Q8IWA4 Q86VV8 Q6SZW1"
