Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
22,246,0.3004,9053,1.129e+04,0.4344,0.00000,"Q6ZN55 P62829 O43159 Q9BRU9 P61313 Q68D10 Q75WM6 O15479 Q9GZL7 P60866 P27635 P18077 Q8WYQ5 O15226 Q6NSZ9 Q9ULW3 Q9NZM5 O00541 P46781 P42696 P19338 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q9NRW3 Q07020 P40429 Q02539 P50914 Q9UL40 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 Q08170 P62888 P35268 Q7Z7K2 P62424 P10075 P62917 P42766 Q13247 P78362 Q9UFB7 Q8TDD1 P62913 Q9BSG1 Q9HAN9 O15213 O00567 Q9NX58 P62241 Q01780 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q13206 Q12788 Q13823 Q14692 Q15050 O76021 Q9Y2X3 Q5SSJ5 Q5VWQ0 Q96L73 Q8N9T8 Q9BYG3 Q49A26 Q6PCB5 Q99676 O60765 P46087 O96028 Q9BVJ6 O15381 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 Q9BRD0 Q96QR8 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 O60287 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q9BVI4 P23352 Q12906 Q6P158 Q9UHB9 P46776 P46778 Q02543 Q15397 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9ULD5 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9NVU7 Q9NQZ2 Q9GZR7 Q8WTT2 Q8IY37 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q96LZ2 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q99575 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q969Q0 P37108 P62851 Q15573 Q14146 P61254 P62081 P46782 P05387 O95793 Q96HE9 P30050 Q9UC06 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 Q9NUL3 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 Q9Y3C1 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 Q9H6R4 Q9UII4 P57071 Q9H7B2 Q14137 Q00577 Q8N8A6 Q9NQ55 Q96G21 Q9BXY0 P18124 P08865 Q5VYS8 Q14512 Q9P0M6 Q15646 P62280 Q7L3S4 Q9BQ75 P61353 Q6DKI1 Q92901 Q96GM8 O00566 O75820 P63173 P25398 P83731 Q8IZA3 P17010 P62633 Q9H9Y2 Q9UKD2 Q9NY61 P62269 P62861 Q96L21"
23,18,0.3072,47.00,773.0,0.05491,0.981118,"Q9H6J7 Q9BSH3 P18206 O00303 Q8IUZ0 Q6ZTW0 Q8N5T2 Q9BSU1 O95922 Q12955 Q8ND04 O00533 Q8TB52 Q12979 Q12778 Q68CL5 Q6NSI8 Q0VAA2"
24,27,0.3048,107.0,920.0,0.09898,0.946449,"Q96KJ9 P14406 P08574 P07919 P13073 P15954 P22695 P00403 P20674 P10606 Q9HBL7 Q9UHF3 P00395 O14949 Q9H7Z7 P14927 P12074 P09669 P14854 P31930 O14548 P24310 P00156 Q9UDW1 P00414 Q8N5G0 Q9BW60"
25,12,0.3030,20.00,626.0,0.02985,0.999965,"Q9Y6X1 Q96A37 Q12846 Q9Y219 Q6ZNB6 Q8TBJ4 Q8IY95 Q7Z602 Q6PD74 O00186 P11117 P21453"
26,6,0.3333,5.000,412.0,0.01166,0.996170,"Q9H2F3 Q8WXK4 Q6ZNB6 Q7Z3D4 P78381 O95319"
27,8,0.3214,9.000,428.0,0.01987,0.724209,"Q9P0L0 O60711 Q96K78 Q9BZ71 Q9H939 Q05209 Q9BZ72 O95786"
28,6,0.3333,5.000,376.0,0.01272,0.575555,"Q08379 Q96DZ5 P29474 Q8NA57 Q9NVE4 Q5THR3"
29,6,0.3333,5.000,382.0,0.01253,0.989000,"Q9H8H3 Q6ZMZ3 P13498 P04839 P27544 Q8NDH2"
30,35,0.3059,182.0,1249,0.1213,0.989285,"Q96A22 Q9NYB9 Q8WXE0 Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 O43639 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q9UQB8 Q8IWW6 O43516 P16333 P55160 Q5SYE7 Q6NT52 Q400G9 Q56UQ5 Q9UPX8 Q12929 O43150 A6NGB9 Q9UPR0 Q9NZU0 Q14644 Q70CQ4"
31,7,0.3333,7.000,394.0,0.01687,0.980863,"O75821 O60739 Q9UDY2 Q96RU3 Q12979 Q70EK8 Q3KNW1"
32,21,0.3000,63.00,1007,0.05665,0.999997,"P07948 P09067 Q8N7R7 P07947 Q13503 Q96G23 Q8NFB2 P09769 Q9NWQ8 Q14156 Q12860 P19086 Q8ND76 P17677 Q7L9B9 Q6PEY0 Q9UN70 Q14699 P23470 Q9H246 Q14CM0"
33,6,0.3333,5.000,365.0,0.01309,0.996227,"Q5T0Z8 P07737 Q8WWW0 P63313 A6NGB9 Q52LW3"
34,6,0.3333,5.000,357.0,0.01337,0.927275,"P27695 Q86V15 Q8NFU7 P56270 Q9UPR6 Q9C0B2"
35,33,0.3030,160.0,1276,0.1065,0.999966,"Q9NYF8 Q9Y2W1 Q6PJT7 Q9Y3X0 Q53F19 Q9H307 Q9BUQ8 Q02040 P84090 Q9BY77 Q8NI27 Q6I9Y2 Q86V81 Q13838 O75152 Q99873 Q96QD9 Q9Y3Y2 Q96FV9 Q13769 Q9BZZ5 P98066 P82979 Q96J01 O00148 Q86W42 Q6ZUT6 Q8N9M1 Q9H8G2 Q99814 Q9NYS7 Q86U42 Q6P6C2"
36,6,0.3333,5.000,377.0,0.01269,0.998740,"P05787 Q9C0B0 O95677 Q6ZRI8 Q96Q15 O43164"
37,9,0.3056,11.00,466.0,0.02222,0.977602,"P49257 Q9HBM1 P26447 O95199 Q8WVJ2 O75426 Q9HAT1 Q8NDN9 Q9NRC6"
38,11,0.3091,17.00,448.0,0.03491,0.991395,"P78310 Q15208 Q70IA6 Q9H8S9 O43504 Q8N4S9 Q9NRM7 Q7L9L4 Q9Y2H1 Q14644 Q99518"
39,6,0.3333,5.000,349.0,0.01366,0.994901,"P04844 O14683 Q6ZWT7 P52429 P27544 Q8NCS4"
40,9,0.3056,11.00,399.0,0.02570,0.927237,"P60410 P60331 Q96NX5 Q96I27 Q8WW18 Q9UGT4 P35590 Q9Y5W5 Q12967"
41,6,0.3333,5.000,341.0,0.01397,0.997658,"Q9GZS1 Q7Z7L1 P37275 Q86V15 Q8TD26 Q8NFU7"
42,6,0.3333,5.000,305.0,0.01553,0.222423,"O75031 Q8NA19 O95755 Q8NFU5 Q7L7L0 Q504Y3"
43,6,0.3333,5.000,326.0,0.01458,0.972129,"Q96RQ1 Q6UWV6 P10966 O95772 O15083 P37059"
44,12,0.3030,20.00,523.0,0.03527,0.992739,"O95816 Q15056 O15067 Q8IY67 Q99615 P08047 Q15773 Q06203 Q5TAX3 P22102 Q2VIR3 Q9H6K1"
45,6,0.3333,5.000,332.0,0.01433,0.998200,"P43307 O14683 Q9HCE9 Q6ZMZ3 Q9NW15 P27544"
46,23,0.3004,76.00,969.0,0.06966,0.983753,"P06239 Q5SSQ6 Q9UI47 Q9C0D5 O60716 P35221 P35222 Q99569 P14923 O00192 P19022 P12830 P55289 Q9Y6N8 P33151 Q9Y2H5 Q9H832 O00255 O14907 P26232 P55286 Q8WZ64 O60229"
47,6,0.3333,5.000,289.0,0.01634,0.0235416,"P11021 Q9BZM1 Q6URK8 Q6JVE5 P26927 Q8NFQ5"
48,53,0.2642,364.0,1884,0.1546,0.999999,"P62826 Q8NFH5 P63279 Q6NXG1 P55735 P18754 P61769 Q9BTL4 Q9BW19 P49790 Q14974 P49792 P57740 O00629 Q15398 Q5SRE5 O14524 Q69YH5 P0DJD0 P52948 Q53H80 P78406 P12270 Q9NRG9 Q9BTX1 Q8N2Z9 Q00765 Q9BVL2 Q9NZS2 Q9H4D0 O75694 Q99567 Q92621 Q9BW27 Q99666 Q8N1F7 P61956 Q12769 Q8WUM0 Q96SK2 A8CG34 O14715 E9PJ23 Q8NFH3 P0DJD1 P35658 Q9BXS6 P46060 Q8TEM1 A6NKT7 Q2M296 Q96EE3 Q8NFH4"
49,36,0.3063,193.0,1162,0.1352,0.999999,"P30536 O00180 P36542 P08574 Q9Y6C9 P59542 P06576 P18859 P48047 P21796 O75947 P00403 Q9UII2 P24539 Q9NZJ7 O75964 P56381 P30049 Q9UNL2 P45880 Q9Y277 P39656 Q9NZ45 P35232 P25705 P56385 Q9UHQ4 O15258 P25106 Q9H0U3 Q8NC44 P56134 P48201 O15438 P03928 Q9NX36"
50,24,0.3007,83.00,1507,0.05067,0.999941,"O95831 P40855 Q14318 O75381 Q5T8D3 P56589 Q9NR77 Q9GZT9 Q92667 Q7Z434 Q8NC06 Q92968 Q5VW38 Q3SXY7 Q70CQ3 Q9Y2W6 P19367 O00429 Q5THJ4 Q9NVH0 O96011 Q969Z3 Q86UB9 O43164"
51,7,0.3333,7.000,334.0,0.01972,0.998157,"Q07065 O75915 Q6ZNB6 Q5BJH7 P13598 P51888 P42261"
52,6,0.3333,5.000,290.0,0.01629,0.820341,"O95661 Q8N9U0 Q96FG2 Q8TF44 Q71H61 P80192"
53,19,0.3041,52.00,490.0,0.08966,0.967513,"Q0D2K3 Q08117 Q14774 Q05925 Q04726 Q99990 Q96HZ4 Q5TAB7 Q96DZ5 Q9UM63 Q9BZI1 Q9Y5R5 Q04725 Q04724 P55083 Q04727 O95475 Q9UMR3 Q14469"
54,6,0.3333,5.000,286.0,0.01650,0.793317,"P35579 Q8TBZ6 Q96M96 Q8N841 Q5JSP0 O15068"
55,13,0.2692,21.00,688.0,0.02857,0.999922,"P37268 Q96RD7 Q8N0Z3 Q86UX6 O75449 Q9Y5M8 Q8WUY1 P08240 Q96HY6 Q96JB5 P14209 Q7L3V2 P42771"
56,6,0.3333,5.000,272.0,0.01730,0.162502,"Q99750 Q8TD91 O60565 Q86XR2 Q8TAF7 Q7RTU0"
57,50,0.3004,368.0,1337,0.2039,0.997758,"P10599 P36969 P68106 P49773 P61604 P37802 Q01469 Q9UI15 P62942 P22392 P29401 P00558 P52209 Q99714 P26038 P33316 Q9H4Y5 P09972 P15259 Q01995 P26885 P18669 P23284 P31948 P07205 Q9NPH2 C9JRZ8 P42765 P13639 P06733 P15374 P60174 O14732 P04179 P09104 P04075 P78417 Q9HC38 O95757 P04406 P13929 P52565 P13797 P15121 Q04760 P29218 P05413 P02689 O15540 Q6EEV6"
58,15,0.3048,32.00,470.0,0.06015,0.995130,"Q9UJC3 Q86VS8 Q13304 Q9Y275 Q92622 Q99570 Q8NEB9 Q14457 Q9H8T0 Q5JWR5 Q5W0V3 Q9H714 Q9P2Y5 Q8N612 Q05DH4"
59,7,0.3333,7.000,312.0,0.02102,0.897867,"Q9UPY8 Q9BYP8 Q01851 A6NHP3 Q8WXT5 Q495Y8 Q8IVL1"
60,9,0.3056,11.00,393.0,0.02607,0.998786,"Q96LB9 O76011 Q9H0W8 A4QMS7 P49356 P57077 Q96MA6 Q8N4L8 Q15937"
61,9,0.3056,11.00,412.0,0.02494,0.997163,"P17844 Q92620 Q8IX18 Q8TAP9 Q5T481 P0DPD8 P42285 Q96RS6 Q9UK59"
62,45,0.4283,424.0,1483,0.2123,0.993182,"Q9HAH1 Q9Y2R5 P82914 Q66K89 Q13595 P17021 P82932 Q9Y399 Q9H7H0 Q9P031 O75390 Q8IVS2 Q9Y676 Q9Y3D9 P52736 Q9Y2R9 P82673 Q96EL2 Q8IYB8 P82933 Q9Y3D5 P82930 P82675 Q9Y291 P51398 P82912 O60783 Q92552 P82664 P82663 Q96EY7 Q9BYN8 Q92665 P82650 Q8NC60 Q9Y2Q9 P82921 Q9P0P8 Q9NWT8 P01127 Q6PF06 Q9Y3D3 Q5F1R6 Q6P1X6 O75952"
63,64,0.3001,605.0,2984,0.1628,0.999873,"Q9UPN4 Q9ULJ1 Q5BJF6 O95684 Q49A88 Q66GS9 P08727 O95835 Q15468 Q9P2S5 Q86SQ7 O95613 Q8IUZ0 O43303 Q8TDM6 O14777 O60308 Q5VT06 Q9HC77 Q8IW35 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q8WXW3 Q99550 Q86T90 Q96NL6 Q9P209 Q6ZNE9 Q15154 Q9C099 Q96SN8 P05783 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q8N6V9 Q2KHM9 Q96LP2 Q2M2Z5 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q9ULL1 Q6ZU80 Q4AC94 Q68CZ1 Q96K30"
64,6,0.3333,5.000,253.0,0.01852,0.972497,"Q9NUH8 O75711 Q5SWH9 Q9UGQ3 Q9Y584 Q9BXA5"
65,3,0.6667,2.000,4.000,0.1667,0.500000,"Q9HC97 P45985 Q96EK9"
66,16,0.3000,36.00,440.0,0.07087,0.989003,"Q5JTZ9 P09622 Q15120 Q02218 P10515 O75306 P53597 Q96I99 Q96HY7 Q92947 Q99807 P36957 P82909 Q9ULD0 Q8N3R3 Q8IWG1"
67,6,0.3333,5.000,78.00,0.05263,0.997867,"Q9BQJ4 Q969H0 Q16649 Q9Y5X2 P16435 P21941"
68,13,0.2692,21.00,366.0,0.05085,0.971015,"P23025 Q96FZ2 P20700 Q96S55 P15927 P49459 P31271 P27694 O15079 P35244 P63146 Q86UA6 Q13156"
69,5,0.4000,4.000,34.00,0.08333,0.992801,"Q9UQK1 P05089 O95685 Q5T1V6 P78540"
70,3,0.6667,2.000,7.000,0.1333,0.970327,"Q16384 P21399 P52943"
71,6,0.3333,5.000,264.0,0.01779,0.998413,"Q15853 P27482 O15554 Q9HC78 Q9HCM1 Q8WUR7"
72,6,0.3333,5.000,69.00,0.05814,0.995038,"Q9BYP8 P07438 A6NHP3 Q495Y8 P43220 Q8N339"
73,6,0.3333,5.000,229.0,0.02033,0.222423,"Q5JX71 Q9NRC9 Q9H3T2 Q86WK9 Q9HAB3 Q7Z7B8"
74,6,0.3333,5.000,234.0,0.01992,0.734450,"Q86WK9 Q96I45 Q9Y282 P54710 Q6UXD7 Q8WWG1"
75,6,0.3333,5.000,249.0,0.01880,0.996227,"Q9UJX6 Q17RS7 P09936 O94788 O95677 Q9H799"
76,12,0.3030,20.00,438.0,0.04149,0.0377800,"Q7Z3S9 A0A087WUL8 P14222 Q14CX5 Q9ULS6 Q8IUH8 Q86UN2 P09172 Q04900 P52824 Q6IB77 P21918"
77,29,0.3005,122.0,732.0,0.1338,0.992631,"P22314 P47897 Q86SQ7 P13667 Q13155 P41252 P54136 Q5VTE0 P07814 P14868 P56192 Q15046 Q9P2J5 Q06210 A2RTX5 P41250 Q12904 O43324 Q6FI81 P42224 P49588 Q9Y237 Q6P179 Q8IYI0 P29350 Q5JPE7 P28329 Q8NE18 Q9Y2D2"
78,6,0.3333,5.000,256.0,0.01832,0.996973,"P11169 P29966 O94788 Q8TDB8 P00352 Q6P6B1"
79,23,0.2648,67.00,617.0,0.09178,0.999650,"Q8IXW0 P62995 Q96MU7 P02008 P09012 Q86YV0 P98179 P61978 Q86VE0 Q5VWX1 P38159 Q15415 Q12926 Q9Y272 Q9Y5E9 Q9UNE2 O75525 P0DJD3 P10155 Q6ZWB6 A6NEQ0 P55318 P32754"
80,6,0.3333,5.000,236.0,0.01976,0.970470,"B2RXH8 Q5TAX3 P00374 P46734 Q9H6T0 Q9UGR2"
81,22,0.3030,70.00,633.0,0.09371,0.959139,"Q2M389 Q9Y3C0 Q6ZU35 P47755 P47756 P52907 O15055 Q9Y4E1 Q641Q2 Q12768 Q9UM21 Q9NQA3 C4AMC7 Q8N7B1 Q9Y3L3 Q96P48 Q8TD55 Q96MN2 Q6F5E8 Q6JBY9 Q9C0B7 A8MWX3"
82,9,0.3056,11.00,450.0,0.02296,0.999310,"Q969X5 Q8TCT9 P08240 P20020 Q07283 P42771 Q86XP1 O60673 P24385"
83,12,0.3182,21.00,313.0,0.05866,0.740155,"P09341 Q13490 Q12933 Q96MP5 P19876 Q6FIF0 O95999 P55210 Q5VW38 Q3SXY7 P19875 Q8IY51"
84,6,0.3333,5.000,219.0,0.02119,0.376277,"P02792 Q67FW5 Q6DN03 Q2M3V2 Q9H8M1 Q86Y97"
85,6,0.3333,5.000,239.0,0.01953,0.997334,"Q63ZY3 O95886 P48742 Q8WTP8 Q92502 Q13685"
86,30,0.3034,132.0,800.0,0.1331,0.990554,"Q10567 Q8N6T3 P63010 Q15811 Q59EK9 Q96CW1 O95782 O94973 Q9UBC2 Q9BV29 P53680 O43747 P56377 P61966 O75843 Q96N06 P02461 Q96PC3 Q9NVZ3 Q16626 Q9Y6Q5 P49418 Q9BQI5 Q6ULP2 Q86YL5 O95081 Q9P2D3 Q9H1H9 Q9UMZ2 Q6PD74"
87,8,0.3214,9.000,310.0,0.02687,0.980610,"Q86VW0 Q9Y6H6 Q9UJ41 Q96MT3 Q9H426 Q9NYF0 Q9Y2E4 Q12866"
88,6,0.3333,5.000,234.0,0.01992,0.996112,"Q8TEW0 Q9Y2H5 Q52LW3 Q9BYG4 Q9ULC8 Q6ZSZ5"
89,6,0.3333,5.000,222.0,0.02092,0.970979,"A6NEM1 Q12901 Q9BV47 Q9UIE0 Q16595 Q8IXJ9"
90,69,0.3009,706.0,2290,0.2253,0.998627,"Q9BW85 P41223 P62306 O75934 Q15427 Q9Y5U2 Q15428 Q15696 O60508 O94906 Q15393 Q6P2Q9 O75643 P62318 P62316 P62304 P62314 Q9HCS7 Q9BZJ0 O60306 Q9BRX9 Q13573 Q8WUD4 Q9UNP9 Q9ULR0 O95926 P14678 O60828 O43719 O43395 O43290 Q9BRR8 Q96AT1 Q96NB3 Q9Y5B6 Q69YN2 P62308 Q9UDW3 Q16560 O43172 Q56P03 Q9Y312 O95905 Q15029 P08579 P63162 P09661 O43660 Q9UMS4 Q15459 Q12874 Q86SE5 Q7RTV0 Q9NW64 Q96DI7 Q99459 Q9UBB6 Q9H875 Q9H5Z1 O75533 Q9UHR6 Q6IEG0 O95400 Q9Y3B4 Q6P3X3 Q96LT9 Q8IYT2 Q8N8D1 Q8IYR2"
91,6,0.3333,5.000,76.00,0.05376,0.998240,"Q9UKA9 P43243 Q9Y6H5 Q6ICG6 Q96SZ6 Q14191"
92,9,0.3056,11.00,293.0,0.03416,0.999100,"Q9H8K7 P09496 O15021 Q7Z6B0 Q9UJY5 O94788 Q9UJY4 O43353 Q9Y3S1"
93,14,0.3077,28.00,398.0,0.06167,0.927157,"Q9ULJ8 A1L390 P16591 Q9UHB6 Q0ZGT2 Q9ULC0 Q6PCB8 Q9NXD2 P50749 Q7Z4U5 Q3SXR2 P07320 Q6IMI4 Q8N7M0"
94,6,0.3333,5.000,211.0,0.02193,0.937133,"P78371 Q562E7 Q16518 Q9H0N0 Q5T0D9 Q6A1A2"
95,9,0.3056,11.00,320.0,0.03152,0.940989,"Q6RW13 Q96DZ9 P06727 Q96PE7 Q99259 O60225 Q8IWE2 Q8WU17 P46952"
96,20,0.3000,57.00,670.0,0.07432,0.999966,"Q9H2C0 Q16352 P07197 P07196 P48681 P17661 O15061 P08670 P02533 Q9Y4K1 Q9H7C4 P12036 Q96DX4 Q96G01 A6ND36 O43353 Q53GG5 Q9H6W3 Q9C075 P08729"
97,6,0.3333,5.000,211.0,0.02193,0.970979,"Q13501 P09936 Q53GG5 Q9GZQ8 Q9HD89 Q9C0B9"
98,7,0.3333,7.000,237.0,0.02713,0.981515,"Q15287 P51814 Q6AZW8 O43684 O43670 Q14585 Q9BSF8"
99,10,0.3111,14.00,156.0,0.07368,0.997930,"Q86WC6 P62136 Q9UQK1 Q15435 O95685 O60927 P68543 P41236 O14990 Q9H175"
100,6,0.3333,5.000,209.0,0.02212,0.988179,"Q9UBK5 P10589 Q9NYG2 Q96ND0 Q9HAW0 Q86VV8"
101,6,0.3333,5.000,192.0,0.02392,0.135638,"P11912 P48065 Q7Z3Q1 Q6ZSM3 P08100 Q5VWC8"
102,6,0.3333,5.000,193.0,0.02381,0.400740,"P0CG47 Q96MS3 Q9UKT6 Q6ZTR5 O75881 Q6V702"
103,12,0.3182,21.00,333.0,0.05556,0.975795,"L0R6Q1 Q96G79 Q8TDT2 Q8IVJ1 Q8N271 Q9BSR8 Q9UKG4 Q8NET1 O75503 F8WCM5 P01344 Q96EP9"
104,9,0.3056,11.00,310.0,0.03245,0.998942,"Q9BVG8 Q13163 Q05D60 Q9UJW8 Q99759 Q6Q0C0 Q13164 Q9Y2U5 O00762"
105,9,0.3056,11.00,302.0,0.03323,0.999426,"P98172 O43745 A2RRL7 Q9H892 P29323 P54753 P52799 Q5W0V3 O60346"
106,6,0.3333,5.000,195.0,0.02358,0.988179,"Q9HB75 Q15185 Q6P1M9 P0DP91 Q86VX9 O75417"
107,7,0.3333,7.000,233.0,0.02756,0.996820,"Q00610 Q14764 Q9H3G5 O14545 Q9UKK3 Q9C000 Q6ZSR9"
108,7,0.3333,7.000,216.0,0.02954,0.995361,"Q9H0I2 Q495M9 Q86X51 O95561 Q5VWK0 Q9Y6N9 Q8TE85"
109,6,0.3333,5.000,200.0,0.02304,0.977250,"Q9NV35 Q9BRK4 Q8WTP8 Q96PF2 Q9H2X6 Q4G0N7"
110,4,0.5000,3.000,20.00,0.09677,0.913983,"P78381 P07478 P35030 P16885"
111,9,0.3056,11.00,313.0,0.03216,0.980659,"Q9Y3E0 Q9UI14 Q9BT40 Q99963 O75449 P0C7P4 Q6UWV7 Q16832 Q6IAN0"
112,6,0.3333,5.000,197.0,0.02336,0.988179,"Q9BY84 Q9BSF8 Q6PFW1 A2RUB1 Q9UPR3 Q5TAX3"
113,9,0.3333,12.00,257.0,0.04181,0.990189,"Q8NHS1 Q8NBI2 P62952 Q5JXX7 Q9BSE4 Q969W0 O95237 Q96I36 Q8NG35"
114,12,0.3030,20.00,405.0,0.04454,0.981328,"Q96BA8 Q8N2M4 Q08629 Q9Y5U4 P41181 O75355 P11169 Q6TCH4 Q8NH19 Q02161 Q70SY1 P15941"
