Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
29,5,0.3524,3.524,76.48,0.03915,0.996692,"O75771 Q14142 P58397 Q8IYA8 Q9NRH2"
30,8,0.3049,8.538,163.6,0.04539,0.998062,"Q9H2P9 Q8TAT6 P08243 Q9Y5K6 Q92890 Q6P3X3 Q496J9 Q9C0I1"
31,6,0.3060,4.591,80.42,0.04732,0.995880,"P23528 Q14019 P50454 Q9UK76 P40926 Q9NRV9"
32,14,0.3013,27.42,257.7,0.08758,0.999938,"P42568 Q9UHB7 O60563 Q9UN30 Q9H4G0 Q03111 Q9Y2J2 Q8N1A0 O00472 Q9HB65 P51825 P11171 O00418 O60583"
33,24,0.2658,73.37,320.9,0.1659,0.983584,"Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q8IWW6 O94856 P16333 P55160 Q5SYE7 Q6NT52 Q400G9 Q56UQ5 O43150 O75334"
34,5,0.3192,3.192,291.5,0.01048,0.996692,"P49450 P37275 Q9Y6X9 Q6PL18 Q8TD26"
35,5,0.3048,3.048,259.8,0.01117,0.996692,"Q9BXW6 Q9UK00 Q9P0L0 P61020 Q9NVV0"
36,11,0.3033,16.68,563.8,0.02769,0.999969,"Q8N3L3 Q8IYE1 P54257 Q08379 Q96JN2 Q8IYX8 P40222 Q8TD31 Q9NUQ3 O75376 P56279"
37,17,0.3078,41.86,257.3,0.1256,0.986251,"P48426 O94992 Q96JC9 P42568 Q9UHB7 O60563 P50750 P55199 Q03111 Q9H6A0 O00472 Q9HB65 Q96CJ1 P51825 Q5W0Q7 O60583 P51826"
38,4,0.3503,2.102,46.39,0.03720,0.992931,"Q92945 P23588 Q9H3S4 P60484"
39,17,0.2900,39.44,207.1,0.1406,0.989493,"P11137 Q12802 Q9HAT0 P13861 Q9P0M2 O43687 Q76N32 P31323 P22694 P10644 Q8N6U8 P17612 P24588 Q86UN6 Q15506 P22612 Q96C74"
40,6,0.3378,5.067,176.7,0.02615,0.998474,"Q9P2D0 Q9H0A0 P05455 Q8IY37 Q96C57 Q6RFH5"
41,10,0.3315,14.92,74.52,0.1363,0.984395,"Q3SY84 P04264 P35908 Q5XKE5 P13647 Q7Z794 Q7Z3Z0 Q7Z3Y7 P07477 P13645"
42,13,0.3059,23.86,193.8,0.09792,0.999121,"P52926 Q01831 P49916 P18887 P12956 P15927 P06746 P05114 Q8IW19 Q04743 P49917 Q9NUW8 Q9UGN5"
43,11,0.3004,16.52,113.5,0.1087,0.987213,"O14713 P09622 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 Q8N3R3"
44,15,0.3032,31.83,444.7,0.06284,0.999959,"P61964 Q9UMN6 Q03164 Q9UBL3 Q9GZS1 Q9P0U4 O15047 Q8NFC6 P37275 Q14686 O14686 Q96IK1 Q9Y5Z7 Q15291 Q9UPS6"
45,11,0.3036,16.70,122.5,0.1036,0.998739,"Q9BWN1 Q15173 Q15172 Q13362 Q5TF21 P56704 P30154 Q76NI1 Q5FBB7 Q16537 Q8N2R8"
46,4,0.3484,2.091,29.36,0.05299,0.992931,"Q92793 Q16763 Q5FWF5 P29279"
47,3,0.3690,1.107,14.64,0.05090,0.959572,"Q9UPZ6 Q9Y5Y7 Q86WI0"
48,6,0.3098,4.647,180.8,0.02354,0.998474,"P11021 Q9GZX3 P22891 Q6UXC1 Q9UBS3 Q9GZS9"
49,4,0.3205,1.923,33.44,0.04435,0.943824,"Q99081 O60682 Q16559 O43680"
50,10,0.3074,13.83,398.8,0.03197,0.999909,"O60906 Q96GR4 Q9H313 Q12770 Q8WWF5 Q9BZC7 Q86UL3 Q8NEN9 P52429 Q8TDW4"
51,7,0.3143,6.600,110.4,0.05037,0.999299,"Q9Y2E5 Q9NRD1 P11717 P51688 Q02083 O00754 P54802"
52,20,0.3009,57.17,787.4,0.06463,1.00000,"P28070 Q08117 P54259 O75360 Q3LI72 O15405 Q03989 Q9BYR6 Q3LI76 Q3LI66 Q96A09 Q96LM6 Q16633 A8MV65 Q96F45 O60548 Q3SYF9 Q99697 Q7RTU3 Q5JUK2"
53,84,0.2512,875.8,2452,0.2505,0.948673,"Q14254 P08648 Q09666 P46940 P62140 P61158 Q9NR12 Q9UGI8 Q9BR76 Q9ULV4 O15145 O43795 Q4KMQ1 Q9Y608 A1L390 Q6WCQ1 P09493 P67936 P07951 Q5M775 O14639 Q86V48 Q5TB80 O75128 Q9Y4I1 Q8WWI1 Q9NQW6 Q14126 O95425 Q6ZU35 Q96SB3 Q76I76 Q9UPQ0 O43707 P63261 P61160 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 P24941 P06396 P59998 Q8WXE9 O15143 O15144 O43293 O95782 P14384 P47756 P52907 P98082 Q01082 Q0ZGT2 Q12792 Q13045 Q13813 Q27J81 Q6P4F7 Q8N3V7 Q8N556 Q92828 Q9BPX5 Q9NQX4 Q9NSY1 Q9P0K7 P35580 P27482 O75369 O94875 Q14247 Q12965 Q9Y2D5 O14974 P07355 A6NMY6 Q9HC78 Q96C19"
54,5,0.3003,3.003,217.7,0.01302,0.993907,"P11142 Q9Y2X9 P49190 P04150 Q8N8M0"
55,4,0.3055,1.833,129.5,0.01315,0.992931,"Q14990 Q99750 Q8N8Z8 Q6PF04"
56,6,0.3481,5.221,25.94,0.1210,0.885117,"P19022 Q02078 O14907 Q06413 Q02080 Q14814"
57,4,0.3057,1.834,31.41,0.04447,0.903035,"Q9UMR7 Q9NY64 Q01973 Q8IVU1"
58,10,0.3024,13.61,334.0,0.03701,0.984395,"Q9UPY8 Q01851 O00139 Q3KQU3 Q9P270 Q8IYA6 Q08AD1 O15021 Q5T5Y3 P30622"
59,10,0.3065,13.79,121.1,0.08904,0.999343,"Q9BVA1 Q9BTW9 P25445 Q13885 P68371 P04350 P36404 Q5TFG8 Q13938 P20231"
60,8,0.3041,8.515,281.1,0.02787,0.999679,"Q9UBL3 Q13129 O60281 Q92766 Q8IX18 Q96T37 Q9HCK1 O14686"
61,17,0.2665,36.24,323.5,0.09204,0.963369,"P11177 P11182 P08559 P42229 P09622 Q15119 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 P49189 Q9H3H1"
62,16,0.2947,35.36,104.5,0.2057,0.757175,"Q9BW83 Q9H7X7 Q86WT1 Q8WYA0 Q9NQC8 Q9Y366 Q13099 Q9NWB7 Q96AJ1 Q9Y547 Q9UG01 Q8TDR0 Q9P2H3 A0AVF1 Q8N4P2 P48307"
63,11,0.3021,16.62,224.6,0.06313,0.999969,"Q03936 Q9NYW8 Q14767 Q14592 O75467 Q96C28 Q6AW86 Q7Z398 Q8N2S1 A6NFI3 Q14929"
64,5,0.3186,3.186,49.41,0.05090,0.894962,"Q13952 P32519 Q8N365 Q02086 O14901"
65,5,0.3423,3.423,39.62,0.06454,0.996692,"Q9UI08 Q8N8S7 Q96FX7 P35080 Q96NY8"
66,10,0.3051,13.73,247.9,0.04874,0.998586,"O00560 P15923 Q99081 Q02535 A1E959 Q96RJ6 Q719H9 P15884 A6NI15 Q8WVJ9"
67,56,0.2716,418.3,1921,0.1707,1.00000,"Q05519 Q9Y383 Q8IYB3 Q96DU9 Q14498 O75400 Q15287 Q6ZUT1 Q9NQ29 Q9NYF8 Q13523 P30414 Q8N2M8 Q08170 Q8TAD8 Q16629 Q13247 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 Q53F19 P78362 Q9UKJ3 Q9H307 Q9ULR5 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 P49759 Q96MU7 Q13427 Q9UHX1 O00422 Q9UQ35 Q7Z6E9 O75152 P84103 Q12926 P49756 Q8WXA9 Q9NWB6 Q9H000 Q13242 Q9NYS7 P04553"
68,9,0.3248,11.69,342.8,0.03139,0.999457,"Q8NC51 Q9H7E2 Q7KZF4 P62847 Q86UE4 Q8WU90 Q9Y421 Q9BZI7 Q14444"
69,7,0.3351,7.038,85.56,0.06602,0.999299,"Q96CS7 Q9BSL1 P0CG48 Q9BZV1 Q8N6M9 Q5VVQ6 Q9NWF9"
70,12,0.3036,20.04,575.9,0.03232,0.999977,"P51116 P60866 Q8NC51 P0DMV9 P0DMV8 Q06787 P51114 P78344 Q9Y520 Q14157 Q9UKY7 Q9NRY4"
71,6,0.3054,4.582,106.4,0.03725,0.531963,"Q9H2S6 Q5JX71 Q9BSE2 Q9NRC9 Q86WK9 Q7Z7B8"
72,10,0.3002,13.51,444.3,0.02827,0.999616,"Q8TAP4 Q6ZVT0 Q5JR59 Q96N21 Q9UHB4 Q14005 Q6ZNG0 P36406 O95990 Q86VV4"
73,15,0.3030,31.82,124.3,0.1710,0.885486,"Q9BXJ1 P08253 Q02809 Q8IYK4 Q8NBJ5 O60568 P02462 Q14031 Q9Y215 O00469 Q07092 P08572 Q96P44 Q96K30 Q9Y6Z7"
74,4,0.3403,2.042,53.76,0.03201,0.992931,"O00167 A1E959 Q71SY5 Q15475"
75,6,0.3858,5.787,66.84,0.06838,0.977336,"Q5T200 Q8N7E2 Q15007 Q69YN4 Q2KJY2 Q75N03"
76,4,0.3621,2.173,147.6,0.01377,0.843839,"Q15942 Q2M1Z3 Q9C0B0 Q9HAP2"
77,5,0.3045,3.045,146.4,0.01910,0.952654,"B2RXH8 Q5TAX3 O60870 Q9H6T0 Q9UGR2"
78,50,0.2289,280.4,1392,0.1581,0.999267,"Q9UPN4 Q9ULJ1 Q5BJF6 P63167 O95684 Q49A88 Q66GS9 P08727 Q15468 Q86SQ7 O95613 O43303 Q5VT06 Q8IW35 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q86T90 Q9P209 Q15154 Q9C099 O14578 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 P40617 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94 Q68CZ1 Q6NY19"
79,4,0.3217,1.930,42.64,0.03671,0.992931,"O14796 Q86Y26 Q07912 Q86Y33"
80,4,0.3043,1.826,43.43,0.03428,0.984809,"Q99757 P24844 Q96PY5 Q8NCU1"
81,4,0.3213,1.928,147.7,0.01223,0.992931,"Q9Y6H6 Q8NCT3 Q6PCT2 P35453"
82,6,0.3222,4.833,141.8,0.03046,0.995880,"Q5JTW2 O15055 P33151 Q99733 Q8IZT6 O15403"
83,8,0.3017,8.447,86.21,0.07633,0.999679,"P48739 Q99798 P04179 P04181 P36871 P30837 P10768 P05091"
84,7,0.3010,6.320,247.2,0.02363,0.999299,"Q05516 Q6NZ36 Q8NI38 A6NEM1 Q7Z6J9 O95990 Q9UIM3"
85,5,0.3008,3.008,156.9,0.01770,0.996692,"Q9Y294 Q14686 Q9NZM4 Q14814 Q8N5Y2"
86,55,0.3000,445.6,2022,0.1729,1.00000,"P07910 Q05519 Q9H7N4 Q9Y383 Q96DU9 Q14498 Q15287 Q6ZUT1 Q9NQ29 Q9NYF8 P30414 Q8N2M8 Q08170 Q8TAD8 Q16629 Q13247 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 Q53F19 P78362 Q9UKJ3 Q9H307 Q9ULR5 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 P49759 Q96MU7 O60306 Q13427 O60812 Q9UKM9 Q92615 O00422 Q9UQ35 Q7Z6E9 O75152 P84103 Q12926 Q1KMD3 Q9NWB6 Q9H000 Q13242"
87,4,0.3586,2.152,83.27,0.02303,0.557383,"Q13257 Q9ULL5 Q9BZE2 O60890"
88,8,0.3100,8.680,261.4,0.03034,0.999679,"P27824 Q8IXK2 P01909 Q9UHP7 Q13724 P06126 O95672 Q14703"
89,38,0.3538,248.7,746.0,0.2323,0.984445,"Q9Y2R5 P82914 Q66K89 Q13595 P17021 P82932 Q9Y399 Q9H7H0 Q9P031 Q8IVS2 Q9Y676 Q9Y3D9 P52736 Q9Y2R9 P82673 Q96EL2 P82933 Q9Y3D5 P82930 P82675 Q9Y291 P51398 P82912 O60783 Q92552 P82664 P82663 Q96EY7 Q9BYN8 Q92665 P82650 Q8NC60 Q9Y2Q9 P82921 Q9NWT8 Q6PF06 Q9Y3D3 Q5F1R6"
90,4,0.3208,1.925,21.86,0.06055,0.992931,"Q9HCJ0 Q8IV63 Q9Y466 Q9BWW7"
91,30,0.2756,119.9,690.7,0.1377,0.944007,"P50991 Q92636 Q13117 Q9HCS5 P78371 P61160 P50990 Q99832 Q92526 P40227 P17987 P48643 P49368 P57775 Q9GZS3 O00628 Q92466 Q8TDG2 A6NHL2 Q6PCD5 Q5VU57 Q9Y5Z7 Q96MX6 Q9H2J4 O43684 Q9BQ87 Q8N0Y7 Q9Y4R7 Q8IYD2 Q5XUX1"
92,18,0.2351,35.97,253.9,0.1104,0.999886,"O15550 P61964 Q9UMN6 Q9UBL3 Q9P0U4 O15047 Q8NFC6 P51610 Q14686 O14686 Q9C005 Q96IK1 P98169 P55345 Q9Y5Z7 Q15291 Q9UPS6 Q8NEZ4"
93,9,0.3168,11.41,162.5,0.05945,0.998216,"Q6RW13 Q6ZPD8 Q969L2 O60906 P49638 Q9ULP0 P49675 Q9UKF7 Q8WY91"
94,4,0.3425,2.055,130.2,0.01465,0.903035,"P25815 Q9NP80 Q09472 Q99967"
95,12,0.3031,20.00,352.7,0.05042,0.999986,"P61236 Q3LI76 Q8IUB9 Q8IWL8 Q9NZ81 Q99932 Q15915 Q3V5L5 Q9UBV8 Q53HV7 Q5JUK2 Q9Y5R4"
96,11,0.3177,17.47,451.3,0.03560,0.999969,"Q92625 Q9NYB9 Q5TD97 Q9NQX0 Q9NR12 Q494U1 Q3KP44 Q7L5A3 Q8TDC0 Q13882 Q9Y2H0"
97,15,0.3013,31.64,444.4,0.06252,0.999190,"P14136 P41219 Q16352 P07197 P07196 P48681 P17661 O15061 O75113 Q8TD16 P08670 P02533 Q9H7C4 Q96G01 Q53GG5"
98,12,0.3324,21.94,161.3,0.1058,0.999846,"Q8IZ69 O15084 O75170 Q9UPN7 O60729 O00743 Q5H9R7 Q8NB46 Q8N8A2 Q14694 Q16566 Q8NHG8"
99,13,0.3645,28.43,114.7,0.1681,0.924484,"Q15019 Q16181 Q6ZU15 Q8WYJ6 Q9UH03 Q9H3Q1 Q14141 Q9NVA2 Q99719 Q92599 Q8IYM1 O43236 Q96P50"
100,11,0.2599,14.30,404.0,0.03247,0.990959,"P31946 P27348 P63104 Q9Y4H2 Q53ET0 Q6NUK4 P47974 Q6UUV9 Q8IVT5 Q9BWT1 Q6ZNJ1"
101,4,0.3340,2.004,130.8,0.01424,0.903035,"Q13501 Q70E73 Q5TC82 Q9C0B9"
102,11,0.3045,16.75,344.6,0.04369,0.999594,"Q3KQU3 P68366 Q71U36 Q13509 Q9BQE3 Q86Y30 Q8N2G4 Q9BRT8 Q9UBX7 Q76B58 P20718"
103,5,0.3109,3.109,120.8,0.02322,0.989214,"Q9UBK5 Q6P9B9 Q75QN2 Q86VV8 Q96N11"
104,5,0.3188,3.188,152.1,0.01928,0.981643,"P14373 Q86Y33 Q12774 Q13131 P84550"
105,8,0.3506,9.817,82.83,0.09036,0.948219,"P98179 P38159 Q15415 Q9Y5E9 O75525 P0DJD3 A6NEQ0 P32754"
106,12,0.3002,19.82,173.3,0.09125,0.999550,"Q86V42 Q9HAP6 Q8N3R9 Q8IY63 O14910 P46937 Q9NUP9 Q8NI35 O75970 Q8IX03 Q13368 Q5T2T1"
107,5,0.3029,3.029,61.69,0.04054,0.996692,"Q0D2K0 P21964 L0R6Q1 O00590 P34981"
108,10,0.3050,13.73,280.7,0.04365,0.999933,"O95678 P61968 Q9UHP6 P35900 Q01546 Q8NA54 P17661 P19012 Q86SG2 Q14525"
109,11,0.3100,17.05,326.3,0.04667,0.999969,"Q8NC42 P37173 Q5UIP0 P04201 P36894 Q9UNE0 Q8TCQ1 P15260 P23458 O14763 Q8NBU5"
