Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
27,66,0.3021,647.9,2605,0.1914,0.980489,"Q10567 P46940 P62140 P63010 Q9ULV4 Q13492 O43795 Q4KMQ1 P09496 Q00610 O14976 Q9NYZ3 Q9Y4I1 Q9NQW6 Q76I76 Q15811 O15027 Q2M2I8 Q96D71 Q59EK9 Q96CW1 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P35579 O00159 Q9UM54 P59998 Q8WXE9 O15144 O95782 P09497 P42566 P53675 P98082 Q0ZGT2 Q12792 Q6P4F7 Q8N3V7 Q8N556 Q9NQX4 Q9NSY1 P35580 P27482 O75369 O94973 Q14677 Q9UBC2 P53992 Q9NZM3 Q96FJ0 Q12965 P53680 O00443 Q9Y2D5 Q0JRZ9 Q9BQI5 Q8TEH3 O14974 O95630 Q96QS3 O75061 Q9HB29"
28,4,0.3719,2.231,30.20,0.05518,0.992931,"Q6ZMK1 Q5JTD7 Q6UWV6 O95155"
29,199,0.2808,5533,6897,0.4313,0.00000,"O43159 Q9BRU9 P61313 Q75WM6 O15479 P60866 P27635 P18077 Q6NSZ9 Q9ULW3 Q9NZM5 Q66K89 P46781 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q07020 P40429 Q02539 P50914 Q9UL40 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 P62888 P35268 P62424 P62917 P42766 Q13247 Q9HCE1 Q8WXF0 P62913 O15213 Q9NX58 P62241 P79522 Q9NQV6 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q13823 Q14692 Q15050 O76021 Q5SSJ5 Q8N9T8 Q49A26 P46087 O96028 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 Q8NEJ9 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 P0C0S8 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q9H9Z2 Q7Z2W4 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q12906 Q6P158 P46776 P46778 Q02543 Q15397 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q7RTS1 Q9ULD5 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9BSC4 Q03701 Q9NVP1 Q9BZE4 O95625 Q14690 Q9GZR7 Q8WTT2 Q8IY37 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q8IY81 Q14152 Q86V59 Q13435 P62854 Q15361 O76094 Q96K58 Q9Y4C8 Q969Q0 Q16777 P62851 P16104 O75533 P61254 P62081 P46782 P05387 O95793 Q96HE9 P30050 Q9UC06 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 Q9NUL3 Q9NUD5 P78563 P16403 Q9BRT6 Q8TBF4 O95478 Q8N5P1 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 P57071 Q9H7B2 Q00577 Q9NQ55 Q9BXY0 P18124 P08865 Q14512 P62280 P16989 Q7L3S4 Q9BQ75 P61353 Q6DKI1 Q92901 Q96GM8 O00566 P63173 P25398 P83731 Q8IZA3 Q2Q1W2 P62633 Q9H9Y2 Q9NY61 P62269 P23467"
30,73,0.3008,790.4,2716,0.2164,0.979669,"Q10567 P46940 P62140 P63010 Q9ULV4 Q13492 O15145 O43795 Q4KMQ1 Q9Y608 P09496 Q00610 Q5M775 Q86V48 O14976 Q9NYZ3 Q9Y4I1 Q9NQW6 O95425 Q76I76 Q9UPQ0 O15027 Q2M2I8 Q96D71 Q96CW1 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P35579 O00159 P24941 Q9UM54 P06396 P59998 Q8WXE9 O15144 O43293 O95782 P09497 P14384 P42566 P53675 P98082 Q0ZGT2 Q12792 Q13045 Q6P4F7 Q8N3V7 Q8N556 Q9NQX4 Q9NSY1 P35580 P27482 O75369 O94973 Q14677 O94875 P53992 Q96FJ0 Q12965 P53680 O00443 Q9Y2D5 Q0JRZ9 Q8TEH3 O14974 O95630 Q96QS3 Q8TB52"
31,4,0.3234,1.941,32.12,0.04614,0.764757,"P57054 P37287 Q86UP9 O95256"
32,8,0.3036,8.501,50.08,0.1140,0.996297,"O43747 P56377 O75843 Q96PC3 Q9Y6Q5 Q6ULP2 Q9P2D3 Q9UMZ2"
33,4,0.3303,1.982,38.93,0.04051,0.943824,"Q9BVI0 Q15678 Q96QZ7 Q96J86"
34,15,0.4262,44.75,165.0,0.1867,0.942506,"O75821 O15372 P60842 O00303 O15371 Q9Y262 Q7L2H7 P55010 P55884 Q99613 Q49MI3 Q9NZM3 B5ME19 Q9UBQ5 P41567"
35,14,0.3141,28.58,184.3,0.1186,0.999634,"O60711 Q14161 P05362 P15514 O60925 Q15052 Q13177 P16333 Q9Y2X7 Q14155 Q13153 O14907 Q16566 P48431"
36,7,0.3075,6.458,285.4,0.02112,0.999299,"P02545 P29083 P53999 Q86XP3 A3KN83 Q01130 P41091"
37,11,0.3347,18.41,142.9,0.1005,0.998069,"Q8IZ69 O15084 O75170 Q9UPN7 O00743 Q5H9R7 Q8NB46 Q8N8A2 Q14694 Q9H6T0 Q8NHG8"
38,4,0.3409,2.046,26.57,0.05587,0.667497,"P12956 P13010 Q9Y6Q9 P49917"
39,16,0.3065,36.78,245.2,0.1171,0.988701,"P48426 O94992 Q96JC9 P42568 Q9UHB7 O60563 P50750 P55199 Q03111 Q9H6A0 O00472 Q9HB65 Q96CJ1 P51825 O60583 P51826"
40,16,0.3020,36.24,286.5,0.1022,0.999978,"P49750 P23246 Q15424 O14979 P35637 Q92841 P22626 P51991 Q6FIF0 Q92804 Q07666 Q8IXT5 Q08211 Q15233 P31942 Q13151"
41,10,0.3292,14.81,64.77,0.1488,0.967989,"Q3SY84 P04264 P35908 Q5XKE5 P13647 Q7Z794 Q7Z3Z0 Q7Z3Y7 P07477 P13645"
42,13,0.3067,23.92,213.8,0.09072,0.944054,"Q13547 Q5T6S3 Q92800 Q6ZN18 Q9UKL3 Q15910 Q15022 O75530 Q9Y483 Q1XH10 Q92833 A6NHQ4 Q96EK2"
43,17,0.3023,41.12,262.4,0.1218,0.921052,"P11177 P08559 P42229 P09622 Q15119 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 Q96I99 P36957 P82909 Q9ULD0 Q9BS92 P49189"
44,5,0.3167,3.167,55.94,0.04583,0.996692,"Q9Y3S2 P17027 Q8N3J9 Q6UXX9 Q13875"
45,13,0.3017,23.53,185.8,0.1000,0.996716,"O15550 P61964 Q9UMN6 Q9UBL3 Q9P0U4 O15047 Q14686 O14686 Q96IK1 Q9Y5Z7 Q9Y5X4 Q15291 Q9UPS6"
46,6,0.3134,4.701,220.0,0.01986,0.984681,"P29034 Q9C0D4 Q9UIU6 Q9BUH6 O75688 Q86XP1"
47,11,0.3684,20.26,105.7,0.1369,0.997092,"P78364 Q3KNV8 Q8IXK0 O00257 P35227 O95931 Q8NDX5 P35226 Q96GD3 Q5VUG0 Q86UU1"
48,11,0.3036,16.70,214.1,0.06606,0.999909,"Q96H86 Q9Y5Q8 Q12789 Q9UKN8 Q9Y5Q9 Q8WUA4 A8K8V0 Q96A23 Q02577 O14958 Q9H4W6"
49,6,0.3254,4.881,76.00,0.05255,0.967224,"Q8WVX3 Q9NP94 P25025 Q9UIG8 O95867 O00421"
50,4,0.3814,2.289,14.35,0.09289,0.984809,"Q3MJ40 Q86YC3 Q86UN3 Q9NYY1"
51,6,0.3147,4.721,196.4,0.02215,0.993467,"Q8TBB1 Q9NWX6 Q16206 Q5T481 Q8TC92 Q969R2"
52,5,0.3043,3.043,215.0,0.01335,0.993907,"Q9H313 Q8WUY1 Q86UL3 Q8NBP5 Q9Y2Q0"
53,6,0.3010,4.515,181.5,0.02281,0.995880,"Q15323 Q8IXW0 P51800 Q9BX59 Q86VD7 P07510"
54,6,0.3167,4.750,85.17,0.04661,0.998474,"Q9Y2E5 Q9NRD1 P11717 P51688 O00754 Q01459"
55,5,0.3330,3.330,21.84,0.09469,0.894962,"Q9C0I9 Q8N6M6 Q9UL58 Q9H9A6 Q4LDG9"
56,4,0.3371,2.023,98.84,0.01858,0.969699,"Q99750 Q8N8Z8 Q96LL4 Q6PF04"
57,6,0.3183,4.774,50.25,0.07123,0.993467,"Q9BW91 O14732 P52565 P13797 O95336 P29218"
58,8,0.3049,8.538,156.4,0.04718,0.999679,"P38484 Q9BYC5 Q9UNG2 Q06136 P26572 Q9H1B5 Q96MH6 Q8N2Q7"
59,7,0.3020,6.341,150.7,0.03708,0.999299,"Q8IUH4 Q8WY22 Q6UWJ1 Q9H7F0 P78334 O60427 O43614"
60,12,0.3073,20.28,346.9,0.05185,0.993989,"Q9UPY8 Q01851 Q8WXT5 O00139 Q3KQU3 Q08AD1 Q9ULD2 O15021 Q96T17 Q7Z460 Q8IWC1 P30622"
61,12,0.3032,20.01,410.8,0.04399,0.992931,"P31946 P27348 P63104 Q16877 O00750 O60825 Q5TCZ1 P47974 Q6UUV9 Q8IVT5 Q16875 Q0VF96"
62,10,0.3151,14.18,95.58,0.1093,0.999877,"Q52LJ0 P34897 Q15102 P34896 Q92499 Q9Y224 Q9Y3I0 P68402 Q12972 Q96M27"
63,44,0.2586,244.7,1185,0.1612,0.999273,"Q9UPN4 O95684 Q49A88 Q66GS9 Q15468 Q86SQ7 O95613 O43303 Q5VT06 Q8N0Z3 Q8IYA6 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q86T90 Q9P209 Q15154 Q9C099 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q5T5S1 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94 Q9ULE4 Q68CZ1"
64,6,0.3105,4.657,137.4,0.03023,0.984681,"Q9NUH8 O75711 P07204 Q96BZ9 Q9BZV2 P55056"
65,5,0.3047,3.047,124.6,0.02213,0.981643,"Q04721 P41250 P08047 Q8N8A2 Q6ZN06"
66,7,0.3065,6.436,194.6,0.02993,0.920068,"Q14192 Q13952 P32519 Q02086 Q9Y5P3 O94916 P08047"
67,10,0.3068,13.81,228.3,0.05268,0.996358,"Q07157 O60292 Q9P2F8 O43166 P35222 O60299 Q9P266 Q99865 Q0VF96 O00512"
68,4,0.3327,1.996,66.18,0.02620,0.992931,"P49759 Q5T7P8 Q13049 O76083"
69,55,0.3012,447.3,1873,0.1841,1.00000,"P07910 Q05519 Q9Y383 Q96DU9 Q15287 Q6ZUT1 Q9NYF8 P30414 Q8TAD8 Q13247 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 P78362 Q9UKJ3 Q9H307 Q9ULR5 O60508 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 Q96MU7 Q9HCS7 Q9BZJ0 O60306 Q9UNP9 Q9ULR0 O95926 Q13427 O60812 O15504 Q9UKM9 Q92615 O00422 Q7Z6E9 O75152 P84103 Q12926 Q1KMD3 Q86SE5 Q9NW64 Q9H000 Q9H074 Q13242 Q86U42"
70,9,0.3042,10.95,113.9,0.07669,0.991441,"Q8IWL8 P51003 Q9H0L4 P33240 Q9UMD9 Q9BZB8 Q12996 Q9NRJ5 Q9H361"
71,5,0.3178,3.178,19.32,0.09781,0.851865,"Q9C0I9 Q8N6M6 Q9H9A6 Q4LDG9 P51884"
72,5,0.3064,3.064,78.24,0.03356,0.337587,"Q5JX71 Q9NRC9 Q9H3T2 Q7Z7B8 O14931"
73,5,0.3083,3.083,78.67,0.03360,0.989214,"Q8IZF4 Q96MH6 Q13491 Q9BX95 Q99720"
74,6,0.3111,4.667,214.9,0.02015,0.995880,"Q5JR59 O75604 Q9NS75 O75564 Q8TEC5 Q76G19"
75,4,0.3528,2.117,134.3,0.01466,0.992931,"Q9UJX6 Q17RS7 Q9Y4F5 Q92613"
76,9,0.3040,10.94,285.3,0.03483,0.997641,"P13667 O43852 Q14554 Q96S52 Q96L12 Q9UMX5 Q9Y2B0 Q9NYU2 Q14697"
77,8,0.3238,9.065,90.88,0.07818,0.814161,"P43351 Q9UBE0 Q8TB03 Q13952 Q9BPW4 O14901 Q02548 Q06710"
78,4,0.3079,1.848,31.10,0.04512,0.992931,"Q9H2P9 Q8N0X7 P48506 Q9HCE7"
79,5,0.3322,3.322,144.5,0.02104,0.894962,"B2RXH8 Q5TAX3 Q9UKY1 Q9H6T0 Q9UGR2"
80,6,0.3040,4.560,175.7,0.02371,0.997463,"P02792 Q9H0X9 Q96HE9 Q9NR48 Q96NY9 Q92630"
81,10,0.3007,13.53,183.9,0.06221,0.999933,"Q8TDQ0 Q9H8J5 O00459 P42338 O14654 P42336 P47901 Q8TCG2 P36896 Q7Z736"
82,6,0.3089,4.634,50.44,0.06908,0.989880,"Q4ZHG4 P41247 P01859 P01857 P01860 Q9NQ88"
83,6,0.3173,4.759,156.0,0.02756,0.998474,"A6NEM1 A6NK89 Q15561 Q7RTU4 O95990 Q9NPJ8"
84,7,0.3105,6.521,190.0,0.03097,0.979543,"Q9Y294 Q14686 O95833 Q9UKL3 Q9NVP2 Q58A45 Q504Q3"
85,4,0.3672,2.203,82.96,0.02365,0.442617,"Q13257 Q9ULL5 Q9BZE2 O60890"
86,12,0.3008,19.85,406.9,0.04405,0.998782,"P27824 Q8WWF1 Q2HXU8 Q24JP5 Q9NRB3 Q8NCH0 P52848 Q76KP1 Q14703 Q86WK7 P52849 Q16842"
87,4,0.3215,1.929,37.10,0.04103,0.992931,"P27797 Q9UKA9 P43243 P13693"
88,16,0.2709,32.51,193.8,0.1259,0.999062,"Q9BXL8 Q9BWN1 Q14140 Q7Z309 Q66LE6 Q13362 Q12950 P62714 Q96E09 Q9NUC0 A2A3K4 P30154 P63151 Q5BJD5 Q9Y2T4 O43638"
89,4,0.3538,2.123,18.85,0.07327,0.992931,"Q99909 Q96CN5 Q16385 Q7RTT5"
90,7,0.3207,6.735,51.90,0.09273,0.998353,"Q8NF50 Q9Y2L9 O75427 Q5VUJ6 Q6H9L7 Q96HP0 Q96II8"
91,11,0.3141,17.28,308.1,0.04974,0.999750,"O95980 P48745 Q9NRY6 Q6P5X5 Q5BKX5 Q0VD86 O43559 Q9BRJ7 P27658 Q9BU61 A0A0U1RQF7"
92,5,0.3616,3.616,13.79,0.1319,0.952654,"O95886 Q9P1A6 Q86UL8 O14490 Q15700"
93,13,0.3131,24.42,161.8,0.1151,0.999262,"Q9H2C0 O43790 Q14CN4 Q16352 P07197 P07196 P17661 P02533 P13646 Q14532 Q9H7C4 Q9C075 P08729"
94,6,0.3097,4.645,75.73,0.05029,0.993467,"Q96P70 P07814 P50213 Q99798 P51553 Q7L3T8"
95,7,0.3271,6.870,205.7,0.03033,0.999299,"P20839 P12268 P49915 P17812 Q96BM1 P55769 Q96G28"
96,4,0.3514,2.109,110.6,0.01746,0.843839,"Q13501 Q92613 Q53GG5 Q9C0B9"
97,10,0.3142,14.14,106.5,0.1005,0.981182,"Q9HC35 Q9BVA1 P25445 Q13885 P68371 P04350 Q8TD19 O00423 Q13938 P20231"
98,5,0.3008,3.008,54.91,0.04429,0.989214,"Q96M91 O95995 Q8TC71 P51959 P12757"
99,4,0.3487,2.092,89.10,0.02109,0.969699,"Q9UBK5 Q15012 Q96ND0 Q9HAW0"
100,5,0.3375,3.375,136.7,0.02249,0.996692,"O00311 P14373 Q8NAP8 Q8NFT6 Q86Y33"
101,12,0.3050,20.13,192.9,0.08493,0.999846,"Q9BQ04 Q13351 P02008 P09012 P98179 P61978 P38159 Q15415 P07101 Q9Y5E9 O75525 P0DJD3"
102,13,0.3005,23.44,194.5,0.09611,0.999571,"Q96A37 Q86V42 Q9HAP6 Q8N3R9 P35240 Q8IY63 O14910 P46937 Q9NUP9 Q8NI35 O75970 Q8IX03 Q13368"
103,4,0.3498,2.099,31.22,0.05079,0.992931,"Q9NUU6 Q02223 Q6ZVE7 P07357"
104,7,0.3017,6.335,130.1,0.04211,0.994698,"O75771 Q9H257 Q14142 P58397 Q8IYA8 Q495M9 Q01954"
105,20,0.2710,51.48,291.1,0.1346,0.996980,"Q8N8Y2 Q96NT0 Q13488 Q3ZAQ7 P27449 Q8N511 O15342 Q93050 Q9HBG4 P61421 Q9Y487 O95670 Q5GH76 Q9UGN4 Q9Y5K8 Q15904 P36543 P21283 Q16864 P15313"
106,5,0.3511,3.511,48.16,0.05693,0.989214,"P60033 Q9NSU2 Q8N7P3 P35212 Q10589"
107,6,0.3308,4.961,141.9,0.03124,0.993467,"P98172 Q8TCG2 P29323 P54753 P52799 O60346"
108,7,0.3132,6.577,131.9,0.04313,0.738548,"Q96EQ0 P05121 O43765 P55291 Q8WWY7 Q8N114 P04155"
109,6,0.3120,4.680,133.7,0.03113,0.967224,"Q96NB2 Q9H9B4 P55789 Q8N4Q1 Q96LU5 P56277"
110,6,0.3364,5.046,148.9,0.03041,0.995880,"Q9HB75 Q15185 Q9HBG6 Q8NEZ3 Q9P275 Q9H6R0"
111,6,0.3047,4.571,156.2,0.02645,0.998474,"Q9H0I2 O43463 Q5T686 Q16348 Q13432 Q7L5D6"
112,6,0.3099,4.649,53.10,0.06665,0.998474,"Q9NYF3 P49356 Q9Y463 Q13627 O60299 Q92539"
113,5,0.3027,3.027,132.4,0.02081,0.993907,"Q8NHV4 Q9Y6R4 P36896 O95319 Q01970"
114,5,0.3218,3.218,128.7,0.02268,0.996692,"Q9HAU0 Q9UL42 P54803 Q5EBL8 O76096"
115,6,0.3209,4.813,141.0,0.03051,0.998474,"Q9BQB6 Q9BTV4 Q9Y3E0 O14894 Q14165 Q96LU5"
116,5,0.3005,3.005,69.79,0.03630,0.996692,"Q16204 Q63HR2 Q9P127 Q9BTA9 Q8N987"
117,4,0.3221,1.933,112.3,0.01581,0.984809,"Q9BY84 Q96EP0 Q9BSF8 A2RUB1"
118,4,0.3124,1.874,38.75,0.03855,0.992931,"Q6ZPD8 Q7Z6M4 Q8WV15 P50876"
119,4,0.3466,2.080,20.09,0.06892,0.943824,"Q96HH9 Q9UJ71 Q8N1N0 O75071"
120,5,0.3043,3.043,20.39,0.09101,0.952654,"Q9H2S6 Q9NPE6 Q9BXK5 Q8TDX6 Q8TC36"
121,9,0.3157,11.36,328.7,0.03174,0.999457,"Q86UP2 O75054 P63167 Q9GZM8 Q86X02 P13682 Q01850 Q5T9S5 Q504U0"
122,4,0.3716,2.230,13.88,0.09247,0.843839,"P36897 Q8IUC8 Q10472 Q5TAG4"
123,3,0.5656,1.697,4.797,0.1358,0.668740,"Q17RY0 Q8NE35 Q7Z5Q1"
124,8,0.3126,8.752,201.8,0.03862,0.999530,"Q06455 Q9UJV3 Q8IYR0 Q8TCE9 Q969V4 Q8IYA8 P14652 Q9HAZ2"
125,10,0.3071,13.82,142.8,0.07823,0.999933,"Q92598 Q9HAV7 P25685 P38646 Q9H6A0 Q8WW22 Q13217 P34932 O95757 Q9UDY4"
126,30,0.3030,131.8,360.5,0.2387,0.883006,"O95602 P19388 Q9BUI4 Q9UBK9 Q9NWS0 P61218 P30876 O94763 Q9HCN4 Q9UHW5 P62875 Q9H6T3 Q9NUG6 O75575 P52434 Q9Y2Y1 P0DPB6 P0DPB5 Q9Y535 Q9H9Y6 O14802 Q9NVU0 Q9NW08 P05423 Q9NYV6 O15318 Q9H1D9 Q9P1U0 Q3B726 Q96MX6"
