Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
14,33,0.3020,159.5,1078,0.1223,0.999970,"Q86Y82 Q9UNK0 O15155 O75379 Q9H115 Q13190 Q13277 O95183 O75396 Q9UEU0 Q16623 Q12981 O95721 Q9P2W9 O75558 Q9UL45 Q6NUQ1 Q99747 Q9BV40 Q9NZ43 P32856 Q8WVM8 O43264 A2RRP1 P54920 O95249 O60499 O14662 Q8WU76 Q96AJ9 Q5QGZ9 Q8NFX7 Q5T5C0"
15,10,0.3323,14.95,147.2,0.08211,0.998586,"Q9H4L4 P0C5Y9 Q9NXF1 Q9Y4W2 Q5SY16 Q96BT1 O14836 Q9BV38 Q8NCU7 Q8IZL8"
16,6,0.3547,5.320,151.6,0.03149,0.997463,"P23258 Q9UJS0 Q53GT1 P00367 O75323 P49448"
17,10,0.3000,13.50,229.8,0.05127,0.998899,"Q3LI67 Q13207 Q3LHN2 A8MTQ0 O60548 Q7RTU3 O14770 P23771 Q92835 Q96S52"
18,5,0.3028,3.028,28.84,0.07231,0.996692,"Q6UB98 Q96DH6 Q7Z6M4 Q9NS85 Q92561"
19,13,0.3033,23.65,485.7,0.04419,0.999987,"P09651 Q9UN86 Q13283 P60866 Q8NC51 Q9H7E2 Q96EV2 Q96I24 Q9NR56 O00425 Q9Y6M1 Q14694 Q9NZI8"
20,18,0.2745,41.99,179.1,0.1633,0.974159,"Q8NEY4 Q9Y485 Q9HBG4 O95670 O75348 P21281 P38606 Q9Y5K8 P36543 Q96A05 P21283 Q16864 P15313 Q9Y4E6 A0PJX2 Q8NI08 Q9GZN7 Q3I5F7"
21,8,0.3037,8.503,346.0,0.02295,0.997308,"Q9BXN2 O95159 Q8N912 Q9H7M9 Q8N6K0 A0PK11 Q9Y328 P00533"
22,7,0.3072,6.452,353.6,0.01725,0.999299,"Q6IAA8 O95208 Q9P265 Q8N0X7 O15063 Q86T03 Q9NQT8"
23,44,0.2491,235.6,875.7,0.1965,0.999389,"P62826 Q8NFH5 P63279 P55735 P18754 P61769 Q9BW19 P49790 Q14974 P49792 P57740 O00629 Q15398 Q5SRE5 Q69YH5 Q9UBU9 P0DJD0 P52948 P78406 P12270 Q9NRG9 Q9BVL2 O75694 Q99567 Q92621 Q9BW27 Q8N1F7 P61956 Q9P0U3 Q12769 Q8WUM0 A8CG34 O14715 E9PJ23 Q8NFH3 P0DJD1 P35658 P46060 Q8TEM1 B2RXH4 Q96EE3 Q8NFH4 Q96S15 Q9UNZ5"
24,12,0.3134,20.69,382.4,0.04844,0.999174,"Q10567 Q92805 Q7Z5L2 O43747 P56377 O75843 Q96PC3 Q9Y6Q5 Q6ULP2 Q9P2D3 Q9UMZ2 Q6PD74"
25,6,0.3088,4.633,99.81,0.03978,0.995880,"O75771 Q04323 Q9H0A9 O00154 Q9UIL8 Q9H9S4"
26,207,0.2643,5636,7062,0.4298,0.00000,"P62829 O43159 Q9BRU9 P61313 O15479 P60866 P27635 P18077 Q8WYQ5 Q6NSZ9 Q9ULW3 Q9NZM5 P46781 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q07020 P40429 Q02539 P50914 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 P62888 P35268 P62424 P62917 P42766 Q13247 P11940 Q9UFB7 P62913 Q9HAN9 O15213 Q9NX58 P62241 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q96ME7 Q12788 Q13823 Q14692 Q15050 O76021 Q5SSJ5 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q99676 O60765 P46087 O96028 O15381 P49711 Q9Y3T9 Q5JTH9 Q8TDN6 Q00839 P62899 P62847 P62753 P06748 Q6ZN17 Q9P287 P61247 P62249 P39019 P84098 P23396 Q92913 P15880 P36578 Q9Y2T7 Q4G0J3 P16401 P16402 Q7Z2W4 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q12906 P08708 P46776 P46778 Q02543 Q15397 Q92522 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q03701 Q9NVP1 Q9BZE4 Q14690 Q9H0S4 Q9GZR7 Q8WTT2 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q96LZ2 Q3KP31 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q9BRJ6 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q969Q0 P37108 P62851 Q15573 P61254 P62081 P46782 P05387 O95793 P30050 P22492 Q9H116 P17026 P10412 Q6IQ21 P62750 Q13243 Q9NUL3 P78563 Q96IR2 P16403 Q9BRT6 Q8TBF4 O95478 P05386 Q6PK04 P46783 Q9H6F5 Q9H6S0 O75683 P62841 Q13601 P62910 Q9UHA3 Q9H6R4 Q9UII4 P57071 Q9H7B2 Q00577 Q9NQ55 Q96G21 Q9BXY0 P18124 P08865 Q14512 P62280 Q7L3S4 P61353 P62891 Q6DKI1 Q92901 O00566 P63173 P25398 P83731 Q8IZA3 P62633 Q9H9Y2 P47914 Q12849 Q9UKD2 P62269 P62861 Q96L21 P62273 O14602"
27,6,0.3015,4.522,337.2,0.01279,0.997463,"P18206 Q7Z5L2 Q16206 Q5VSY0 P04150 Q12979"
28,7,0.3271,6.869,73.72,0.07262,0.979543,"A6NFY7 Q9NRP4 P21912 P40926 P31040 P53396 Q5VUM1"
29,9,0.3040,10.95,220.8,0.04382,0.999001,"P63104 P62258 Q9Y4H2 Q86V42 Q8NDX1 Q9HB20 Q6ICG6 Q969F2 Q96N96"
30,7,0.3397,7.134,99.96,0.05891,0.994698,"Q9ULJ8 Q9P2M7 Q0ZGT2 Q9ULC0 Q9BRY0 Q9NXD2 P07320"
31,21,0.3080,64.68,296.2,0.1605,0.999919,"Q9HAH7 Q8IY57 Q86SE9 Q9BYE7 Q8N488 P78364 Q3KNV8 Q8WXX7 Q99496 Q06587 Q8IXK0 O75461 Q8IWI9 Q9BPX1 O00257 Q14186 P35227 O95931 Q8NDX5 P35226 Q96GD3"
32,5,0.3217,3.217,19.17,0.09933,0.798302,"Q9BUT1 P29120 Q6P1Q9 Q9BWK5 Q6UWP2"
33,13,0.3134,24.44,131.1,0.1347,0.954706,"Q15019 Q16181 Q6ZU15 Q8WYJ6 Q9UH03 Q9H3Q1 Q14141 Q9NVA2 Q99719 Q92599 Q8IYM1 O43236 Q96P50"
34,93,0.2533,1084,2752,0.2694,0.869119,"P13987 Q14254 P08648 P46940 Q9ULV0 P62140 P61158 Q9NR12 P23528 Q9BR76 Q9ULV4 O15145 O43795 Q4KMQ1 Q9Y608 A1L390 Q6WCQ1 P09493 P67936 P07951 Q5M775 O14639 Q86V48 Q5TB80 O75128 Q9Y4I1 Q9NQW6 O95425 Q96SB3 Q76I76 Q96N67 O43707 P63261 P12814 P61160 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 P24941 Q53TN4 Q9UM54 P06396 P59998 Q8WXE9 O15143 O15144 O43293 O75083 O95782 P14384 P47756 P52907 P68032 P98082 Q01082 Q0ZGT2 Q12792 Q13045 Q13813 Q27J81 Q6P4F7 Q8N3V7 Q8N556 Q92828 Q9BPX5 Q9NQX4 Q9NSY1 Q9P0K7 Q9Y281 P35580 P27482 P36873 O75369 O94875 Q14247 Q12965 O15511 P80162 O75368 O75365 Q9Y2D5 O14974 P07355 A6NMY6 Q9HC78 O15068"
35,15,0.3985,41.84,139.3,0.1982,0.660849,"Q13425 P22459 Q9NSN8 Q9UBT7 P11532 Q8N103 Q9NY99 Q9Y4J8 Q13424 Q13884 P29475 P46939 Q9HB19 Q13325 A5D8W1"
36,10,0.3055,13.75,597.3,0.02178,0.999933,"O95831 P07737 Q68DQ2 Q12802 P13861 Q92667 Q99623 Q12800 Q99707 Q96HS1"
37,5,0.3010,3.010,79.73,0.03245,0.996692,"Q9BU76 Q96LM5 Q5TGL8 Q8N1G2 O60662"
38,59,0.2652,453.7,1407,0.2293,0.991570,"Q9BW85 P41223 P62306 O75934 Q15427 Q9Y5U2 P16383 Q15428 O60508 O94906 Q15393 P08621 Q6P2Q9 O75643 P62318 P62316 P62304 P62314 Q9HCS7 Q9BZJ0 O60306 Q9BRX9 Q13573 Q8WUD4 Q9UNP9 Q9ULR0 O95926 P14678 O43719 O43395 O43290 Q9BRR8 Q96AT1 Q96NB3 Q69YN2 P62308 P09012 O43172 Q56P03 Q9Y312 Q15029 P08579 P63162 P09661 O43660 Q9UMS4 Q15459 Q12874 Q86SE5 Q7RTV0 Q96DI7 Q99459 Q9H875 Q9H5Z1 O75533 O95400 Q96LT9 Q9BQ65 Q8IYT2"
39,19,0.3012,51.50,1016,0.04660,1.00000,"O75955 P06239 Q8TEW0 Q5T5P2 Q8IUZ0 Q6ZTW0 Q9HAU0 Q9C0D5 O60716 Q01484 Q8IXS6 P35221 P35222 P14923 Q12955 P50226 Q9Y4J8 Q8IWU2 P55286"
40,8,0.3224,9.026,315.3,0.02653,0.999530,"Q9UG63 O00567 P53999 P41091 Q8NE71 Q96CT7 O60524 P20042"
41,6,0.3002,4.502,144.7,0.02793,0.967224,"Q8NC51 Q9BYJ9 Q9C0B0 Q7Z739 Q9UGR2 Q14444"
42,14,0.3133,28.51,184.0,0.1186,0.999971,"Q9HAW4 Q9BRX5 P25205 Q9BVW5 Q9BRT9 P33993 P33991 Q14566 O75419 Q9UNS1 P49736 P33992 Q9Y248 Q14691"
43,15,0.3078,32.32,166.4,0.1413,0.997603,"P11177 P51692 P42229 P09622 Q15119 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 Q8N3R3"
44,4,0.3031,1.819,35.90,0.03979,0.992931,"P60412 Q5HYJ3 Q8NHX4 Q13875"
45,5,0.3435,3.435,254.6,0.01281,0.993907,"Q9GZS1 Q7Z7L1 P37275 Q9P2D1 Q8TD26"
46,6,0.3187,4.781,252.8,0.01773,0.989880,"P29034 Q01851 Q8NCN4 Q7LBC6 P04271 Q9BSJ6"
47,5,0.3177,3.177,213.4,0.01402,0.993907,"O95816 Q15596 Q92793 Q5TAX3 Q14994"
48,5,0.3318,3.318,49.29,0.05300,0.989214,"Q9NRQ5 Q9NS71 Q99795 Q9HBJ8 P43629"
49,4,0.3140,1.884,32.02,0.04496,0.992931,"Q02156 Q96P53 Q9Y5J6 Q13519"
50,5,0.3044,3.044,174.6,0.01622,0.928164,"Q8TBB1 P38919 Q99081 Q96M61 O60682"
51,5,0.3131,3.131,56.83,0.04475,0.996692,"Q9NUI1 Q5T2W1 Q14574 P53708 Q5SRR4"
52,4,0.3451,2.071,71.95,0.02525,0.992931,"Q9NWQ4 P78412 Q96RU7 Q8NEA6"
53,5,0.3287,3.287,162.8,0.01866,0.952654,"P11142 E9PAV3 Q99439 Q09472 Q99967"
54,102,0.2158,1112,1283,0.4278,4.50610e-08,"Q7Z3S9 O14817 P48645 P28799 Q9HB63 Q9H2X0 Q92824 Q9UKJ5 O60336 Q8WWZ8 Q8IWZ5 P05187 O43609 Q6EMK4 O43610 Q9BYR3 Q5T752 Q5T753 Q5TA79 P59990 Q9BYQ0 P60410 Q6L8H2 Q9BYR2 Q6L8G4 Q9BYQ3 P60328 Q6L8G9 Q701N4 Q9BYQ6 P60329 Q9BQ66 P60411 Q9BYQ4 P60370 P60412 Q9BYR5 P26371 P60409 Q8IUG1 A0A087WUL8 Q5T7P2 Q5TA78 Q2TAL6 Q5T7P3 P60331 Q9BYP8 Q07627 Q9BYS1 Q6L8G8 Q6UY14 O76081 P49795 Q8IUC1 Q5TA81 Q5TA82 Q9BYQ7 P0C7H8 Q9BYR7 Q9BYR9 Q92570 P60371 O43184 O14633 P49901 Q5T751 Q9UGC6 Q8NEC5 Q5TCM9 Q5TA77 P60014 Q5T754 Q92504 O43597 Q9NRY7 Q02930 Q9UGL9 Q9NRY6 P32242 Q12837 Q9BYE3 Q5TA76 Q5T5B0 O76003 Q5T871 Q5T5A8 Q5HYJ3 Q96LJ7 P07438 Q14982 Q969G9 Q8NHX4 Q05952 Q92608 Q8WV24 A0JP26 Q96N58 Q8TC90 Q15077 P43220 P08686 Q13875"
55,28,0.2503,94.61,412.6,0.1680,0.950208,"Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 O43639 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q8IWW6 Q8TF74 O43516 O94856 P16333 P55160 Q5SYE7 Q6NT52 Q400G9 Q56UQ5 O43150 A6NGB9 Q8NES8"
56,5,0.3290,3.290,35.79,0.06704,0.851865,"P32971 Q9BZM4 Q8NET8 Q9BZM6 P51511"
57,5,0.3004,3.004,190.4,0.01477,0.993907,"Q9UPY8 Q15327 Q6WN34 Q01851 Q8IVP9"
58,17,0.1938,26.36,505.1,0.04662,0.988495,"Q96GV9 P31946 P27348 P63104 O15056 Q9Y4H2 Q53ET0 Q6NUK4 P30305 P47974 O94988 Q6UUV9 Q969F2 Q6P0Q8 P35568 A4D2P6 Q8TEJ3"
59,8,0.3596,10.07,134.3,0.06279,0.999679,"Q05519 Q14498 Q16629 A7MD48 P62995 P49759 Q8TF01 Q13242"
60,15,0.3249,34.12,265.5,0.1035,0.999820,"Q9BT25 Q96CS2 Q99871 Q7Z4H7 Q68CZ6 A1L190 O94927 Q9H6D7 Q8N5U6 Q9C075 Q9NVX0 Q6XPS3 Q9UJU3 Q5W0U4 Q7Z7A1"
61,5,0.3129,3.129,52.05,0.04801,0.996692,"Q9BUF7 Q9H0R3 Q6P5S7 O75920 A1L3X0"
62,5,0.3087,3.087,143.0,0.01977,0.993907,"Q6ZMS7 Q04721 Q8TD17 Q96HQ0 P35556"
63,18,0.2262,34.61,436.8,0.06821,0.974159,"Q14192 Q6P1M3 Q02447 Q96BD5 O95863 Q9P2K3 Q14687 Q9NP66 Q9UKL0 Q9P0W2 P0DPD8 Q8TEW6 Q01538 Q15198 O94993 Q9BZQ8 Q9H334 O94916"
64,14,0.3042,27.69,370.4,0.06498,0.999971,"Q8IZ69 P50552 Q92974 O15084 Q7Z5L2 O75170 Q9UPN7 O00743 Q5H9R7 Q8NB46 Q8N8A2 P49961 Q14694 Q8NHG8"
65,5,0.3173,3.173,27.34,0.07833,0.989214,"O43615 P08123 P02461 O75616 P02452"
66,14,0.3065,27.89,139.7,0.1426,0.869858,"P15923 Q99081 Q02535 P15173 P15884 P41134 Q9NQ33 A6NI15 Q6XD76 Q6QHK4 Q16559 Q02363 P47928 P17542"
67,7,0.3042,6.389,262.7,0.02257,0.994698,"Q9P1Y6 Q6NYC1 O14776 Q14562 Q86XP3 Q9Y6X9 Q86VD1"
68,24,0.1349,37.23,418.0,0.07398,0.609984,"Q9UHD9 Q6ICB0 Q5M9N0 Q92567 O95208 Q15038 Q96CS7 Q96DC9 Q9BSL1 P62979 P0CG48 Q8N6M9 Q9H305 P80098 Q9H1Z8 Q9NWW9 P05814 Q9BVW6 O15072 Q96PX8 Q8IUB3 Q6UWE3 Q4G0G5 P0C7M6"
69,16,0.4948,59.38,226.4,0.1868,0.984887,"Q9NQT4 Q15024 Q9Y3B2 Q01780 Q96B26 Q9NPD3 Q6NZY4 Q99547 Q9Y580 Q9Y2L1 Q8TF46 Q13901 Q06265 Q13868 Q9NQT5 Q5RKV6"
70,48,0.2498,281.7,1255,0.1726,0.997100,"Q9UPN4 O95684 Q49A88 Q66GS9 Q86SQ7 O95613 O43303 O60308 Q5VT06 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 A2RUB6 Q12802 Q86T90 Q9P209 Q15154 Q9C099 O14578 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q02224 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q9NS39 Q6ZU80 Q4AC94 Q9ULE4 Q68CZ1"
71,11,0.3019,16.60,238.8,0.05985,0.999681,"Q0D2K3 Q14774 Q05925 P0DMV9 Q96BP3 Q04726 Q5TAB7 Q04725 Q04724 Q04727 O95475"
72,5,0.3436,3.436,31.32,0.07678,0.993907,"Q9H2S6 Q9BXK5 Q9BSE2 Q6P531 Q3SXY8"
73,5,0.3025,3.025,170.3,0.01651,0.989214,"Q5JR59 Q8IYX3 O95990 Q14584 Q6PF04"
74,4,0.3220,1.932,60.27,0.02752,0.903035,"Q13616 Q14116 P53804 Q15847"
75,14,0.3083,28.05,437.1,0.05689,0.995879,"P13667 Q02809 Q8NBJ5 O43852 Q08380 Q96L12 O00469 Q96AY3 Q9NYU2 Q14697 Q9UBV2 Q8NBJ7 P08493 O60613"
76,15,0.3023,31.74,581.7,0.04934,0.999820,"Q9UJW9 A5D8V6 O14964 O00167 Q14847 Q7Z3K3 O75886 Q15038 A1E959 Q96CS7 Q7Z6I5 P0C870 Q92734 Q5T6F2 Q71SY5"
77,7,0.3044,6.392,86.56,0.05977,0.998353,"P36776 P46199 P53370 O76031 Q96CU9 Q9UFN0 Q9BS92"
78,5,0.3152,3.152,152.9,0.01898,0.928164,"Q15942 P28838 Q2M1Z3 Q9C0B0 Q9HAP2"
79,5,0.4532,4.532,52.14,0.06798,0.969949,"Q16629 P62995 P49759 Q13242 P49810"
80,5,0.3085,3.085,164.2,0.01740,0.996692,"B2RXH8 Q8N1G2 Q9UKY1 Q16566 O60870"
81,13,0.3498,27.28,77.34,0.2089,0.747507,"Q96LX8 Q8N140 Q9BQI6 P24043 Q8IX21 Q96MG7 Q8IY18 Q96SB8 Q8NDZ2 Q8NG27 Q9NXX6 Q96MF7 Q8WV22"
82,11,0.3057,16.81,412.5,0.03725,0.999959,"Q8TAP4 Q99633 Q7Z699 Q63ZY3 Q86Y26 Q14005 Q9H2G9 Q9NX63 Q9BYM8 Q86Y33 Q2NKX9"
83,5,0.3221,3.221,123.9,0.02349,0.993907,"Q9NZC7 P18825 Q5T1M5 P52742 P55771"
84,4,0.3206,1.924,15.20,0.07658,0.442617,"Q86VW0 O43187 Q969Q4 Q9NYF0"
85,6,0.3025,4.537,95.29,0.04057,0.935897,"Q5JTW2 Q99689 Q99733 Q8IZT6 Q7Z6W7 Q9Y6B2"
86,12,0.3064,20.22,428.2,0.04280,0.998527,"P56962 O95047 P17174 Q00005 Q6UWP8 Q9H6S3 Q6ZVX7 Q96QA5 Q02413 Q86XP0 P32926 Q9ULZ3"
87,12,0.3010,19.87,486.7,0.03745,0.999986,"Q8WV44 Q9ULM2 A6NEM1 P41229 Q14592 O43296 Q96H86 Q9HCM9 Q7Z6J9 Q13263 P17021 Q96BR6"
88,5,0.3300,3.300,150.9,0.02010,0.993907,"Q96RK0 Q9Y294 P13056 Q9UKL3 Q8N5Y2"
89,5,0.3306,3.306,103.4,0.02833,0.582734,"Q13257 Q9ULL5 Q9BZE2 O60890 Q8IYB7"
90,4,0.3061,1.837,21.39,0.05882,0.992931,"O14788 P05496 Q76B58 Q9C0B6"
91,3,0.4641,1.392,18.92,0.05292,0.985452,"Q9HCJ0 Q8IV63 Q9Y466"
92,36,0.2696,169.9,712.5,0.1780,0.151388,"P50991 Q13117 Q9HCS5 Q9NZN4 P78371 P50990 Q99832 Q92526 P40227 P17987 P48643 P49368 Q5T6F0 P57775 O00628 Q8TDG2 A6NHL2 Q8N3Y1 Q6PCD5 Q5VU57 Q96J01 Q9Y5Z7 Q9H2J4 Q86TI4 Q9Y3L5 Q8N0Y7 Q9HC96 Q8IYD2 Q5XUX1 Q9NRH3 Q8IXV7 Q9NQW1 Q9GZS0 A6NCF5 Q9BTY7 Q96MI6"
93,34,0.2910,163.3,471.6,0.2323,0.965730,"O95602 Q9NQG5 O15514 P19388 Q96P16 Q8IXW5 P52435 Q96C12 P62487 P61218 P24928 Q9NWX5 P0CAP1 P0CAP2 Q6EEV4 P30876 O94762 Q9HCN4 P36954 Q9UHW5 P62875 Q9GZM3 Q9BWH6 Q9H9Y4 P53803 P52434 Q6ZW31 P0DPB6 P0DPB5 Q9H9Y6 Q9NW08 Q9NYV6 Q9P1U0 Q3B726"
94,12,0.3039,20.06,329.8,0.05366,0.999977,"P43378 O43759 P08247 O60664 Q96DZ9 Q05329 Q96HR9 O95562 P40426 Q8TB40 Q9ULP0 Q86WV6"
95,5,0.3551,3.551,20.67,0.1038,0.928164,"Q8IYD8 Q2M2Z5 P51813 O75626 Q15004"
96,14,0.3141,28.58,325.0,0.07490,0.999948,"P59990 P54259 Q3LI76 Q3LHN2 Q8IUB9 Q16633 A8MV65 Q15915 O60548 Q9UBV8 Q99697 Q53HV7 Q9Y5R4 Q9H310"
97,10,0.3013,13.56,330.8,0.03721,0.997707,"Q9NYB9 Q5TD97 Q9NR12 Q494U1 Q3KP44 O94929 Q8NEG0 Q9UBP5 Q9Y2H0 Q96M02"
98,9,0.3007,10.83,292.9,0.03364,0.998216,"Q15208 P41219 Q8TD16 P08670 Q8IVM0 Q96G01 Q9ULL1 Q53GG5 P51617"
99,11,0.3098,17.04,366.0,0.04206,0.999487,"Q14203 Q49MG5 O00139 Q8WWK9 Q3KQU3 Q66K74 Q8IYA6 Q08AD1 Q9Y4F5 Q96CT7 O43768"
100,5,0.3008,3.008,173.1,0.01616,0.996692,"Q9UPQ0 P12268 Q9BRP8 Q8N9B5 P51617"
101,6,0.3175,4.763,162.7,0.02653,0.995880,"Q13501 Q8IU60 Q8IZD4 Q5TC82 Q9H492 Q96F24"
102,51,0.2765,352.6,1700,0.1636,0.999999,"Q05519 Q9Y383 Q01081 Q96DU9 Q15287 Q6ZUT1 Q9NQ29 Q9P1Y6 Q9NYF8 Q13523 P30414 Q8N2M8 Q08170 Q8TAD8 Q16629 Q13247 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 Q53F19 P78362 Q9UKJ3 Q9H307 Q9ULR5 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 P49759 Q96MU7 Q13427 O00422 Q9UQ35 Q7Z6E9 O75152 P84103 Q15415 Q12926 Q9NWB6 Q13242 Q9NYS7"
103,12,0.2942,19.42,139.9,0.1059,0.999174,"Q9HC35 Q9BVA1 Q9BTW9 P25445 Q13885 P68371 P04350 P36404 Q5TFG8 O00423 Q13938 P20231"
104,4,0.3733,2.240,16.79,0.08287,0.943824,"O14920 O15111 Q99558 Q6S5L8"
105,4,0.3766,2.259,98.69,0.02074,0.992931,"Q9UBK5 Q8IWA4 A6NDU8 O95140"
106,6,0.3231,4.846,161.0,0.02725,0.935897,"P14373 Q9NR81 P00973 Q14449 Q13131 P84550"
107,10,0.3196,14.38,150.0,0.07799,0.997102,"Q9HAP6 Q8N3R9 Q8IY63 P46937 Q9NUP9 Q8NI35 O75970 Q8IX03 Q96DR7 Q6H8Q1"
108,4,0.3651,2.190,46.51,0.03863,0.442275,"P11912 P08100 Q5I7T1 Q5VWC8"
109,5,0.3118,3.118,22.81,0.08677,0.952654,"Q9NRG1 Q9UBH0 P10301 Q9BUU2 Q9NWZ3"
110,4,0.3261,1.957,46.35,0.03475,0.992931,"P61266 P23763 Q96IK0 O15554"
111,6,0.3128,4.692,159.2,0.02668,0.997463,"Q5UIP0 P04201 P36894 Q8NBU5 Q9NRM6 P14778"
112,13,0.3017,23.54,399.8,0.05238,0.999864,"Q5BJF2 Q9NV29 Q53HI1 Q9UHE5 Q15125 Q8NHS1 Q6UX34 Q9H0R3 Q9UGM5 Q9BSR8 Q7Z5P4 Q96AG4 Q9NRX6"
113,5,0.3128,3.128,139.6,0.02048,0.996692,"Q7Z3Y8 P17036 Q86YV0 O95990 Q9UIM3"
114,14,0.3050,27.76,186.5,0.1146,0.998480,"Q9ULX7 P35070 Q14232 P49770 P21579 Q92915 Q13144 Q99571 P32249 Q9HC56 Q9NR50 Q9UI10 Q96NY8 Q9H1Y3"
115,4,0.3391,2.035,33.34,0.04691,0.984809,"Q9NQG6 Q16378 P09681 P23919"
