Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
33,86,0.3011,1100,7419,0.1266,0.983285,"O95159 Q5VT25 O15400 Q14254 P62330 Q96A22 Q03135 P78310 O75955 P17302 Q8N144 P11279 P13473 Q9UQV4 Q6IAA8 P06239 P07948 P29966 Q16625 Q96RD7 P62491 P61019 Q15286 P20338 P51148 P51151 P62745 O43752 O00559 Q9UJF2 O95661 Q9P2W7 P15311 Q8WU20 Q8TAA9 Q8TEW0 Q5T0W9 O96013 Q7KZI7 P27448 Q9C0D5 Q16181 Q9Y6R0 Q5VZK9 O14654 Q96AC1 P49757 Q14126 Q9H792 O60716 Q86W92 Q9ULH0 Q8IXS6 P29317 P49257 P80723 Q13480 Q12846 Q86YQ8 Q9Y2G0 Q9H3P7 Q9UEY8 Q86X29 P55011 O15498 P20020 Q9H2J7 Q02487 P08195 Q01650 Q96QD8 P48029 O15126 Q8WUY9 Q63HQ0 O43491 Q12959 Q9Y4J8 P52799 Q15334 Q96TA1 Q9C0B5 Q7Z2K8 Q9HB21 Q6P995 Q9UH65"
34,7,0.3218,6.757,302.4,0.02091,0.972358,"Q9BQK8 P61981 Q14693 Q13627 Q92539 P30307 Q86YV5"
35,6,0.3035,4.553,279.5,0.01538,0.913257,"Q04917 Q8N5C8 P30307 Q86YV5 Q9Y3S1 Q9Y2H9"
36,5,0.3503,3.503,303.0,0.01107,0.996692,"P49450 P37275 Q9Y6X9 Q6PL18 Q8TD26"
37,7,0.3194,6.707,163.3,0.03646,0.920068,"O95292 O15209 Q9P0L0 Q969R2 Q7L4E1 Q9BXB5 Q9BZ72"
38,7,0.3130,6.573,317.0,0.01947,0.999299,"Q08379 Q8TCX5 Q14142 Q16825 Q6X4W1 Q9P202 Q8IX03"
39,7,0.3246,6.817,189.1,0.03248,0.989275,"Q8NC51 Q9H7E2 Q7KZF4 Q9C0B0 A5YKK6 Q86UE4 Q9UGR2"
40,10,0.3031,13.64,358.6,0.03477,0.999877,"Q96C01 Q3LI64 Q3LI70 Q96HA8 Q5JRX3 Q01433 P32320 Q86WC6 P43365 Q9BVV2"
41,6,0.3028,4.542,249.2,0.01709,0.998474,"O43597 Q9UDY2 P22681 P32320 Q96B97 P50747"
42,14,0.3008,27.37,261.8,0.08629,0.999402,"Q9NR22 Q9NYF8 Q9Y2W1 P84090 Q8NI27 Q6I9Y2 Q86V81 Q13838 Q99873 Q92828 Q9Y3Y2 Q96FV9 A6NMD0 A2AJT9"
43,4,0.3568,2.141,60.83,0.03016,0.992931,"Q8NI51 Q9P275 P55008 Q9H6R0"
44,14,0.3044,27.70,82.37,0.2006,0.761826,"Q3SY84 P04264 P48668 P19013 P35908 Q5XKE5 P13647 P12035 Q7Z794 Q2M2I5 Q7Z3Y9 Q7Z3Z0 Q7Z3Y7 P13645"
45,5,0.3052,3.052,53.34,0.04597,0.996692,"P28370 P43357 Q16557 Q8IXM2 Q14642"
46,5,0.3019,3.019,65.60,0.03840,0.993907,"O14713 P09622 Q9Y697 Q6YN16 Q96HY7"
47,20,0.4181,79.43,275.9,0.2009,0.979438,"Q9NQT4 Q15024 Q9Y3B2 Q01780 Q96B26 Q9NPD3 Q6NZY4 Q99547 Q9Y580 Q9Y2L1 Q9Y450 Q8TF46 Q13901 Q06265 Q13868 Q8IWA0 Q9NQT5 Q5RKV6 Q92988 P08567"
48,17,0.3030,41.20,304.2,0.1086,0.999466,"O60282 P33176 Q9NSK0 Q9H0B6 Q07866 P12524 Q8N205 Q9UPV9 Q12840 O60296 Q96D96 Q9Y664 O14977 Q6P597 P55786 Q8IV50 Q86WG3"
49,6,0.3014,4.521,200.2,0.02086,0.998474,"O75031 Q9P127 Q8WWK9 Q8ND71 Q96CN5 Q9NQU5"
50,10,0.3061,13.77,381.2,0.03319,0.999877,"Q8WXB1 O95816 Q14249 P54652 P51003 Q12996 Q9Y520 Q12948 Q969V6 Q8N3X1"
51,5,0.3444,3.444,48.51,0.05559,0.981643,"Q9NRQ5 Q9NS71 O14948 Q99795 Q9HBJ8"
52,5,0.3153,3.153,45.18,0.05405,0.996692,"O14656 Q96C28 Q14790 Q5JU69 Q8N2E6"
53,8,0.3061,8.571,305.7,0.02595,0.990935,"Q8TBB1 Q96MH2 Q99081 Q9NWX6 Q5T481 O60682 P15884 P23409"
54,5,0.3032,3.032,49.97,0.04813,0.996692,"P21917 Q8NGD1 O75326 Q9BXP2 Q9H3S5"
55,5,0.3190,3.190,54.63,0.04703,0.996692,"Q8NBP0 Q96AE7 P61626 Q3KR37 P34903"
56,10,0.3060,13.77,251.6,0.04825,0.999343,"P78412 P28070 Q99471 Q8IUB9 Q9UBV8 Q99697 Q5JUK2 P41182 Q9Y5R4 Q9BZI1"
57,66,0.3005,644.6,2213,0.2156,0.972464,"Q14254 P46940 P62140 P61158 Q9UGI8 Q9BR76 Q9ULV4 O15145 O43795 Q4KMQ1 Q9Y608 P09493 P07951 O14639 Q86V48 O75128 Q9Y4I1 Q9NQW6 O95425 Q6ZU35 Q76I76 Q9UPQ0 O43707 P63261 P61160 P28289 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 P24941 P06396 P59998 O15143 O15144 O43293 O75083 P14384 P47756 P52907 P98082 Q0ZGT2 Q12792 Q13045 Q27J81 Q6P4F7 Q8N3V7 Q8N556 Q92828 Q9BPX5 Q9NQX4 Q9NSY1 Q9Y281 P35580 P27482 O75369 O94875 Q12965 O15511 Q9Y2D5 O14974"
58,5,0.3106,3.106,140.5,0.02022,0.969949,"P11142 Q9BZF2 P30679 Q1X8D7 Q9ULT0"
59,5,0.3392,3.392,147.9,0.02103,0.894962,"Q14990 Q99750 Q9NQ87 Q96LL4 Q6PF04"
60,5,0.3041,3.041,159.0,0.01768,0.996692,"Q5BVD1 Q8NHW4 Q12908 O00585 Q8IZY2"
61,6,0.3091,4.637,208.6,0.02059,0.993467,"Q13304 Q9NY64 Q05940 Q9NPD5 Q86TW2 Q7RTS9"
62,11,0.2639,14.51,247.7,0.05107,0.998987,"O00139 Q3KQU3 Q8IYA6 Q08AD1 Q9ULD2 Q96T17 Q7Z460 Q5T5Y3 Q8IWC1 P30622 Q8WTS6"
63,6,0.3014,4.521,198.0,0.02107,0.984681,"P31946 Q12778 P30307 P98177 Q96S53 Q6P0Q8"
64,25,0.3034,91.01,430.0,0.1594,0.999991,"P36969 P68106 P49773 P37802 Q01469 Q9UI15 P62942 P00558 P52209 Q99714 P26038 P33316 P09972 Q01995 P26885 P23284 Q9NPH2 P42765 P13639 P06733 P15374 P09104 P04075 P13929 P52565"
65,5,0.3375,3.375,51.17,0.05229,0.996692,"Q5SYC1 Q9UJV9 Q8N5F7 Q96DR5 Q5M9Q1"
66,6,0.3144,4.716,91.98,0.04339,0.998474,"P07196 Q8N4C6 Q9H2F9 Q9H7C4 Q9BV73 Q9C075"
67,4,0.3403,2.042,119.7,0.01574,0.903035,"Q9NUH8 Q96CP7 Q9Y584 P59542"
68,5,0.3476,3.476,176.1,0.01834,0.582734,"Q14192 Q86Z02 Q9H2X6 Q9UJ55 O94916"
69,5,0.3253,3.253,201.0,0.01518,0.952654,"P50552 O15056 Q9Y4H2 Q6UUV9 P45985"
70,6,0.3540,5.310,35.24,0.1010,0.977336,"Q02218 P10515 P36957 P82909 Q9ULD0 Q8N3R3"
71,23,0.2672,67.61,250.9,0.1855,0.990063,"P51668 P61086 Q86XT4 Q96BH1 Q9Y3C5 Q9HCM9 Q96GF1 O15344 Q99942 Q9BZY9 P62837 Q969T4 Q9Y2X8 Q96LR5 Q9BVG3 P61077 Q96EP1 Q9HAC8 Q8ND25 Q8N5U6 Q9BV68 Q9Y4L5 Q96FW1"
72,6,0.3201,4.802,203.9,0.02176,0.997463,"Q14562 Q86XP3 Q14320 Q9Y6X9 Q86V15 Q86VD1"
73,19,0.2748,46.99,238.2,0.1454,0.992307,"Q9C0J8 Q8IWL8 A6NMK7 P51003 Q9H0L4 Q9UKF6 P33240 Q9UMD9 Q9P0K8 Q9BZB8 Q05048 Q92797 Q12996 Q6UN15 O95639 Q9P2I0 O15460 Q10570 Q9NRJ5"
74,10,0.3028,13.63,84.61,0.1153,0.973049,"P11137 P10644 Q8N6U8 P17612 P24588 Q86UN6 P22612 Q9C010 Q96C74 Q8N2H9"
75,42,0.2901,249.8,1217,0.1610,0.999689,"Q9UPN4 O95684 Q49A88 Q66GS9 Q86SQ7 O95613 O43303 O60308 Q5VT06 Q8N0Z3 Q2M1P5 Q9UPS8 Q5SW79 Q96M89 Q86T90 Q9P209 Q15154 Q9C099 Q96SN8 Q6UVJ0 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q5JTW2 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 O15078 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94 Q68CZ1"
76,5,0.3241,3.241,167.5,0.01793,0.989214,"P0DMV9 Q96SI1 Q9P2L0 Q9NR56 Q17RG1"
77,5,0.3117,3.117,69.76,0.03761,0.264810,"Q5JX71 Q9NRC9 Q9GZX9 Q86WK9 Q7Z7B8"
78,8,0.3103,8.689,206.2,0.03763,0.994959,"Q9NRQ5 O95674 Q9Y282 Q96HJ5 Q9BZL3 Q8IV31 Q13651 P54710"
79,11,0.3027,16.65,430.6,0.03547,0.999594,"Q6ZVT0 Q5JR59 A6NEM1 Q8IYX3 Q15911 Q5W5X9 Q96MY7 Q8N6Y0 O95238 Q86VV4 Q9UPN6"
80,5,0.3028,3.028,155.7,0.01795,0.993907,"Q9UJX6 Q15475 P78312 P09936 O95677"
81,5,0.3248,3.248,166.2,0.01811,0.989214,"P0DMV8 Q96SI1 Q9P2L0 Q9NR56 Q17RG1"
82,12,0.3058,20.18,349.0,0.05134,0.999877,"Q8IWF2 P13667 Q02809 Q8NBJ5 Q9UHG3 O43852 O60568 P00367 Q96L12 O00469 Q4G148 Q9P2K2"
83,8,0.3188,8.927,92.19,0.07623,0.921873,"P43351 Q9UBE0 Q8TB03 Q13952 Q8N365 O14901 Q02548 Q06710"
84,19,0.2452,41.93,522.4,0.06961,0.914992,"P31946 P27348 P63104 Q96PY6 Q9Y4H2 O43822 Q9UQL6 Q6NUK4 Q7L7X3 Q12778 O94827 Q6UUV9 Q5SQI0 Q9H8N7 O43524 Q96Q42 Q96S53 O94885 P00734"
85,12,0.3108,20.51,132.0,0.1162,0.994903,"P11177 P09622 Q15120 O00330 Q9UBN7 Q02218 P10515 O75306 P36957 P82909 Q9ULD0 Q8N3R3"
86,5,0.3098,3.098,149.9,0.01901,0.952654,"Q15942 Q7Z5L2 Q2M1Z3 O75113 Q9C0B0"
87,4,0.3104,1.862,12.44,0.08351,0.984809,"P02549 A8MYP8 O14874 Q5VZV1"
88,8,0.3053,8.548,302.0,0.02618,0.988026,"Q15555 B2RXH8 O00139 Q08AD1 Q9P1Y5 Q92879 Q9H6T0 Q9UGR2"
89,10,0.3046,13.71,318.4,0.03893,0.998586,"Q7Z7C7 Q5TAP6 Q9H0C1 Q12933 Q15742 P47897 Q92529 Q96NU1 O43708 O60422"
90,4,0.3197,1.918,92.05,0.01881,0.984809,"P02792 Q52WX2 P51956 Q92630"
91,9,0.3042,10.95,318.2,0.03154,0.999261,"P25800 Q63ZY3 A6NC98 P40199 Q16082 P0CG20 Q10571 Q8WXK1 Q4VC12"
92,56,0.3003,462.5,2611,0.1452,0.999969,"Q10567 P46940 P62140 P63010 Q9ULV4 Q13492 P09496 Q00610 O14976 Q9NYZ3 Q9NQW6 Q15811 Q9C0B0 O15027 Q2M2I8 Q96D71 Q59EK9 Q96CW1 Q9UHB6 Q9NYL9 Q16643 P47755 Q92614 Q96H55 P21333 P35579 O00159 Q9UM54 Q8WXE9 O95782 P09497 P42566 P53675 P98082 Q27J81 Q8N3V7 Q8N556 Q9NSY1 P35580 P27482 Q15311 O75369 O94973 Q14677 Q9UBC2 P53992 Q9NZM3 P53680 O00443 Q0JRZ9 Q9NVZ3 P49418 Q9BQI5 P52594 O95081 Q8TEH3"
93,6,0.3120,4.680,192.3,0.02239,0.997463,"Q9Y6H6 Q92569 Q9Y2I1 Q9Y243 Q9NRH2 Q9H040"
94,7,0.3027,6.356,246.0,0.02386,0.994698,"P02792 A2A3N6 Q08050 Q9UQ07 Q9UJK0 O43435 Q9H611"
95,6,0.3230,4.846,38.70,0.08724,0.851023,"Q53H47 P40121 P11168 P55263 Q8WWH5 P40261"
96,48,0.3033,342.2,1218,0.2066,0.999423,"P62306 Q15427 Q9Y5U2 Q15428 O60508 O94906 Q15393 Q6P2Q9 O75643 P62318 P62316 P62304 P62314 Q9HCS7 Q9BZJ0 O60306 Q9BRX9 Q13573 Q8WUD4 Q9UNP9 Q9ULR0 O95926 P14678 O43395 O43290 Q9BRR8 Q96AT1 Q96NB3 P62308 O43172 Q56P03 Q9Y312 O95905 Q15029 P08579 P63162 P09661 O43660 Q9UMS4 Q15459 Q12874 Q96DI7 Q9UBB6 Q9H5Z1 O75533 O95400 Q6P3X3 Q8IYT2"
97,6,0.3023,4.534,144.9,0.02809,0.764415,"Q96IZ5 Q13257 Q9ULL5 Q9BZE2 O60890 Q8IYB7"
98,6,0.3098,4.647,147.4,0.02832,0.997463,"P27824 Q86T26 Q8NCH0 Q14703 Q86WK7 Q16842"
99,12,0.3160,20.86,381.7,0.04890,0.999323,"Q15637 P09651 P26368 Q9UHX1 Q96AE4 Q13838 P09012 Q5T481 P98179 Q9UKA9 P43243 Q9Y3Y2"
100,15,0.3176,33.34,302.9,0.09104,0.994300,"Q9NPE2 Q8TBY0 O43347 A0AV96 Q9Y2Z4 O75127 Q8TCC3 O00425 Q9NYY8 Q9NUL7 Q96I51 O95900 Q96GC6 Q92630 Q6XE24"
101,39,0.2520,186.7,640.1,0.2064,0.305144,"P50991 Q92636 Q9HCS5 P32119 P78371 Q9Y512 Q9BUR4 P62714 P50990 Q99832 Q92526 P40227 P17987 P48643 P49368 Q04725 Q5T6F0 P57775 Q9GZS3 O00628 Q92466 O43815 Q8TDG2 A6NHL2 Q8N3Y1 Q6PCD5 Q9BVA0 Q9H2J4 O43684 Q9Y3L5 Q8N0Y7 Q93075 Q8IYD2 Q5XUX1 Q8N5D0 Q8IXV7 Q96S15 Q9GZS0 A6NCF5"
102,5,0.3579,3.579,19.26,0.1090,0.500000,"Q9BXA7 Q9UJT2 Q5T230 Q96PF2 Q4G0N7"
103,6,0.3387,5.081,71.26,0.05751,0.998474,"Q969L2 Q8WTS1 Q9Y371 Q8NI60 P55327 O43399"
104,5,0.3757,3.757,39.65,0.07035,0.928164,"Q96SI1 Q719H9 Q9Y597 Q17RG1 Q86UA1"
105,45,0.3005,297.5,2072,0.1210,1.00000,"Q92824 O95980 Q52LG2 Q5T749 Q9BYQ3 P60328 P60329 Q3LI67 P59991 Q9BYQ4 Q9NYG5 Q3LI64 O15496 Q6UY14 Q8IUC1 Q7Z6R9 Q3LI70 Q9BYR6 P27918 Q02930 Q9NRY6 Q9BYR8 P32242 Q12837 Q9Y223 Q3LI76 Q3LI66 Q3LHN2 Q6P5X5 Q96LM6 Q0VD86 A8MV65 O75716 O43559 Q16348 Q3V5L5 Q3SYF9 O95231 Q6PEX3 Q7RTU3 O43593 Q8WTU2 P27658 A8MUP2 Q92922"
106,24,0.3138,86.61,437.5,0.1514,0.985199,"Q9NYB9 Q6NUJ5 Q5HYW2 Q8WUW1 Q96F07 Q9Y6W5 Q8NB15 O00401 Q7L576 Q8IZP0 Q9ULV8 Q8TE68 Q9P206 Q9Y2A7 Q92558 Q9UPY6 Q8IWW6 Q569H4 P16333 Q5SYE7 Q6NT52 Q400G9 Q56UQ5 O43150"
107,15,0.3068,32.21,351.0,0.07795,0.999298,"P14136 Q16352 P07197 P07196 P48681 P17661 O15061 O75113 P08670 P02533 Q9Y4K1 Q9H7C4 Q96G01 Q9C075 P08729"
108,15,0.3007,31.58,111.3,0.1827,0.932309,"Q9H1M4 P07919 Q9NZ32 Q6ZU15 O95715 Q8N5V2 Q96MC5 Q3KP66 Q5TBK1 P20851 Q9BTE1 Q9UJW0 O00399 P42025 Q9GZP0"
109,8,0.3173,8.885,234.0,0.03433,0.999026,"P20839 P12268 Q9BRP8 Q15006 P49915 Q8N9M1 P17812 Q96BM1"
110,5,0.3051,3.051,126.1,0.02193,0.928164,"Q13501 Q9H492 P09936 Q96G28 Q9C0B9"
111,15,0.3112,32.68,358.4,0.07761,0.999986,"Q05519 Q14498 O75400 Q9P1Y6 A7MD48 Q6NYC1 O75494 Q9UHX1 O00422 Q9UQ35 P49756 Q8WXA9 P18583 Q66PJ3 Q6NWY9"
112,8,0.3040,8.513,72.89,0.08740,0.998619,"Q9HC35 Q9BVA1 Q13885 P04350 O00423 Q13938 Q8WWF8 Q9BUF5"
113,4,0.3151,1.890,36.89,0.04041,0.992931,"Q6PGN9 Q9BTA9 Q96HQ2 P16152"
