,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
329,KDM6A,EGR2,O15550,P11161,0.437231868505477,0.10121791064739201,0.5759890675544731,0.601444602012634
330,MITF,EGR2,O75030,P11161,0.437231868505477,0.10121791064739201,0.6540319323539731,0.589598298072814
331,SS18L1,EGR2,O75177,P11161,0.437231868505477,0.10121791064739201,0.755096077919006,0.391527593135833
332,ZNF217,EGR2,O75362,P11161,0.437231868505477,0.10121791064739201,0.8150327801704401,0.7866553068161011
333,NCOR1,EGR2,O75376,P11161,0.437231868505477,0.10121791064739201,0.8705418705940241,0.857451140880584
334,WIZ,EGR2,O95785,P11161,0.437231868505477,0.10121791064739201,0.31783673167228704,0.422071635723114
335,NFIC,EGR2,P08651,P11161,0.437231868505477,0.10121791064739201,0.8170012235641481,0.9159388542175291
336,ATXN1L,EGR2,P0C7T5,P11161,0.437231868505477,0.10121791064739201,0.604762971401214,0.5280242562294001
337,NR2C1,EGR2,P13056,P11161,0.437231868505477,0.10121791064739201,0.044650953263044,0.040081974118947004
338,HIVEP1,EGR2,P15822,P11161,0.437231868505477,0.10121791064739201,0.826698005199432,0.755466997623443
339,HIVEP2,EGR2,P31629,P11161,0.437231868505477,0.10121791064739201,0.7980712652206421,0.7442749142646791
340,NR2C2,EGR2,P49116,P11161,0.437231868505477,0.10121791064739201,0.132335692644119,0.15608735382556901
341,SMARCA2,EGR2,P51531,P11161,0.437231868505477,0.10121791064739201,0.927783668041229,0.9080131649971
342,HIRA,EGR2,P54198,P11161,0.437231868505477,0.10121791064739201,0.27421548962593,0.290708720684051
343,ATXN1,EGR2,P54253,P11161,0.437231868505477,0.10121791064739201,0.9156587719917291,0.7998522520065301
344,ATN1,EGR2,P54259,P11161,0.437231868505477,0.10121791064739201,0.9291383028030391,0.795231759548187
345,DCAF7,EGR2,P61962,P11161,0.437231868505477,0.10121791064739201,0.12212417274713501,0.21393811702728202
346,,EGR2,Q01543,P11161,0.437231868505477,0.10121791064739201,0.8463196754455561,0.8938462138175961
347,TLE1,EGR2,Q04724,P11161,0.437231868505477,0.10121791064739201,0.20472173392772602,0.5312144160270691
348,TLE3,EGR2,Q04726,P11161,0.437231868505477,0.10121791064739201,0.7433589696884151,0.8980054855346681
349,TLE5,EGR2,Q08117,P11161,0.437231868505477,0.10121791064739201,0.22621218860149303,0.13483932614326402
350,EP300,EGR2,Q09472,P11161,0.437231868505477,0.10121791064739201,0.9226801991462701,0.7266434431076051
351,NFIA,EGR2,Q12857,P11161,0.437231868505477,0.10121791064739201,0.8423302769660951,0.804248690605163
352,NCOA6,EGR2,Q14686,P11161,0.437231868505477,0.10121791064739201,0.910249233245849,0.566056072711944
353,RBBP5,EGR2,Q15291,P11161,0.437231868505477,0.10121791064739201,0.30069702863693204,0.7695158720016481
354,NCOA2,EGR2,Q15596,P11161,0.437231868505477,0.10121791064739201,0.8448551893234251,0.7624742388725281
355,NAB2,EGR2,Q15742,P11161,0.437231868505477,0.10121791064739201,0.53325879573822,0.601265549659729
356,NCOA1,EGR2,Q15788,P11161,0.437231868505477,0.10121791064739201,0.9311691522598261,0.8597327470779411
357,ZFHX3,EGR2,Q15911,P11161,0.437231868505477,0.10121791064739201,0.871009528636932,0.671064734458923
358,QSER1,EGR2,Q2KHR3,P11161,0.437231868505477,0.10121791064739201,0.8550639152526851,0.9052276611328121
359,ARID4B,EGR2,Q4LE39,P11161,0.437231868505477,0.10121791064739201,0.8699061274528501,0.8166902661323541
360,BCL7A,EGR2,Q4VC05,P11161,0.437231868505477,0.10121791064739201,0.8966324925422661,0.9380882978439331
361,FLG2,EGR2,Q5D862,P11161,0.437231868505477,0.10121791064739201,0.9005883932113641,0.7311208248138421
362,BCORL1,EGR2,Q5H9F3,P11161,0.437231868505477,0.10121791064739201,0.22441411018371502,0.340272128582
363,PRRC2B,EGR2,Q5JSZ5,P11161,0.437231868505477,0.10121791064739201,0.9129469990730281,0.7642971277236931
364,ZMYM4,EGR2,Q5VZL5,P11161,0.437231868505477,0.10121791064739201,0.632875621318817,0.882994651794433
365,ARID2,EGR2,Q68CP9,P11161,0.437231868505477,0.10121791064739201,0.886040866374969,0.5421098470687861
366,NIPBL,EGR2,Q6KC79,P11161,0.437231868505477,0.10121791064739201,0.9402278065681451,0.9048627018928521
367,TET2,EGR2,Q6N021,P11161,0.437231868505477,0.10121791064739201,0.7537178397178651,0.6789172291755671
368,ZNF746,EGR2,Q6NUN9,P11161,0.437231868505477,0.10121791064739201,0.588314294815063,0.216713339090347
369,NFRKB,EGR2,Q6P4R8,P11161,0.437231868505477,0.10121791064739201,0.41714200377464206,0.297662645578384
370,MIDEAS,EGR2,Q6PJG2,P11161,0.437231868505477,0.10121791064739201,0.9349083900451661,0.8523517847061151
371,BCOR,EGR2,Q6W2J9,P11161,0.437231868505477,0.10121791064739201,0.853329479694366,0.614456474781036
372,C15orf39,EGR2,Q6ZRI6,P11161,0.437231868505477,0.10121791064739201,0.571849286556243,0.473922491073608
373,UBN2,EGR2,Q6ZU65,P11161,0.437231868505477,0.10121791064739201,0.616424441337585,0.684342086315155
374,PAXIP1,EGR2,Q6ZW49,P11161,0.437231868505477,0.10121791064739201,0.643753767013549,0.7459143996238701
375,POGZ,EGR2,Q7Z3K3,P11161,0.437231868505477,0.10121791064739201,0.7502111196517941,0.7358680963516231
376,EMSY,EGR2,Q7Z589,P11161,0.437231868505477,0.10121791064739201,0.8583018183708191,0.7716549634933471
377,PCGF5,EGR2,Q86SE9,P11161,0.437231868505477,0.10121791064739201,0.070946343243122,0.119246318936347
378,ZFHX4,EGR2,Q86UP3,P11161,0.437231868505477,0.10121791064739201,0.7563455104827881,0.586164414882659
379,BCL9L,EGR2,Q86UU0,P11161,0.437231868505477,0.10121791064739201,0.945184350013732,0.640317142009735
380,PROSER1,EGR2,Q86XN7,P11161,0.437231868505477,0.10121791064739201,0.42968112230300903,0.060068946331739
381,FOXP4,EGR2,Q8IVH2,P11161,0.437231868505477,0.10121791064739201,0.8586987257003781,0.825622200965881
382,MGA,EGR2,Q8IWI9,P11161,0.437231868505477,0.10121791064739201,0.89863908290863,0.6139672994613641
383,HOMEZ,EGR2,Q8IX15,P11161,0.437231868505477,0.10121791064739201,0.137794286012649,0.069750726222991
384,KMT2C,EGR2,Q8NEZ4,P11161,0.437231868505477,0.10121791064739201,0.8075259923934931,0.7091149687767021
385,ZMIZ2,EGR2,Q8NF64,P11161,0.437231868505477,0.10121791064739201,0.825916290283203,0.645654201507568
386,ARID1B,EGR2,Q8NFD5,P11161,0.437231868505477,0.10121791064739201,0.9302569627761841,0.7795838117599481
387,KDM2B,EGR2,Q8NHM5,P11161,0.437231868505477,0.10121791064739201,0.645229220390319,0.870698809623718
388,MORC4,EGR2,Q8TE76,P11161,0.437231868505477,0.10121791064739201,0.05171655490994401,0.32281261682510304
389,PHF10,EGR2,Q8WUB8,P11161,0.437231868505477,0.10121791064739201,0.9026635885238641,0.9013267755508421
390,GATAD1,EGR2,Q8WUU5,P11161,0.437231868505477,0.10121791064739201,0.5573378205299371,0.56628942489624
391,MAML1,EGR2,Q92585,P11161,0.437231868505477,0.10121791064739201,0.9127445220947261,0.562335848808288
392,RREB1,EGR2,Q92766,P11161,0.437231868505477,0.10121791064739201,0.8091465830802911,0.41972094774246205
393,DPF1,EGR2,Q92782,P11161,0.437231868505477,0.10121791064739201,0.054040540009737,0.122460380196571
394,DPF2,EGR2,Q92785,P11161,0.437231868505477,0.10121791064739201,0.822908282279968,0.958286881446838
395,CREBBP,EGR2,Q92793,P11161,0.437231868505477,0.10121791064739201,0.922878623008728,0.5410744547843931
396,KAT2B,EGR2,Q92831,P11161,0.437231868505477,0.10121791064739201,0.15181677043437902,0.5737894773483271
397,SMARCC1,EGR2,Q92922,P11161,0.437231868505477,0.10121791064739201,0.9025828242301941,0.7921623587608331
398,PHF21A,EGR2,Q96BD5,P11161,0.437231868505477,0.10121791064739201,0.720266282558441,0.691616415977478
399,ZBTB9,EGR2,Q96C00,P11161,0.437231868505477,0.10121791064739201,0.128770172595977,0.22672085464000702
400,ZNF462,EGR2,Q96JM2,P11161,0.437231868505477,0.10121791064739201,0.611397445201873,0.7868652939796441
401,ZNF521,EGR2,Q96K83,P11161,0.437231868505477,0.10121791064739201,0.049332611262798004,0.08520096540451001
402,EP400,EGR2,Q96L91,P11161,0.437231868505477,0.10121791064739201,0.9262725710868831,0.8487218618392941
403,PHF12,EGR2,Q96QT6,P11161,0.437231868505477,0.10121791064739201,0.452909469604492,0.712287425994873
404,ARID3A,EGR2,Q99856,P11161,0.437231868505477,0.10121791064739201,0.8628880381584161,0.8800581693649291
405,PYGO2,EGR2,Q9BRQ0,P11161,0.437231868505477,0.10121791064739201,0.9353416562080381,0.612934648990631
406,PCGF1,EGR2,Q9BSM1,P11161,0.437231868505477,0.10121791064739201,0.046048291027545006,0.392971843481063
407,PAGR1,EGR2,Q9BTK6,P11161,0.437231868505477,0.10121791064739201,0.712484955787658,0.729972004890441
408,PCGF6,EGR2,Q9BYE7,P11161,0.437231868505477,0.10121791064739201,0.24426695704460102,0.6908073425292961
409,DNTTIP1,EGR2,Q9H147,P11161,0.437231868505477,0.10121791064739201,0.055550336837768007,0.48788499832153304
410,BCL11A,EGR2,Q9H165,P11161,0.437231868505477,0.10121791064739201,0.8737601041793821,0.7756053209304811
411,EPC1,EGR2,Q9H2F5,P11161,0.437231868505477,0.10121791064739201,0.569348692893981,0.697648406028747
412,FOXP1,EGR2,Q9H334,P11161,0.437231868505477,0.10121791064739201,0.658347487449646,0.649912774562835
413,ZNF644,EGR2,Q9H582,P11161,0.437231868505477,0.10121791064739201,0.053212106227874006,0.6640492677688591
414,MEAF6,EGR2,Q9HAF1,P11161,0.437231868505477,0.10121791064739201,0.8454682230949401,0.8336278200149531
415,FBRS,EGR2,Q9HAH7,P11161,0.437231868505477,0.10121791064739201,0.703687310218811,0.48786839842796303
416,FBRSL1,EGR2,Q9HCM7,P11161,0.437231868505477,0.10121791064739201,0.6004452705383301,0.353628784418106
417,BRD7,EGR2,Q9NPI1,P11161,0.437231868505477,0.10121791064739201,0.739704370498657,0.9084916114807121
418,TCF7L2,EGR2,Q9NQB0,P11161,0.437231868505477,0.10121791064739201,0.45225372910499506,0.509133160114288
419,BICRA,EGR2,Q9NZM4,P11161,0.437231868505477,0.10121791064739201,0.6001508235931391,0.171152979135513
420,BAHCC1,EGR2,Q9P281,P11161,0.437231868505477,0.10121791064739201,0.457149893045425,0.19199039041996002
421,CHD7,EGR2,Q9P2D1,P11161,0.437231868505477,0.10121791064739201,0.8551883697509761,0.825227379798889
422,RERE,EGR2,Q9P2R6,P11161,0.437231868505477,0.10121791064739201,0.7957938313484191,0.936011910438537
423,TRPS1,EGR2,Q9UHF7,P11161,0.437231868505477,0.10121791064739201,0.798263907432556,0.513080954551696
424,SIX4,EGR2,Q9UIU6,P11161,0.437231868505477,0.10121791064739201,0.23879483342170701,0.158115446567535
425,ZNF608,EGR2,Q9ULD9,P11161,0.437231868505477,0.10121791064739201,0.649338901042938,0.42147284746170005
426,INO80,EGR2,Q9ULG1,P11161,0.437231868505477,0.10121791064739201,0.12855353951454102,0.340622723102569
427,PRR12,EGR2,Q9ULL5,P11161,0.437231868505477,0.10121791064739201,0.9016374349594111,0.7530444860458371
428,AKAP8L,EGR2,Q9ULX6,P11161,0.437231868505477,0.10121791064739201,0.88402384519577,0.93467503786087
429,TRIM33,EGR2,Q9UPN9,P11161,0.437231868505477,0.10121791064739201,0.9299069643020631,0.851068198680877
430,HDAC5,EGR2,Q9UQL6,P11161,0.437231868505477,0.10121791064739201,0.782192826271057,0.635435879230499
431,ZNF148,EGR2,Q9UQR1,P11161,0.437231868505477,0.10121791064739201,0.6595993638038631,0.926079928874969
432,ZNF281,EGR2,Q9Y2X9,P11161,0.437231868505477,0.10121791064739201,0.9144949913024901,0.806995213031768
433,RAD54L2,EGR2,Q9Y4B4,P11161,0.437231868505477,0.10121791064739201,0.166186794638633,0.30538418889045704
434,NCOR2,EGR2,Q9Y618,P11161,0.437231868505477,0.10121791064739201,0.915248751640319,0.8444350361824031
435,NCOA3,EGR2,Q9Y6Q9,P11161,0.437231868505477,0.10121791064739201,0.941364169120788,0.8644773364067071
