,Prey Gene,Bait Gene,Prey_uniprot,Bait_uniprot,Bait_SaPS-10fea,Bait_PdPS-10fea,Prey_SaPS-10fea,Prey_PdPS-10fea
116,SORT1,CRX,Q99523,O43186,0.308956563472747,0.042508192360401,0.045095242559909,0.093806087970733
117,PRDM16,CRX,Q9HAZ2,O43186,0.308956563472747,0.042508192360401,0.07079227268695801,0.16013266146183
118,ZMIZ1,CRX,Q9ULJ6,O43186,0.308956563472747,0.042508192360401,0.8898990750312801,0.437521785497665
119,BCL9,CRX,O00512,O43186,0.308956563472747,0.042508192360401,0.9453983306884761,0.8145538568496701
120,ARID1A,CRX,O14497,O43186,0.308956563472747,0.042508192360401,0.9357618093490601,0.8561372756958001
121,KMT2D,CRX,O14686,O43186,0.308956563472747,0.042508192360401,0.9250968098640441,0.841981589794158
122,ZNF609,CRX,O15014,O43186,0.308956563472747,0.042508192360401,0.9231745004653931,0.8320931196212761
123,ZNF536,CRX,O15090,O43186,0.308956563472747,0.042508192360401,0.101045347750186,0.072728842496871
124,TRIM24,CRX,O15164,O43186,0.308956563472747,0.042508192360401,0.8822690844535821,0.872316837310791
125,KDM6A,CRX,O15550,O43186,0.308956563472747,0.042508192360401,0.5759890675544731,0.601444602012634
126,SS18L1,CRX,O75177,O43186,0.308956563472747,0.042508192360401,0.755096077919006,0.391527593135833
127,ZNF217,CRX,O75362,O43186,0.308956563472747,0.042508192360401,0.8150327801704401,0.7866553068161011
128,E2F6,CRX,O75461,O43186,0.308956563472747,0.042508192360401,0.08840299397706901,0.708997070789337
129,WIZ,CRX,O95785,O43186,0.308956563472747,0.042508192360401,0.31783673167228704,0.422071635723114
130,NFIC,CRX,P08651,O43186,0.308956563472747,0.042508192360401,0.8170012235641481,0.9159388542175291
131,ATXN1L,CRX,P0C7T5,O43186,0.308956563472747,0.042508192360401,0.604762971401214,0.5280242562294001
132,NR2C1,CRX,P13056,O43186,0.308956563472747,0.042508192360401,0.044650953263044,0.040081974118947004
133,ARNT,CRX,P27540,O43186,0.308956563472747,0.042508192360401,0.24580805003643003,0.28137129545211703
134,NR2C2,CRX,P49116,O43186,0.308956563472747,0.042508192360401,0.132335692644119,0.15608735382556901
135,SMARCA2,CRX,P51531,O43186,0.308956563472747,0.042508192360401,0.927783668041229,0.9080131649971
136,HIRA,CRX,P54198,O43186,0.308956563472747,0.042508192360401,0.27421548962593,0.290708720684051
137,ATXN1,CRX,P54253,O43186,0.308956563472747,0.042508192360401,0.9156587719917291,0.7998522520065301
138,ATN1,CRX,P54259,O43186,0.308956563472747,0.042508192360401,0.9291383028030391,0.795231759548187
139,FOXK1,CRX,P85037,O43186,0.308956563472747,0.042508192360401,0.720041573047637,0.633252441883087
140,FOXK2,CRX,Q01167,O43186,0.308956563472747,0.042508192360401,0.7840059399604791,0.853672862052917
141,,CRX,Q01543,O43186,0.308956563472747,0.042508192360401,0.8463196754455561,0.8938462138175961
142,TFAP4,CRX,Q01664,O43186,0.308956563472747,0.042508192360401,0.19351574778556802,0.813176035881042
143,TLE1,CRX,Q04724,O43186,0.308956563472747,0.042508192360401,0.20472173392772602,0.5312144160270691
144,TLE3,CRX,Q04726,O43186,0.308956563472747,0.042508192360401,0.7433589696884151,0.8980054855346681
145,TLE5,CRX,Q08117,O43186,0.308956563472747,0.042508192360401,0.22621218860149303,0.13483932614326402
146,EP300,CRX,Q09472,O43186,0.308956563472747,0.042508192360401,0.9226801991462701,0.7266434431076051
147,NFIA,CRX,Q12857,O43186,0.308956563472747,0.042508192360401,0.8423302769660951,0.804248690605163
148,RLF,CRX,Q13129,O43186,0.308956563472747,0.042508192360401,0.085977375507354,0.508303761482238
149,ZMYM3,CRX,Q14202,O43186,0.308956563472747,0.042508192360401,0.839294135570526,0.6246735453605651
150,RBBP5,CRX,Q15291,O43186,0.308956563472747,0.042508192360401,0.30069702863693204,0.7695158720016481
151,NCOA2,CRX,Q15596,O43186,0.308956563472747,0.042508192360401,0.8448551893234251,0.7624742388725281
152,NCOA1,CRX,Q15788,O43186,0.308956563472747,0.042508192360401,0.9311691522598261,0.8597327470779411
153,ZFHX3,CRX,Q15911,O43186,0.308956563472747,0.042508192360401,0.871009528636932,0.671064734458923
154,QSER1,CRX,Q2KHR3,O43186,0.308956563472747,0.042508192360401,0.8550639152526851,0.9052276611328121
155,ARID4B,CRX,Q4LE39,O43186,0.308956563472747,0.042508192360401,0.8699061274528501,0.8166902661323541
156,EPC2,CRX,Q52LR7,O43186,0.308956563472747,0.042508192360401,0.42059040069580006,0.6165257096290581
157,BCORL1,CRX,Q5H9F3,O43186,0.308956563472747,0.042508192360401,0.22441411018371502,0.340272128582
158,PRRC2B,CRX,Q5JSZ5,O43186,0.308956563472747,0.042508192360401,0.9129469990730281,0.7642971277236931
159,LIN9,CRX,Q5TKA1,O43186,0.308956563472747,0.042508192360401,0.6956653594970701,0.695517420768737
160,ZMYM4,CRX,Q5VZL5,O43186,0.308956563472747,0.042508192360401,0.632875621318817,0.882994651794433
161,ARID2,CRX,Q68CP9,O43186,0.308956563472747,0.042508192360401,0.886040866374969,0.5421098470687861
162,NIPBL,CRX,Q6KC79,O43186,0.308956563472747,0.042508192360401,0.9402278065681451,0.9048627018928521
163,TET2,CRX,Q6N021,O43186,0.308956563472747,0.042508192360401,0.7537178397178651,0.6789172291755671
164,NFRKB,CRX,Q6P4R8,O43186,0.308956563472747,0.042508192360401,0.41714200377464206,0.297662645578384
165,MIDEAS,CRX,Q6PJG2,O43186,0.308956563472747,0.042508192360401,0.9349083900451661,0.8523517847061151
166,C15orf39,CRX,Q6ZRI6,O43186,0.308956563472747,0.042508192360401,0.571849286556243,0.473922491073608
167,UBN2,CRX,Q6ZU65,O43186,0.308956563472747,0.042508192360401,0.616424441337585,0.684342086315155
168,PAXIP1,CRX,Q6ZW49,O43186,0.308956563472747,0.042508192360401,0.643753767013549,0.7459143996238701
169,ASXL2,CRX,Q76L83,O43186,0.308956563472747,0.042508192360401,0.8904349207878111,0.763330459594726
170,POGZ,CRX,Q7Z3K3,O43186,0.308956563472747,0.042508192360401,0.7502111196517941,0.7358680963516231
171,RAI1,CRX,Q7Z5J4,O43186,0.308956563472747,0.042508192360401,0.928588032722473,0.8155357241630551
172,PCGF5,CRX,Q86SE9,O43186,0.308956563472747,0.042508192360401,0.070946343243122,0.119246318936347
173,PBRM1,CRX,Q86U86,O43186,0.308956563472747,0.042508192360401,0.915770709514617,0.8724561929702751
174,ZFHX4,CRX,Q86UP3,O43186,0.308956563472747,0.042508192360401,0.7563455104827881,0.586164414882659
175,BCL9L,CRX,Q86UU0,O43186,0.308956563472747,0.042508192360401,0.945184350013732,0.640317142009735
176,PROSER1,CRX,Q86XN7,O43186,0.308956563472747,0.042508192360401,0.42968112230300903,0.060068946331739
177,FOXP4,CRX,Q8IVH2,O43186,0.308956563472747,0.042508192360401,0.8586987257003781,0.825622200965881
178,MGA,CRX,Q8IWI9,O43186,0.308956563472747,0.042508192360401,0.89863908290863,0.6139672994613641
179,HOMEZ,CRX,Q8IX15,O43186,0.308956563472747,0.042508192360401,0.137794286012649,0.069750726222991
180,KMT2C,CRX,Q8NEZ4,O43186,0.308956563472747,0.042508192360401,0.8075259923934931,0.7091149687767021
181,ZMIZ2,CRX,Q8NF64,O43186,0.308956563472747,0.042508192360401,0.825916290283203,0.645654201507568
182,ARID1B,CRX,Q8NFD5,O43186,0.308956563472747,0.042508192360401,0.9302569627761841,0.7795838117599481
183,KDM2B,CRX,Q8NHM5,O43186,0.308956563472747,0.042508192360401,0.645229220390319,0.870698809623718
184,MORC4,CRX,Q8TE76,O43186,0.308956563472747,0.042508192360401,0.05171655490994401,0.32281261682510304
185,PHF10,CRX,Q8WUB8,O43186,0.308956563472747,0.042508192360401,0.9026635885238641,0.9013267755508421
186,BCL7C,CRX,Q8WUZ0,O43186,0.308956563472747,0.042508192360401,0.812397003173828,0.9079422950744621
187,MAML1,CRX,Q92585,O43186,0.308956563472747,0.042508192360401,0.9127445220947261,0.562335848808288
188,RREB1,CRX,Q92766,O43186,0.308956563472747,0.042508192360401,0.8091465830802911,0.41972094774246205
189,DPF1,CRX,Q92782,O43186,0.308956563472747,0.042508192360401,0.054040540009737,0.122460380196571
190,DPF2,CRX,Q92785,O43186,0.308956563472747,0.042508192360401,0.822908282279968,0.958286881446838
191,CREBBP,CRX,Q92793,O43186,0.308956563472747,0.042508192360401,0.922878623008728,0.5410744547843931
192,SMARCC1,CRX,Q92922,O43186,0.308956563472747,0.042508192360401,0.9025828242301941,0.7921623587608331
193,SMARCD2,CRX,Q92925,O43186,0.308956563472747,0.042508192360401,0.9001533389091491,0.7371417880058281
194,KAT5,CRX,Q92993,O43186,0.308956563472747,0.042508192360401,0.19866599142551403,0.776988446712493
195,MED12,CRX,Q93074,O43186,0.308956563472747,0.042508192360401,0.6479357481002801,0.5916695594787591
196,L3MBTL2,CRX,Q969R5,O43186,0.308956563472747,0.042508192360401,0.40257811546325606,0.6534991264343261
197,ZNF462,CRX,Q96JM2,O43186,0.308956563472747,0.042508192360401,0.611397445201873,0.7868652939796441
198,ZNF512B,CRX,Q96KM6,O43186,0.308956563472747,0.042508192360401,0.679442405700683,0.532916188240051
199,EHMT2,CRX,Q96KQ7,O43186,0.308956563472747,0.042508192360401,0.632556796073913,0.694043636322021
200,EP400,CRX,Q96L91,O43186,0.308956563472747,0.042508192360401,0.9262725710868831,0.8487218618392941
201,RBM14,CRX,Q96PK6,O43186,0.308956563472747,0.042508192360401,0.9473821520805351,0.9434564709663391
202,MED15,CRX,Q96RN5,O43186,0.308956563472747,0.042508192360401,0.866731345653533,0.578451693058013
203,SPEN,CRX,Q96T58,O43186,0.308956563472747,0.042508192360401,0.9274575114250181,0.8721865415573121
204,ARID3A,CRX,Q99856,O43186,0.308956563472747,0.042508192360401,0.8628880381584161,0.8800581693649291
205,BCL7B,CRX,Q9BQE9,O43186,0.308956563472747,0.042508192360401,0.684886157512664,0.908709704875946
206,PYGO2,CRX,Q9BRQ0,O43186,0.308956563472747,0.042508192360401,0.9353416562080381,0.612934648990631
207,PAGR1,CRX,Q9BTK6,O43186,0.308956563472747,0.042508192360401,0.712484955787658,0.729972004890441
208,PCGF6,CRX,Q9BYE7,O43186,0.308956563472747,0.042508192360401,0.24426695704460102,0.6908073425292961
209,DNTTIP1,CRX,Q9H147,O43186,0.308956563472747,0.042508192360401,0.055550336837768007,0.48788499832153304
210,EPC1,CRX,Q9H2F5,O43186,0.308956563472747,0.042508192360401,0.569348692893981,0.697648406028747
211,FOXP1,CRX,Q9H334,O43186,0.308956563472747,0.042508192360401,0.658347487449646,0.649912774562835
212,CPVL,CRX,Q9H3G5,O43186,0.308956563472747,0.042508192360401,0.055010043084621006,0.252785265445709
213,ZNF644,CRX,Q9H582,O43186,0.308956563472747,0.042508192360401,0.053212106227874006,0.6640492677688591
214,BRD9,CRX,Q9H8M2,O43186,0.308956563472747,0.042508192360401,0.051790665835142004,0.40281605720520003
215,EHMT1,CRX,Q9H9B1,O43186,0.308956563472747,0.042508192360401,0.056311398744583005,0.5437101721763611
216,FBRS,CRX,Q9HAH7,O43186,0.308956563472747,0.042508192360401,0.703687310218811,0.48786839842796303
217,FBRSL1,CRX,Q9HCM7,O43186,0.308956563472747,0.042508192360401,0.6004452705383301,0.353628784418106
218,BRD7,CRX,Q9NPI1,O43186,0.308956563472747,0.042508192360401,0.739704370498657,0.9084916114807121
219,TCF7L2,CRX,Q9NQB0,O43186,0.308956563472747,0.042508192360401,0.45225372910499506,0.509133160114288
220,SALL1,CRX,Q9NSC2,O43186,0.308956563472747,0.042508192360401,0.23619778454303703,0.514240384101867
221,BICRA,CRX,Q9NZM4,O43186,0.308956563472747,0.042508192360401,0.6001508235931391,0.171152979135513
222,BAHCC1,CRX,Q9P281,O43186,0.308956563472747,0.042508192360401,0.457149893045425,0.19199039041996002
223,CHD7,CRX,Q9P2D1,O43186,0.308956563472747,0.042508192360401,0.8551883697509761,0.825227379798889
224,RERE,CRX,Q9P2R6,O43186,0.308956563472747,0.042508192360401,0.7957938313484191,0.936011910438537
225,TCF20,CRX,Q9UGU0,O43186,0.308956563472747,0.042508192360401,0.938023686408996,0.906962275505065
226,TRPS1,CRX,Q9UHF7,O43186,0.308956563472747,0.042508192360401,0.798263907432556,0.513080954551696
227,ZHX1,CRX,Q9UKY1,O43186,0.308956563472747,0.042508192360401,0.46208325028419406,0.47070637345314004
228,ZNF608,CRX,Q9ULD9,O43186,0.308956563472747,0.042508192360401,0.649338901042938,0.42147284746170005
229,PRR12,CRX,Q9ULL5,O43186,0.308956563472747,0.042508192360401,0.9016374349594111,0.7530444860458371
230,TRIM33,CRX,Q9UPN9,O43186,0.308956563472747,0.042508192360401,0.9299069643020631,0.851068198680877
231,SATB2,CRX,Q9UPW6,O43186,0.308956563472747,0.042508192360401,0.380608201026916,0.27717199921607905
232,ZNF148,CRX,Q9UQR1,O43186,0.308956563472747,0.042508192360401,0.6595993638038631,0.926079928874969
233,NCOR2,CRX,Q9Y618,O43186,0.308956563472747,0.042508192360401,0.915248751640319,0.8444350361824031
234,NCOA3,CRX,Q9Y6Q9,O43186,0.308956563472747,0.042508192360401,0.941364169120788,0.8644773364067071
235,ZHX2,CRX,Q9Y6X8,O43186,0.308956563472747,0.042508192360401,0.36284905672073303,0.630863845348358
